Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,306.64900,41.12500,265.52400,2.32300,2.32300,263.20100,-8.90500,254.29600,54.32700,199.96900,199.96900,199.96900,266.63500,263.20100,258.59600,260.83300,0.77000,0.77000,0.10850,0.12170,85.83140,85.83140,82.92740,65.21100,0.04590,3.77720,3.77720,2.99450,3.36740,20.66260,0.7324,0.7308
2024-06-30,305.27700,34.40300,270.87400,2.15000,2.15000,268.72400,-8.89900,259.82500,55.59700,204.22800,204.22800,204.22800,273.20800,268.72400,265.31500,266.87200,0.77000,0.77000,0.11180,0.12580,88.02630,88.02630,85.11120,66.89920,0.04680,3.99120,3.99120,3.13040,3.54510,19.57580,0.6504,0.6494
2024-03-31,294.36100,63.57300,230.78800,2.00900,2.00900,228.77900,-8.89900,219.88000,45.78300,174.09700,174.09700,174.09700,235.26400,228.77900,270.31400,273.10800,0.64000,0.64000,0.11200,0.12610,77.72060,77.72060,74.69740,59.14400,0.04500,3.41210,3.41210,2.66400,3.02990,18.96850,0.69770,0.69770
2023-12-31,283.95710,42.27900,241.67810,2.93100,2.93100,238.74710,-8.90000,229.84700,45.34300,184.50400,184.50400,184.50400,244.97310,238.74700,283.60500,287.15500,0.66000,0.66000,0.11250,0.12680,84.07860,84.07860,80.94430,64.97600,0.04340,3.63770,3.63770,2.82190,3.22830,18.61330,0.6386,0.6443
2023-09-30,296.50500,50.05300,246.45200,2.80200,2.80200,243.65000,-9.25400,234.39600,51.55200,182.84400,182.84400,182.84400,253.28200,243.65000,281.75700,285.60000,0.65000,0.64000,0.11690,0.13240,82.17400,82.17400,79.05300,61.66640,0.04680,3.76630,3.76630,2.88780,3.32590,17.37080,0.6115,0.6088
2023-06-30,290.67500,36.30700,254.36800,2.60900,2.60900,251.75900,-9.37700,242.38200,51.32800,191.05400,191.05400,191.05400,260.93900,251.75900,285.90600,289.56600,0.67000,0.66000,0.12050,0.13700,86.61190,86.61190,83.38590,65.72770,0.04580,3.94390,3.94390,3.00710,3.46880,17.09240,0.5124,0.5118
2023-03-31,283.96500,76.50900,207.45600,2.47800,2.47800,204.97800,-9.37400,195.60400,41.05700,154.54700,154.54700,154.54700,215.17000,204.97800,290.98900,294.71200,0.53000,0.53000,0.12190,0.13880,72.18430,72.18430,68.88310,54.42470,0.04470,3.23480,3.23480,2.43290,2.84050,16.56800,0.72030,0.71910
2022-12-31,292.25400,38.90200,253.35200,3.46500,3.46500,249.88700,-9.45000,240.43710,48.99400,191.44310,191.44310,191.44300,261.31300,249.88700,305.84700,311.22900,0.65000,0.64000,0.12490,0.14280,85.50340,85.50340,82.26990,65.50570,0.04700,4.12350,4.12350,3.08090,3.60840,15.82220,0.5136,0.511
2022-09-30,292.79900,-46.57900,339.37800,3.17900,3.17900,336.19900,-21.93200,314.26700,64.64200,249.62500,249.62500,249.62500,349.50200,336.19900,302.62200,307.19400,0.82000,0.81000,0.12740,0.14600,114.82240,114.82240,107.33200,85.25470,0.04760,5.49830,5.49830,4.05620,4.79800,15.15990,0.4214,0.4204
2022-06-30,293.11600,-45.60900,338.72500,2.98200,2.98200,335.74300,-19.85200,315.89100,66.62300,249.26800,249.26800,249.26800,349.87100,335.74300,308.84000,313.54500,0.81000,0.80000,0.16720,0.20070,114.54270,114.54270,107.77000,85.04070,0.04440,5.45080,5.45080,3.77700,4.53960,14.97210,0.4509,0.4469
2022-03-31,294.61600,35.41800,259.19800,2.74000,2.74000,256.45800,-37.01900,219.43900,44.42600,175.01300,175.01300,175.01300,271.85300,256.45800,315.97500,324.53800,0.55000,0.54000,0.16870,0.20290,87.04820,87.04820,74.48310,59.40380,0.04300,3.79610,3.79610,2.55690,3.15590,14.74930,0.70260,0.69980
2021-12-31,294.12010,17.69300,276.42710,3.58600,3.58600,272.84110,-54.28100,218.56000,44.62600,173.93400,173.93400,173.93400,289.03510,272.84100,334.33000,351.30800,0.54000,0.52000,0.19090,0.23590,92.76520,92.76520,74.30980,59.13710,0.04020,3.57790,3.57790,2.37450,2.89500,15.17590,0.5328,0.5279
2021-09-30,295.74600,74.70800,221.03800,3.29500,3.29500,217.74300,-18.01100,199.73200,41.75500,157.97700,157.97700,157.97700,235.09100,217.74300,335.93800,353.55700,0.47000,0.46000,0.20330,0.25520,73.62500,73.62500,67.53500,53.41650,0.03940,3.23890,3.23890,2.10320,2.58040,14.80990,0.4693,0.4664
2021-06-30,297.85200,82.96200,214.89000,3.02500,3.02500,211.86500,-17.99700,193.86800,40.81700,153.05100,153.05100,153.05100,226.91500,211.86500,339.32600,356.53600,0.45000,0.44000,0.20200,0.25320,71.13100,71.13100,65.08870,51.38490,0.03930,3.11410,3.11410,2.02030,2.48500,14.48420,0.4243,0.4217
2021-03-31,297.95700,87.65900,210.29800,2.69600,2.69600,207.60200,-17.98500,189.61700,39.59600,150.02100,150.02100,150.02100,225.02400,207.60200,338.90400,356.38300,0.44000,0.43000,0.20810,0.26280,69.67520,69.67520,63.63910,50.34990,0.04020,3.17020,3.17020,2.02540,2.51040,13.94660,0.55570,0.55440
2020-12-31,302.28090,90.37100,211.91000,3.68300,3.68300,208.22690,-18.01500,190.21200,38.78200,151.43010,151.43010,151.43000,225.37890,208.22700,339.95300,359.29300,0.44000,0.45000,0.20920,0.26460,68.88520,68.88530,62.92560,50.09580,0.04110,3.22260,3.22260,2.05900,2.54840,13.87880,0.6136,0.6106
2020-09-30,296.00400,85.93600,210.06800,3.27800,3.27800,206.79000,-42.46100,164.32900,33.51800,130.81100,130.81100,130.81100,221.99300,206.79000,338.59800,357.19500,0.39000,0.38000,0.21590,0.27530,69.86050,69.86050,55.51580,44.19230,0.04140,2.89810,2.89810,1.82970,2.27250,13.33160,0.1877,0.1843
2020-06-30,293.96800,261.64700,32.32100,2.90900,2.90900,29.41200,-12.92900,16.48300,2.43600,14.04700,14.04700,14.04700,41.81700,29.41200,338.59300,339.66100,0.04000,0.04000,0.15970,0.19010,10.00520,10.00520,5.60710,4.77840,0.04470,0.32050,0.32050,0.21370,0.26930,12.94680,0.7322,0.731
