,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-22,2024-09-30,$1.10,$1.16
1,2024-07-22,2024-06-30,$1.03,$1.11
2,2024-04-23,2024-03-31,$0.96,$1.17
3,2024-02-12,2023-12-31,$1.11,$1.15
4,2023-10-24,2023-09-30,$1.12,$1.16
5,2023-07-31,2023-06-30,$1.15,$1.14
6,2023-04-24,2023-03-31,$1.16,$1.24
7,2023-02-13,2022-12-31,$1.10,$1.27
8,2022-10-31,2022-09-30,$1.11,$1.16
9,2022-07-25,2022-06-30,$0.92,$1.01
10,2022-05-02,2022-03-31,$0.79,$0.90
11,2022-02-14,2021-12-31,$0.83,$0.84
12,2021-10-27,2021-09-30,$0.81,$0.80
13,2021-07-26,2021-06-30,$0.80,$0.80
14,2021-04-28,2021-03-31,$0.79,$0.83
15,2021-02-10,2020-12-31,$0.73,$0.86
16,2020-10-28,2020-09-30,$0.62,$0.73
17,2020-07-22,2020-06-30,$0.55,$0.67
18,2020-04-30,2020-03-31,$0.72,$0.78
19,2020-02-12,2019-12-31,$0.87,$0.87
20,2019-10-22,2019-09-30,$0.93,$0.91
21,2019-07-23,2019-06-30,$0.92,$0.95
22,2019-04-25,2019-03-31,$0.88,$0.95
23,2019-02-19,2018-12-31,$0.90,$0.92
24,2018-10-23,2018-09-30,$0.95,$0.88
25,2018-07-24,2018-06-30,$0.89,$0.93
26,2018-04-23,2018-03-31,$0.78,$0.81
27,2018-02-15,2017-12-31,$0.76,$0.76
28,2017-10-25,2017-09-30,$0.70,$0.74
29,2017-07-25,2017-06-30,$0.67,$0.67
30,2017-04-25,2017-03-31,$0.62,$0.70
31,2017-02-13,2016-12-31,$0.55,$0.62
32,2016-10-25,2016-09-30,$0.49,$0.60
