,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$1.61,$1.63
1,2024-08-20,2024-06-30,$1.30,$1.38
2,2024-05-07,2024-03-31,$1.16,$1.19
3,2024-02-06,2023-12-31,$1.14,$1.22
4,2023-11-07,2023-09-30,$1.29,$1.39
5,2023-08-15,2023-06-30,$1.19,$1.34
6,2023-05-02,2023-03-31,$1.09,$1.12
7,2023-02-07,2022-12-31,$1.11,$1.10
8,2022-11-08,2022-09-30,$1.38,$1.46
9,2022-08-16,2022-06-30,$1.00,$1.10
10,2022-05-03,2022-03-31,$1.06,$1.16
11,2022-02-08,2021-12-31,$1.16,$1.30
12,2021-11-08,2021-09-30,$1.34,$1.38
13,2021-08-17,2021-06-30,$0.93,$1.04
14,2021-05-03,2021-03-31,$0.86,$0.95
15,2021-02-08,2020-12-31,$0.88,$0.94
16,2020-11-04,2020-09-30,$1.07,$1.19
17,2020-08-18,2020-06-30,$0.78,$0.80
18,2020-05-04,2020-03-31,$0.86,$0.96
19,2020-02-04,2019-12-31,$0.94,$0.94
20,2019-11-04,2019-09-30,$1.04,$1.16
21,2019-08-20,2019-06-30,$0.77,$0.79
22,2019-04-30,2019-03-31,$0.77,$0.77
23,2019-02-05,2018-12-31,$0.85,$0.88
24,2018-11-06,2018-09-30,$0.93,$1.08
25,2018-08-21,2018-06-30,$0.95,$1.10
26,2018-05-01,2018-03-31,$0.86,$0.93
27,2018-02-06,2017-12-31,$0.80,$0.80
28,2017-11-07,2017-09-30,$0.79,$0.76
29,2017-08-15,2017-06-30,$0.83,$0.83
30,2017-05-02,2017-03-31,$0.72,$0.77
31,2017-02-07,2016-12-31,$0.74,$0.75
32,2016-11-07,2016-09-30,$0.70,$0.79
33,2016-08-16,2016-06-30,$0.80,$1.06
34,2016-05-03,2016-03-31,$0.66,$0.68
35,2016-02-02,2015-12-31,$0.67,$0.74
36,2015-11-04,2015-09-30,$0.62,$0.64
37,2015-08-25,2015-06-30,$0.66,$0.75
38,2015-05-06,2015-03-31,$0.62,$0.63
39,2015-02-03,2014-12-31,$0.67,$0.72
