Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6870.00000,5315.00000,1555.00000,-1079.00000,1517.00000,38.00000,51.00000,89.00000,22.00000,67.00000,67.00000,67.00000,476.00000,38.00000,599.00000,601.00000,0.11000,0.11000,0.88440,0.32770,0.76890,22.63460,0.55310,0.55310,1.29550,0.97530,0.19710,6.90260,5.83690,15.41920,0.64360,0.70970,0.19230,0.43260,17.35930,0.1758,-0.8015
2024-06-30,7354.00000,5459.00000,1895.00000,-1093.00000,1497.00000,398.00000,80.00000,478.00000,111.00000,367.00000,367.00000,367.00000,802.00000,398.00000,599.00000,643.00000,0.61000,0.58000,0.90350,0.32610,0.76410,25.76830,5.41200,5.41200,6.49990,4.99050,0.20680,6.96300,5.46360,16.47270,3.50690,3.86520,1.03200,2.36320,17.46620,-0.0249,-0.7232
2024-03-31,6329.00000,5296.00000,1033.00000,-1018.00000,1426.00000,-393.00000,95.00000,-298.00000,-67.00000,-231.00000,-231.00000,-231.00000,15.00000,-393.00000,597.00000,597.00000,-0.39000,-0.39000,1.08640,0.43890,0.78480,16.32170,-6.20950,-6.20950,-4.70850,-3.64990,0.17570,6.52220,4.67430,19.25420,-2.26560,-2.50380,-0.64130,-1.27130,17.03720,-0.17420,-1.15080
2023-12-31,6823.00000,5679.00000,1144.00000,-1133.00000,1548.00000,-404.00000,119.00000,-285.00000,-33.00000,-252.00000,-252.00000,-252.00000,11.00000,-404.00000,595.00000,640.00000,-0.42000,-0.36000,1.13860,0.43140,0.76150,16.76680,-5.92110,-5.92110,-4.17700,-3.69340,0.18700,7.03720,5.91250,15.22200,-2.39660,-2.64010,-0.69070,-1.36270,17.62750,0.6641,-0.4422
2023-09-30,6525.00000,5075.00000,1450.00000,-958.00000,1333.00000,117.00000,120.00000,237.00000,44.00000,193.00000,193.00000,193.00000,493.00000,117.00000,596.00000,640.00000,0.32000,0.31000,1.20800,0.41940,0.72500,22.22220,1.79310,1.79310,3.63220,2.95790,0.17640,6.35170,4.44790,20.23450,1.74600,1.91390,0.52190,1.01380,18.54340,0.9573,-0.352
2023-06-30,7037.00000,4919.00000,2118.00000,-956.00000,1323.00000,795.00000,91.00000,886.00000,203.00000,683.00000,683.00000,683.00000,1161.00000,795.00000,595.00000,639.00000,1.15000,1.08000,1.25010,0.42560,0.74380,30.09810,11.29740,11.29740,12.59060,9.70580,0.19270,6.88940,5.70720,15.76950,6.33050,6.95590,1.87030,3.63630,18.11350,2.1338,0.8103
2023-03-31,5706.00000,4673.00000,1033.00000,-952.00000,1317.00000,-284.00000,79.00000,-205.00000,-46.00000,-159.00000,-159.00000,-159.00000,81.00000,-284.00000,594.00000,594.00000,-0.27000,-0.27000,1.26000,0.43710,0.77960,18.10380,-4.97720,-4.97720,-3.59270,-2.78650,0.16050,6.34920,4.56480,19.71610,-1.54340,-1.70380,-0.44730,-0.86880,17.31220,1.18860,-0.57240
2022-12-31,6172.00000,4796.00000,1376.00000,-1394.00000,1761.00000,-385.00000,100.00000,-285.00000,-65.00000,-220.00000,-220.00000,-220.00000,-18.00000,-385.00000,593.00000,642.00000,-0.38000,-0.30000,1.42690,0.42950,0.75680,22.29420,-6.23780,-6.23780,-4.61760,-3.56450,0.17450,6.07090,5.93460,15.16530,-2.05860,-2.26410,-0.62200,-1.17440,17.99160,0.8784,-1.215
2022-09-30,6220.00000,4671.00000,1549.00000,-819.00000,1154.00000,395.00000,-42.00000,353.00000,76.00000,277.00000,277.00000,277.00000,730.00000,395.00000,593.00000,639.00000,0.47000,0.44000,1.57620,0.43220,0.79600,24.90350,6.35050,6.35050,5.67520,4.45340,0.17300,6.01930,4.72640,19.04180,2.53570,2.78280,0.77060,1.43980,18.39830,0.3368,-1.3244
2022-06-30,6728.00000,4454.00000,2274.00000,-791.00000,1116.00000,1158.00000,-122.00000,1036.00000,276.00000,760.00000,760.00000,760.00000,1483.00000,1158.00000,593.00000,635.00000,1.29000,1.20000,1.65620,0.44390,0.94780,33.79910,17.21170,17.21170,15.39830,11.29610,0.17570,5.93080,4.84380,18.58060,6.83450,7.48770,1.98420,3.80060,18.74110,2.8791,1.3831
