Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4611.26400,2034.16800,2577.09600,-1159.31100,1205.77000,1371.32600,-164.97300,1206.35300,259.41100,946.94200,946.94200,904.95900,1371.32600,1371.32600,12.98700,13.01700,66.40000,66.25000,0.20260,0.25400,29.73860,29.73860,26.16100,19.62500,0.07400,5.71980,7.34060,1.52040,4.40370,1330.59200,68.8867,64.8517
2024-06-30,3701.84300,1942.87000,1758.97300,-1304.75600,1348.99300,409.98020,-43.88600,366.09400,76.24400,289.85000,289.85000,249.70100,409.98020,409.98020,13.05300,13.08100,18.66000,18.62000,0.21620,0.27590,11.07500,11.07500,9.88950,6.74530,0.06200,1.88750,2.48640,0.48540,1.42440,1230.40800,44.5198,40.1148
2024-03-31,4466.65500,2026.49900,2440.15600,-1060.08500,1104.37000,1335.78600,5.95200,1341.73800,292.55600,1049.18200,1049.18200,1025.18400,1335.78600,1335.78600,13.13700,13.15900,75.56000,75.43000,0.19600,0.24370,29.90570,29.90570,30.03900,22.95190,0.07800,6.89090,9.00930,1.83150,5.33310,1214.49000,47.92570,42.45770
2023-12-31,4642.51900,2325.80700,2316.71200,-1140.40700,1184.65300,1132.05900,-125.25200,1006.80600,212.71300,794.09310,794.09310,751.30620,1132.05900,1132.05900,13.34700,13.37800,56.64000,56.49000,0.20070,0.25100,24.38460,24.38460,21.68660,16.18320,0.08430,5.49000,7.32370,1.44260,4.21580,1148.45200,61.1207,53.4105
2023-09-30,3375.18600,2102.45400,1272.73200,-1152.37700,1199.92200,72.81010,-5.30700,67.50300,14.23500,53.26800,53.26800,42.59100,72.81010,72.81010,13.31500,13.34500,3.15000,3.14000,0.21150,0.26820,2.15720,2.15720,2.00000,1.26190,0.06400,0.39570,0.54360,0.10100,0.29880,1062.21600,71.9835,66.2857
2023-06-30,4142.53600,1885.76300,2256.77300,-1242.28600,1286.70900,970.06420,-62.19700,907.86700,191.93700,715.93000,715.93000,677.51100,970.06420,970.06420,13.38200,13.41100,50.20000,50.09000,0.21130,0.26780,23.41720,23.41720,21.91570,16.35500,0.07940,5.24600,7.20620,1.37190,3.96570,1071.81600,54.119,50.9544
2023-03-31,3643.38900,1848.71900,1794.67000,-996.37500,1040.77400,753.89580,-82.36600,671.53000,133.73100,537.79900,537.79900,488.65200,753.89580,753.89580,13.45000,13.47500,37.33000,37.26000,0.22030,0.28260,20.69220,20.69220,18.43150,13.41200,0.07150,4.07500,5.69690,1.05570,3.04080,1031.98000,21.08950,18.33040
2022-12-31,4210.74600,1901.57100,2309.17500,-1128.59800,1252.38600,1056.78900,-152.84600,903.94400,192.42000,711.52400,711.52400,673.66610,1056.78900,1056.79000,13.58000,13.58000,48.84000,48.85000,0.23700,0.31060,25.09740,25.09750,21.46760,15.99870,0.08460,5.63720,8.06020,1.42900,4.10870,985.44890,61.211,57.8486
2022-09-30,3066.14500,1828.58500,1237.56000,-1127.21400,1170.63200,66.92820,66.28700,133.21500,16.46000,116.75500,116.75500,59.59400,66.92820,66.92820,13.56400,13.59500,3.09000,3.08000,0.25050,0.33430,2.18280,2.18280,4.34470,1.94360,0.06330,0.99220,1.48260,0.24110,0.70800,917.43150,70.646,63.3731
2022-06-30,1792.20700,1668.27900,123.92800,-1255.19900,1300.72200,-1176.79400,55.01700,-1121.77700,-238.95300,-882.82400,-882.82400,-933.79600,-1176.79400,-1176.79400,13.61200,13.61200,-69.15000,-69.15000,0.26070,0.35260,-65.66170,-65.66170,-62.59190,-52.10310,0.03740,-7.25090,-10.67700,-1.84130,-5.11200,943.07370,37.2709,32.9365
