Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,70.77400,20.74100,50.03300,21.67600,34.74400,56.42000,-6.38700,-4.36400,-10.75100,0.00000,-10.75100,-10.75100,-10.75100,-4.83800,-6.38700,115.21000,115.21000,-0.09000,-0.09000,1.24850,1.49830,-3.00670,70.69410,-9.02450,-9.02450,-15.19060,-15.19060,0.14010,0.43540,0.35600,252.80470,12.22080,7.55590,-2.12890,-6.09000,-0.76360,-0.5386,-0.5386
2024-06-30,64.97900,28.36800,36.61100,21.95500,35.16500,57.12000,-20.50900,7.58800,-12.92100,,-12.92100,-12.92100,-12.92100,-19.32200,-20.50900,114.81900,114.81900,-0.11000,-0.11000,1.20500,1.46730,-3.14000,56.34280,-31.56250,-31.56250,-19.88490,-19.88490,0.09630,0.45640,0.20720,434.31140,15.36240,9.25820,-1.91460,-7.17880,-0.73010,0.4854,0.4854
2024-03-31,77.06300,34.58600,42.47700,28.47000,56.53200,85.00200,-42.52500,145.40000,102.87500,,102.87500,102.87500,102.87500,-41.01800,-42.52500,112.74900,125.53000,0.91000,0.83000,1.16570,1.37570,-5.79970,55.11980,-55.18210,-55.18210,133.49470,133.49470,0.10090,0.55800,0.27120,331.84600,-125.69640,-74.03850,13.47330,47.22760,-0.72110,-0.37250,-0.37250
2023-12-31,91.52400,84.56700,6.95700,26.36800,49.49400,75.86200,-68.90500,-10.74800,-79.65300,,-79.65300,-79.65300,-79.65300,-67.84200,-68.90500,94.16300,94.16300,-0.67000,-0.67000,1.43360,1.69090,-2.44730,7.60130,-75.28630,-75.28630,-87.02970,-87.02970,0.14540,1.35080,0.35130,256.18400,41.18030,30.04660,-12.65130,-28.45320,-1.72370,-0.2003,-0.2034
2023-09-30,74.56800,32.70300,41.86500,25.64700,48.22400,73.87100,-32.00600,-8.01500,-40.02100,-0.38000,-39.64100,-39.64100,-39.64100,-31.10700,-32.00600,97.73900,97.73900,-0.41000,-0.41000,1.85420,1.39390,-3.53880,56.14340,-42.92190,-42.92190,-53.67050,-53.16090,0.12770,0.48970,0.34440,261.31840,29.67160,22.00770,-6.79040,-11.68750,-1.22440,-0.4234,-0.4234
2023-06-30,58.71600,24.84800,33.86800,23.26700,45.14400,68.41100,-34.54300,-8.32600,-42.86900,,-42.86900,-42.86900,-42.86900,-33.66300,-34.54300,87.26900,87.26900,-0.49000,-0.49000,2.27500,1.58760,-2.70190,57.68100,-58.83070,-58.83070,-73.01080,-73.01080,0.12500,0.38830,0.41550,216.59720,24.52970,23.74050,-9.12900,-14.41330,-1.85050,-0.3664,-0.3664
2023-03-31,32.43600,16.87400,15.56200,34.15400,49.15300,83.30700,-67.74500,-7.98400,-75.72900,,-75.72900,-75.72900,-75.72900,-66.79600,-67.74500,79.26900,79.26900,-0.96000,-0.96000,2.56000,1.71430,-2.40000,47.97760,-208.85740,-208.85740,-233.47210,-233.47210,0.08060,0.34150,0.31970,281.51500,38.53760,37.41980,-18.81810,-27.52670,-2.44140,-0.86710,-0.86710
2022-12-31,45.35200,14.20200,31.15000,29.02200,53.62100,82.64300,-51.49300,-7.37700,-58.87000,,-58.87000,-58.87000,-58.87000,-50.44300,-51.49300,77.63000,77.63000,-0.76000,-0.76000,2.74870,1.41190,-3.42790,68.68500,-113.54070,-113.54070,-129.80680,-129.80680,0.09430,0.36610,0.41240,218.22100,42.84010,41.06760,-12.24300,-17.64480,-1.74270,-1.2903,-1.2914
2022-09-30,45.42400,35.23400,10.19000,45.80800,44.83100,90.63900,-80.44900,-6.20100,-86.65000,,-86.65000,-86.65000,-86.65000,-79.45400,-80.44900,77.74700,77.74700,-1.11000,-1.11000,2.61660,1.26020,-4.84380,22.43310,-177.10680,-177.10680,-190.75820,-190.75820,0.08250,1.27110,0.49810,180.66970,89.20760,84.02100,-15.72860,-23.20800,-1.24900,-0.4738,-0.4796
2022-06-30,60.15100,11.27700,48.87400,41.61100,51.27600,92.88700,-44.01300,-6.13700,-50.15000,,-50.15000,-50.15000,-50.15000,-43.12600,-44.01300,77.55500,77.55500,-0.65000,-0.65000,3.17420,1.05680,-18.60290,81.25220,-73.17090,-73.17090,-83.37350,-83.37350,0.11020,0.35520,0.51980,173.13080,221.61820,191.47050,-9.18490,-12.58990,-0.29120,-0.6424,-0.6538
