Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,241.86800,111.93600,129.93200,111.97600,111.97600,17.95600,-0.11500,17.84100,4.81600,13.02500,13.02500,13.02500,45.07300,45.95400,0.28000,0.28000,,0.11450,18.69540,13.64880,0.00760,1.29250,1.36360,0.10330,1.29250,22.31920,4.1208,4.4404
2024-06-30,232.60700,107.12800,125.47900,89.25100,89.25100,36.22800,-0.17000,36.05800,9.09500,26.96300,26.96300,26.96300,44.97500,45.52500,0.60000,0.59000,,0.12250,31.70940,23.71120,0.00960,2.80560,2.96450,0.22720,2.80560,21.35480,1.8475,1.9785
2024-03-31,218.51700,102.30900,116.20800,95.02800,95.02800,21.18000,0.92700,22.10700,-5.47900,27.58600,27.58600,27.58600,44.76200,45.64100,0.62000,0.60000,,0.12960,22.14150,27.62910,0.00870,2.97350,3.14060,0.23980,2.97350,20.64390,1.99150,1.53800
2023-12-31,216.64310,96.96000,119.68310,87.62400,87.62400,32.05910,-14.57500,17.48400,1.32100,16.16300,16.16300,16.16300,44.35400,45.09500,0.37000,0.36000,,0.02590,15.79580,14.60230,0.00980,1.79060,1.89250,0.14340,1.79060,20.23100,3.8136,3.7445
2023-09-30,218.50200,91.20100,127.30100,84.54100,84.54100,42.76000,,42.76000,2.96700,39.79300,39.79300,39.79300,44.40900,45.26900,0.89000,0.88000,,0.03040,36.54010,34.00470,0.01070,4.67950,4.95410,0.36340,4.67950,19.11800,3.3584,3.1818
2023-06-30,193.86800,85.41000,108.45800,89.48500,89.48500,18.97300,,18.97300,1.42900,17.54400,17.54400,17.54400,44.32700,44.83500,0.40000,0.39000,,0.03400,19.88160,18.38420,0.00880,2.10740,2.18900,0.16220,2.10740,18.77000,3.0543,2.9072
2023-03-31,170.99500,69.39900,101.59600,97.91400,97.91400,3.68200,-0.06900,3.61300,3.21500,0.39800,0.39800,0.39800,44.15700,44.96500,0.01000,0.01000,,0.03740,4.37540,0.48200,0.00800,0.04840,0.05020,0.00380,0.04840,18.57730,3.52400,3.29260
2022-12-31,155.68100,50.70800,104.97300,95.81000,95.81000,9.16300,-8.44600,0.71700,-1.07500,1.79200,1.79200,1.79200,43.86200,44.90600,0.04000,0.04000,,0.10260,0.84050,2.10080,0.00870,0.22100,0.22840,0.01820,0.22100,18.40710,0.5771,0.4296
2022-09-30,173.55800,31.94800,141.61000,89.49600,89.49600,52.11400,-7.72100,44.39300,1.52500,42.86800,42.86800,42.86800,43.91500,44.79700,0.97000,0.96000,,0.04440,34.83420,33.63750,0.01370,5.34400,5.54500,0.46020,5.34400,18.23900,0.4614,0.2982
2022-06-30,227.77600,19.31300,208.46300,86.09600,86.09600,122.36700,-0.05000,122.31700,25.27800,97.03900,97.03900,97.03900,43.82500,44.80300,2.22000,2.16000,,0.10890,60.19660,47.75640,0.02230,12.25760,12.71810,1.06390,12.25760,18.05220,-1.7253,-1.9123
