,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-3.77,$-2.93
1,2024-08-12,2024-06-30,$-1.25,$-3.10
2,2024-05-09,2024-03-31,$-9.25,$-5.75
3,2024-03-28,2023-12-31,$-15.25,$-14.00
4,2023-11-01,2023-09-30,$-15.75,$-16.50
5,2023-08-08,2023-06-30,$-16.25,$-17.00
6,2023-05-08,2023-03-31,$-10.00,$-18.00
7,2023-02-08,2022-12-31,$-15.25,$-18.00
8,2022-11-08,2022-09-30,$-19.50,$-20.50
9,2022-08-08,2022-06-30,$-22.75,$-7.75
10,2022-05-05,2022-03-31,$-24.50,$-21.75
11,2022-02-28,2021-12-31,$-15.00,$-24.00
12,2021-11-04,2021-09-30,$-23.00,$-22.50
13,2021-08-09,2021-06-30,$-22.00,$-22.75
14,2021-05-04,2021-03-31,$-23.25,$-21.50
15,2021-03-01,2020-12-31,$-18.25,$-23.75
16,2020-11-09,2020-09-30,$-27.50,$-23.00
17,2020-08-05,2020-06-30,$-30.25,$-28.50
18,2020-05-06,2020-03-31,$-34.00,$-30.00
19,2020-02-27,2019-12-31,$-32.50,$-34.00
20,2019-11-07,2019-09-30,$-35.00,$-32.75
21,2019-08-08,2019-06-30,$-36.25,$-40.00
22,2019-05-09,2019-03-31,$-37.00,$-36.00
23,2019-02-26,2018-12-31,$-32.75,$-43.75
24,2018-11-06,2018-09-30,$-29.50,$-32.25
25,2018-08-01,2018-06-30,$-24.25,$-28.75
26,2018-05-08,2018-03-31,$-23.25,$-26.25
27,2018-02-27,2017-12-31,$-28.75,$-28.75
28,2017-11-09,2017-09-30,$-25.75,$-25.50
29,2017-08-07,2017-06-30,$-22.75,$-23.50
30,2017-05-04,2017-03-31,$-19.25,$-22.00
31,2017-03-09,2016-12-31,$-22.75,$-15.75
32,2016-11-04,2016-09-30,$-19.75,$-22.00
33,2016-08-08,2016-06-30,$-15.50,$-16.50
34,2016-05-05,2016-03-31,$-17.00,$-14.50
35,2016-03-03,2015-12-31,$-14.00,$-18.75
36,2015-11-05,2015-09-30,$-13.25,$-10.75
37,2015-08-06,2015-06-30,$-10.50,$-10.75
38,2015-05-07,2015-03-31,$-9.00,$-10.50
39,2015-02-26,2014-12-31,$-6.50,$-16.75
