Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3082.00000,2425.00000,657.00000,142.00000,377.00000,280.00000,-53.00000,227.00000,42.00000,185.00000,193.00000,6.00000,197.00000,430.00000,280.00000,302.40600,305.21900,0.65000,0.65000,1.09430,0.44210,0.85940,21.31730,9.08500,9.08500,7.36530,6.39200,0.16370,1.75090,1.16080,77.53080,2.85710,14.05680,1.02530,1.59400,22.51350,1.9281,1.5263
2024-06-30,2959.00000,2357.00000,602.00000,139.00000,351.00000,251.00000,-51.00000,200.00000,49.00000,151.00000,159.00000,,158.00000,403.00000,251.00000,309.26900,311.96400,0.51000,0.51000,1.17650,0.44140,0.82960,20.34470,8.48260,8.48260,6.75900,5.33960,0.15610,1.65290,1.09150,82.45690,2.27700,9.73070,0.83860,1.27200,22.82330,0.7395,0.3913
2024-03-31,2874.00000,2283.00000,591.00000,211.00000,395.00000,196.00000,-95.00000,101.00000,27.00000,74.00000,79.00000,3607.00000,3685.00000,363.00000,196.00000,314.95000,317.38500,11.70000,11.61000,1.21170,0.42800,0.78620,20.56370,6.81980,6.81980,3.51430,128.21850,0.14440,1.52400,0.94230,95.51150,1.07090,4.01630,0.39700,0.61260,23.56750,-3.92900,-4.41420
2023-12-31,4870.00000,3909.00000,961.00000,153.00000,500.00000,461.00000,-127.00000,334.00000,16.00000,318.00000,325.00000,,154.00000,638.00000,461.00000,314.77500,317.02200,0.50000,0.48000,0.78950,0.66170,2.23330,19.73310,9.46610,9.46610,6.85830,3.16220,0.25230,2.55320,2.36750,38.01440,8.47020,-19.56650,1.68370,2.86570,12.15430,2.3247,1.6443
2023-09-30,3111.00000,2512.00000,599.00000,133.00000,314.00000,285.00000,-110.00000,175.00000,45.00000,130.00000,133.00000,71.00000,203.00000,458.00000,285.00000,314.98300,317.29600,0.64000,0.64000,0.80540,0.65120,2.39300,19.25430,9.16100,9.16100,5.62520,6.52520,0.15610,1.48820,1.51090,59.56610,3.31840,-8.69850,0.66730,1.15740,12.71440,2.4126,1.7155
2023-06-30,3067.00000,2506.00000,561.00000,157.00000,301.00000,260.00000,-109.00000,151.00000,29.00000,122.00000,125.00000,48.00000,173.00000,430.00000,260.00000,314.56100,316.86700,0.55000,0.55000,0.78470,0.65780,2.49730,18.29150,8.47730,8.47730,4.92340,5.64070,0.15210,1.26440,1.33870,67.22860,3.20100,-7.22540,0.61970,1.09530,12.39940,2.0077,1.1721
2023-03-31,2981.00000,2432.00000,549.00000,115.00000,282.00000,267.00000,-113.00000,154.00000,33.00000,121.00000,128.00000,52.00000,177.00000,433.00000,267.00000,314.23600,316.66700,0.56000,0.56000,0.76270,0.66380,2.61000,18.41660,8.95670,8.95670,5.16610,5.93760,0.14820,1.11000,1.16400,77.31970,3.45200,-6.61160,0.63650,1.16050,11.79060,-0.86840,-1.95160
2022-12-31,3548.00000,3030.00000,518.00000,120.00000,330.00000,188.00000,-112.00000,76.00000,20.00000,56.00000,56.00000,,55.00000,350.00000,188.00000,316.43300,320.00800,0.18000,0.19000,0.78320,0.68130,2.53700,14.59980,5.29880,5.29880,2.14210,1.55020,0.17820,1.39050,1.36780,65.80050,1.58780,-2.63530,0.28130,0.50600,11.22860,1.6471,0.4682
2022-09-30,3951.00000,3275.00000,676.00000,159.00000,153.00000,523.00000,-79.00000,444.00000,38.00000,406.00000,394.00000,,392.00000,680.00000,523.00000,314.05400,317.06100,1.25000,1.24000,0.93910,0.70210,2.48890,17.10960,13.23720,13.23720,11.23770,9.92150,0.19700,1.48800,1.37330,65.53530,11.10170,-19.89900,1.96480,3.30760,11.30770,0.549,-0.8478
2022-06-30,4134.00000,3445.00000,689.00000,161.00000,796.00000,-107.00000,-70.00000,-177.00000,1.00000,-178.00000,-165.00000,,-174.00000,61.00000,-107.00000,317.00600,317.00600,-0.55000,-0.55000,1.00150,0.71460,2.57510,16.66670,-2.58830,-2.58830,-4.28160,-4.20900,0.19760,1.39300,1.31700,68.33820,-4.67030,7.20210,-0.78850,-1.33280,11.23490,1.2114,-0.2614
