Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,36.81500,29.90430,6.91070,4.50490,4.50490,2.40580,-0.08010,2.32570,0.65090,1.67480,1.67480,1.67480,3.25070,2.40580,12.29100,12.41400,0.14000,0.13000,6.40450,,18.77150,6.53490,6.53490,6.31730,4.54920,0.44590,1.39200,4.48110,20.08450,2.39190,2.40910,2.02860,2.39190,5.67700,0.286,0.2389
2021-09-30,45.71120,35.60660,10.10460,4.49250,4.49250,5.61210,-0.12030,5.49180,1.05030,4.44140,4.44140,4.44140,6.27080,5.61210,11.33400,11.51300,0.39000,0.39000,5.30540,,22.10530,12.27730,12.27730,12.01400,9.71630,0.59510,1.73180,3.40690,26.41690,7.12560,7.12560,5.78200,7.12560,5.49950,1.897,1.8126
2021-06-30,29.88870,24.25780,5.63090,3.31470,3.31470,2.31620,0.03630,2.35250,0.41780,1.93470,1.93470,1.93470,2.89360,2.31620,11.33400,11.35500,0.17000,0.17000,5.58240,,18.83970,7.74950,7.74950,7.87080,6.47300,0.41800,0.77500,1.49650,60.14080,3.32750,3.32750,2.70580,3.32750,5.12990,-1.00900,-1.06420
2021-03-31,23.75640,19.10220,4.65420,3.50330,3.50320,1.15090,-0.01800,1.13290,0.45150,0.68140,0.68140,0.68140,2.47340,1.15090,11.32500,11.32500,0.06000,0.06000,4.36040,0.01090,19.59140,4.84480,4.84480,4.76890,2.86840,0.32430,0.76300,1.91380,47.02610,1.20840,1.20840,0.93030,1.20840,4.97590,-0.4592,-0.4891
2020-12-31,20.66390,18.25310,2.41090,2.36260,2.36260,0.04830,0.06640,0.11460,0.02030,0.09430,0.09430,0.09430,0.44900,0.04830,11.32500,11.33300,0.01000,0.01000,4.53670,0.01430,11.66700,0.23350,0.23350,0.55460,0.45650,0.28540,0.95000,2.00870,44.80460,0.16670,0.16670,0.13030,0.16670,4.99600,0.1757,0.1647
2020-09-30,27.08630,21.20360,5.88280,2.85370,2.85370,3.02910,0.06290,3.09200,0.53190,2.56010,2.56010,2.56010,3.44630,3.02910,11.32500,11.33000,0.23000,0.23000,5.42470,0.01630,21.71850,11.18300,11.18300,11.41530,9.45160,0.38590,2.05760,1.35950,66.20300,4.48860,4.48860,3.64750,4.48860,5.03620,0.8191,0.7959
2020-06-30,18.70680,15.65520,3.05160,1.89300,1.89300,1.15860,-0.00270,1.15590,0.34200,0.81390,0.81390,0.81390,1.57060,1.15860,11.32500,11.33000,0.07000,0.07000,6.75750,,16.31270,6.19340,6.19340,6.17880,4.35060,0.28610,0.86600,1.17890,76.34070,1.47860,1.47860,1.24490,1.47860,4.86010,-0.66790,-0.68250
2020-03-31,14.43910,13.18430,1.25480,1.99000,1.99010,-0.73530,-0.02650,-0.75270,-0.01090,-0.74180,-0.74180,-0.74590,-0.32700,-0.73530,11.32500,11.44300,-0.07000,-0.06000,5.43560,0.00000,8.69000,-5.09230,-5.09230,-5.21310,-5.16550,0.21400,0.58250,2.70610,33.25820,-1.35490,-1.35490,-1.09940,-1.35490,4.83450,0.0819,0.0008
2019-12-31,25.44670,20.53290,4.91380,2.59070,2.59070,2.32320,0.00590,2.32910,0.25580,2.07330,2.07330,2.07330,2.70660,2.32320,11.32500,11.45100,0.18000,0.18000,6.42690,0.00070,19.31020,9.12950,9.12950,9.15280,8.14750,0.37900,1.45290,2.54370,35.38090,3.70400,3.70400,3.08790,3.70400,4.94250,0.4035,0.3411
2019-09-30,30.61110,23.30880,7.30240,3.11390,3.11380,4.18850,-0.00510,4.18340,0.59470,3.58870,3.58870,3.59270,4.57460,4.18850,11.32500,11.50700,0.32000,0.31000,8.86890,0.00030,23.85530,13.68290,13.68290,13.66640,11.73670,0.48790,1.78600,2.13960,42.06470,6.58900,6.58900,5.72040,6.58900,4.80930,0.8508,0.7053
2019-06-30,22.52730,18.01460,4.51270,2.62370,2.62370,1.88900,0.00450,1.88450,0.33500,1.54950,1.54950,1.54950,2.22770,1.88900,11.32500,11.47200,0.14000,0.14000,7.41340,0.00130,20.03210,8.38550,8.38550,8.36530,6.87830,0.37190,0.88000,1.68060,53.55170,3.02360,3.02360,2.55810,3.02360,4.52500,-0.73210,-0.85190
2019-03-31,14.47900,11.91040,2.56860,2.77840,2.77840,-0.20980,0.00420,-0.20560,0.00990,-0.21550,-0.21550,-0.21550,0.08610,-0.20980,11.20000,11.33000,-0.01000,-0.01000,7.29660,0.01290,17.74020,-1.44890,-1.44890,-1.42010,-1.48820,0.24440,0.56520,3.60140,24.99020,-0.42870,-0.42870,-0.36370,-0.42870,4.43820,-0.184,-0.1903
2018-12-31,18.67720,15.47750,3.19960,2.17300,2.17310,1.02660,0.02090,1.04750,-0.57800,1.62550,1.62550,1.62620,1.33300,1.02660,11.32500,11.39300,0.14000,0.14000,6.95380,0.00040,17.13120,5.49660,5.49660,5.60840,8.70700,0.31030,1.27690,1.42130,63.32040,3.19670,3.19670,2.70050,3.19670,4.49000,0.2684,0.2678
2018-09-30,33.46440,25.11540,8.34900,2.29240,2.29240,6.05660,-0.00680,6.04980,1.46300,4.58680,4.58680,4.58680,6.39080,6.05660,11.32500,11.38000,0.41000,0.40000,6.96940,0.04330,24.94880,18.09860,18.09860,18.07820,13.70640,0.56820,2.87300,2.13320,42.19070,9.21220,9.21220,7.78840,9.21220,4.39650,1.7128,1.6944
2018-06-30,18.36310,13.70330,4.65980,5.18460,5.18460,-0.52480,0.00560,-0.51920,0.36600,-0.88520,-0.88520,-0.88520,-0.20550,-0.52480,10.82200,10.82200,-0.08000,-0.08000,4.85900,0.15680,25.37590,-2.85810,-2.85810,-2.82770,-4.82080,0.32240,0.68490,1.38690,64.89110,-1.96680,-1.96680,-1.55440,-1.96680,3.97430,-0.93440,-0.97890
2018-03-31,8.85230,6.71840,2.13390,1.68590,1.68590,0.44800,-0.04190,0.41530,,-0.98470,-0.98470,-0.98070,0.76570,0.44800,9.73600,9.73600,-0.13000,-0.13000,4.65080,0.02880,24.10600,5.06100,5.06100,4.69170,-11.07830,0.20460,0.33110,1.67120,53.85500,-2.89130,-2.89130,-2.27570,-2.89130,3.44180,-0.5722,-0.587
2017-12-31,11.54380,7.79140,3.75240,1.55740,1.55750,2.19490,0.01220,2.20720,,2.20720,2.20720,2.20720,2.50590,2.19490,9.68400,9.68400,0.23000,0.23000,8.29420,0.02710,32.50550,19.01380,19.01380,19.11990,19.12010,0.29640,1.15910,1.68620,53.37330,6.30120,6.30120,5.66750,6.30120,3.53990,0.924,0.9187
2017-09-30,27.54950,20.33460,7.21480,1.45810,1.45810,5.75670,0.00460,5.75210,,5.75210,5.75210,5.75210,6.05730,5.75670,9.57700,9.57700,0.60000,0.60000,7.27280,0.01070,26.18870,20.89600,20.89600,20.87930,20.87930,0.74370,3.75710,1.45240,61.96480,17.49740,17.49740,15.52810,17.49740,3.32230,0.6343,0.5841
2017-06-30,21.35020,16.49760,4.85250,1.41760,1.41760,3.43500,-0.00630,3.42870,,3.42870,3.42870,3.43150,3.72280,3.43500,9.31500,9.31500,0.37000,0.37000,,,22.72840,16.08880,16.08880,16.05920,16.07240,,,,,,,,,,-0.45570,-0.47560
2017-03-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-0.7448,-0.7023
2016-12-31,12.61580,8.87380,3.74190,1.34790,1.34800,2.39400,-0.00400,2.39000,,2.39000,2.39000,2.39890,2.73280,2.39400,8.78800,8.78800,0.27000,0.27000,,,29.66080,18.97620,18.97620,18.94420,19.01500,,,,,,,,,,0.5881,0.5767
2016-09-30,18.81640,15.08380,3.73250,1.00040,1.00050,2.73210,-0.00600,2.72610,,2.72610,2.72610,2.73460,2.73210,2.73210,8.78800,8.78800,0.31000,0.31000,,,19.83660,14.51980,14.51980,14.48810,14.53310,,,,,,,,,,0.1567,0.1256
