Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.0508,0.0508
2021-06-30,0.19410,,0.19410,,0.37460,,,-0.18050,0.23070,0.05020,,0.05020,0.05020,0.05020,-0.18050,-0.18050,19.34200,19.34200,0.00400,0.00400,3.15640,,100.00000,-92.99860,-92.99860,25.83920,25.83920,0.05570,,,,2.10490,2.10490,1.43800,2.10490,0.12320,0.0053,0.0053
2021-03-31,0.02290,,0.02290,,0.24000,-1.45990,,-1.67700,,-1.67700,,-1.67700,-1.67700,-1.67700,-1.67700,-1.67700,16.19200,16.19200,-0.11000,-0.11000,2.74700,,100.00000,-7326.55800,-7326.55800,-7326.55800,-7326.55800,0.00630,,,,-72.69860,-72.69860,-46.23410,-72.69860,0.11930,-0.05610,-0.05610
2020-12-31,,,,,,,,-0.38720,,-0.38720,,,,-0.38720,,,16.19200,16.19200,-0.02000,-0.02000,1.04340,,,,,,,,,,,,,,,0.00560,-0.0053,-0.0053
2020-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.105,0.105
2020-06-30,0.07410,,0.07410,,0.15630,,,-0.08230,,-0.08230,,-0.08230,-0.08230,-0.08230,-0.08230,-0.08230,16.19200,16.19200,-0.00500,-0.00500,1.30670,2.00830,100.00000,-111.02700,-111.02700,-111.02700,-111.02700,0.11750,,0.39240,229.38450,-55.57560,-55.57540,-13.04410,-55.57540,0.00910,-0.058,-0.0275
2020-03-31,,,,,0.14770,,,-0.14770,,-0.14770,,-0.14770,-0.14770,-0.14770,-0.14770,-0.14770,16.19200,16.19200,-0.00900,-0.00900,0.74800,,,,,,,,,,,-94.31200,-94.31030,-9.87450,-94.31030,0.00970,-0.04700,-0.07750
2019-12-31,0.38340,,0.38340,,,,,0.38340,,0.22440,,,,0.22440,0.38340,,16.19200,16.19200,0.01000,0.01000,0.89070,0.87260,100.00000,100.00000,,58.53750,58.53750,0.22010,,0.31800,282.99690,,,,,0.02130,-0.0226,-0.0226
2019-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.0096,0.0096
2019-06-30,,,,,0.09010,,,-0.09010,,-0.09010,,-0.09010,-0.09010,-0.09010,-0.09010,-0.09010,67.35700,67.35700,-0.00100,-0.00100,0.00510,,,,,,,,,,,1.00120,1.00120,-196.20570,1.00120,-0.66820,0.0003,0.0003
