Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,0.05950,,0.05950,,0.11290,,,-0.05330,-0.02040,-0.07380,,-0.07380,-0.07380,-0.07380,-0.05330,-0.05330,67.35720,67.35720,0.00000,0.00000,0.00100,-0.86170,100.00000,-89.59430,-89.59430,-123.86810,-123.86810,6.51040,,,,0.82580,0.82580,-806.42900,0.82580,-0.13260,-0.00990,-0.00990
2018-12-31,0.14450,,0.14450,,,,,0.14450,,0.00110,,,,0.00110,0.14450,,43.56300,43.56300,0.00000,0.00000,0.02850,-0.70350,,100.00000,,0.74590,0.74590,0.47540,,,,,,,,-0.77030,0,0
2018-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.0725,0.0758
2018-06-30,0.00100,0.00250,-0.00150,0.53030,1.27550,,2.00100,-2.00250,-0.03530,-2.04000,,-2.04000,-2.04000,-2.04000,-1.80730,-2.00250,67.12570,67.15700,-0.03000,-0.03000,0.17240,-0.85080,,,,,,0.00050,,0.00330,27560.52000,26.76930,26.76920,-101.79910,26.76930,-0.56570,-0.0283,-0.029
2018-03-31,0.04720,0.00120,0.04600,0.14710,1.44100,,1.76730,-1.72130,-0.02510,-1.74630,,-1.74630,-1.74630,-1.74630,-1.34170,-1.72130,67.00700,67.00700,-0.03000,-0.03000,0.10470,-0.81130,97.42390,-3643.50500,-3643.50500,-3696.53100,-3696.53100,0.03410,,,,25.35480,25.35480,-125.99780,25.35480,-0.51390,-0.04420,-0.04680
2017-12-31,0.06110,0.01010,0.05100,0.26360,,,,0.06110,,-1.87930,,,,-1.87930,0.06110,,13.40140,13.40140,-0.15000,-0.15000,0.06610,-0.72640,83.52000,100.00000,,-3076.45500,-3076.45500,0.06920,,,,,,,,-0.36770,-0.0987,-0.0987
2017-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.4994,0.5008
2017-06-30,0.02850,0.00640,0.02210,0.44270,1.39320,,2.03590,-2.01380,0.00010,-2.01370,,-2.01370,-2.01370,-2.01370,-1.81390,-2.01380,13.40140,13.40140,-0.15000,-0.15000,0.42020,-5.99560,77.59210,-7070.66400,-7070.66400,-7070.36300,-7070.36300,0.01150,1.56080,0.05230,1720.31400,1224.88200,1224.89100,-81.34900,1224.89200,-0.01230,-0.0972,-0.0983
2017-03-31,0.00750,0.00040,0.00710,0.65440,1.98350,-2.98520,5.96800,-5.96090,0.00590,-5.95500,0.09540,-6.05040,-6.05040,-6.05040,-5.26680,-5.96090,13.39920,13.39920,-0.45000,-0.45000,1.24880,0.06810,94.79600,-79744.44000,-79744.44000,-79665.89000,-80942.41000,0.00240,0.07010,0.01480,6066.24100,-328.07540,-328.07520,-196.79480,-328.07520,0.13760,-0.40220,-0.40250
2016-12-31,0.01000,0.00100,0.00900,0.69740,,,,0.01000,,-2.80300,,,,-2.80300,0.01000,,13.05960,13.05960,-0.20000,-0.20000,1.23010,0.02330,89.94780,100.00000,,-28120.01000,-28120.01000,0.00120,0.23930,0.02090,4304.73200,,,,,0.42230,-0.2345,-0.2345
2016-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.6448,0.6805
2016-06-30,0.00570,0.00130,0.00440,0.51980,1.60220,-1.26470,3.84250,-3.83810,-0.02680,-3.86480,-0.01220,-3.85270,-3.85270,-3.85270,-3.38230,-3.83810,9.11960,9.11960,-0.40000,-0.40000,0.19390,,77.66090,-67299.04000,-67299.04000,-67768.65000,-67554.85000,0.00070,0.03920,,,-86.53120,307.86870,-46.68550,-86.53130,0.34780,-0.4023,-0.4223
2016-03-31,0.00740,0.00160,0.00580,0.62580,1.21290,,2.29580,-2.29000,-0.45690,-2.74690,-0.02140,-2.72550,-2.72550,-2.72550,-1.38950,-2.29000,17.74420,17.74420,-0.15000,-0.15000,0.47840,,78.48600,-31122.63000,-31122.63000,-37331.61000,-37040.80000,0.00070,0.04690,,,-32.73210,-240.29100,-26.98420,-32.73210,0.65050,-0.24250,-0.25820
2015-12-31,0.00560,0.00130,0.00430,0.88850,1.48180,,2.81380,-2.80950,0.00240,-2.80710,0.00290,-2.81010,-2.81010,-2.80420,-3.37610,-2.80950,21.46670,21.46670,-0.15000,-0.15000,0.23190,0.78580,76.61180,-50313.96000,-50313.96000,-50271.25000,-50218.98000,0.00050,0.03570,,,-100.13420,62.34820,-24.23380,-100.13420,0.13070,0.0589,0.1161
2015-09-30,,-0.00790,0.00790,-0.69000,1.03000,,0.70000,-0.69210,0.02000,-2.17000,-0.05000,-2.12000,-1.21400,-1.21400,-0.17690,-0.69210,41.07700,41.07700,-0.05000,-0.05000,0.45970,,,,,,,,-0.20620,,,-22.05230,110.84790,-9.28550,-22.05230,0.25640,0.0532,0.049
2015-06-30,0.01820,0.01520,0.00300,0.42060,1.24100,,1.89970,-1.89670,-0.01940,-1.91610,,-1.91610,-1.91610,-1.91610,-1.65870,-1.89670,19.83000,19.83000,-0.10000,-0.10000,,,16.40730,-10429.01000,-10429.01000,-10535.77000,-10535.77000,,,,,,,,,,-0.0583,-0.1236
2015-03-31,0.02270,0.01160,0.01100,0.27080,0.66820,,1.16080,-1.14970,-0.01050,-1.16020,,-1.16020,-1.16020,-1.16020,-0.89300,-1.14970,19.83000,19.83000,-0.10000,-0.10000,,,48.59890,-5073.52700,-5073.52700,-5119.97200,-5119.97200,,,,,,,,,,-0.12250,-0.12430
2014-12-31,0.04550,0.00790,0.03760,,,,,0.04550,,-0.98730,,,,-0.98730,0.01060,,19.83000,19.83000,0.00000,0.00000,,,82.61510,100.00000,,-2169.56600,-2169.56600,,,,,,,,,,-0.0629,-0.0639
2014-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
