,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$0.21,$0.24
1,2024-07-31,2024-06-30,$0.17,$0.18
2,2024-05-01,2024-03-31,$0.14,$0.17
3,2024-02-28,2023-12-31,$0.14,$0.10
4,2023-11-01,2023-09-30,$0.14,$0.12
5,2023-08-02,2023-06-30,$0.11,$0.13
6,2023-05-03,2023-03-31,$0.07,$0.10
7,2023-02-22,2022-12-31,$0.09,$0.10
8,2022-11-02,2022-09-30,$0.03,$0.10
9,2022-08-03,2022-06-30,$-0.01,$0.01
10,2022-05-04,2022-03-31,$-0.08,$-0.07
11,2022-03-02,2021-12-31,$-0.07,$-0.05
12,2021-11-03,2021-09-30,$-0.16,$-0.13
13,2021-08-05,2021-06-30,$-0.23,$-0.18
14,2021-05-12,2021-03-31,$-0.21,$-0.21
15,2021-03-03,2020-12-31,$-0.25,$-0.28
16,2020-11-10,2020-09-30,$-0.26,$-0.21
17,2020-08-12,2020-06-30,$-0.20,$-0.38
18,2020-05-13,2020-03-31,$0.04,$-0.03
19,2020-02-26,2019-12-31,$0.10,$0.09
20,2019-11-13,2019-09-30,$0.11,$0.11
21,2019-08-07,2019-06-30,$0.10,$0.12
22,2019-05-08,2019-03-31,$0.14,$-0.17
