Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18.15100,4.17900,13.97200,2.54700,20.01600,,22.56300,-8.59100,-1.66700,-10.25800,-10.25800,-10.25800,-10.25800,-5.00700,-8.59100,146.29600,146.29600,-0.07000,-0.07000,3.39560,0.56450,1.29740,76.97650,-47.33070,-47.33070,-56.51480,-56.51480,0.17670,2.25870,39.84570,-36.82380,-160.58250,-9.98410,-16.03590,0.19150,-0.0381,-0.0375
2024-06-30,17.92500,3.87700,14.04800,2.55800,19.66000,,22.28500,-8.23700,-2.57100,-10.80800,-10.80800,-10.80800,-10.80800,-7.91500,-8.23700,127.16800,127.16800,-0.08000,-0.08000,3.28050,0.49690,0.98850,78.37100,-45.95260,-45.95260,-60.29570,-60.29570,0.15470,1.76980,50.85190,-29.80700,-75.34330,-9.33000,-14.99720,0.24980,-0.1088,-0.1234
2024-03-31,14.81800,3.17500,11.64300,2.04000,20.55600,,22.66400,-11.02100,-2.59300,-13.61400,-13.61400,-13.61400,-13.61400,-8.56700,-11.02100,97.16600,97.16600,-0.14000,-0.14000,0.91190,1.18330,-6.46240,78.57340,-74.37580,-74.37580,-91.87480,-91.87480,0.16990,1.49780,60.08710,247.43670,48.76600,-15.61220,-45.36640,-0.05660,-0.15760,-0.16000
2023-12-31,14.66800,3.37400,11.29400,1.88900,16.25100,,18.16400,-6.87000,-2.26900,-9.13900,-9.13900,-9.13900,-9.13900,-4.38400,-6.87000,82.11300,82.11300,-0.09000,-0.09000,1.18750,0.88490,7.70220,76.99760,-46.83660,-46.83660,-62.30570,-62.30570,0.14800,1.91010,47.11690,-199.54210,49.77130,-9.22240,-22.95940,0.04760,-0.1457,-0.1747
2023-09-30,13.49100,3.22900,10.26200,1.93800,15.49600,,17.43400,-7.17200,-3.77700,-10.94900,-10.94900,-10.94900,-10.94900,-1.97900,-7.17200,79.70900,79.70900,-0.14000,-0.14000,0.88470,1.06150,-17.28910,76.06550,-53.16140,-53.16140,-81.15780,-81.15780,0.15550,2.33530,38.53900,757.20070,43.98430,-12.61610,-46.58360,-0.01640,-0.0468,-0.1174
2023-06-30,11.87200,3.23800,8.63400,2.91000,16.65100,,19.56100,-10.92700,-2.42900,-13.35600,-13.35600,-13.35600,-13.35600,-10.86600,-10.92700,78.50600,78.50600,-0.17000,-0.17000,0.90320,1.39590,-3.53320,72.72580,-92.04010,-92.04010,-112.50000,-112.50000,0.15290,2.88230,31.22560,190.99150,43.23030,-17.20620,-75.60710,-0.08900,0.0128,-0.068
2023-03-31,9.05600,3.16900,5.88700,3.25100,18.98900,,22.26000,-16.37300,-2.32900,-18.70200,-18.70200,-18.70200,-18.70200,-13.45100,-16.37300,77.76500,77.76500,-0.24000,-0.24000,1.57410,0.84650,5.52400,65.00660,-180.79730,-180.79730,-206.51500,-206.51500,0.11210,1.84780,48.70690,-411.03410,94.49270,-23.14800,-63.10990,0.05830,-0.09880,-0.19750
2022-12-31,9.60700,3.30600,6.30100,3.56500,16.62600,,20.19100,-13.89000,-6.44800,-20.33800,-20.33800,-20.33800,-20.33800,-12.21800,-13.89000,42.10300,42.10300,-0.31000,-0.31000,2.33520,0.54820,1.21580,65.58760,-144.58200,-144.58210,-211.69970,-211.69970,0.10340,1.89670,47.44980,-98.69950,481.71420,-21.89090,-44.59110,0.26550,-0.2516,-0.2962
2022-09-30,11.10700,3.63300,7.47400,2.97000,15.11400,,18.08400,-10.61000,-3.08900,-13.69900,-13.69900,-13.69900,-13.69900,-6.10900,-10.61000,40.44800,40.44800,-0.34000,-0.34000,0.64460,2.46840,-6.61870,67.29090,-95.52530,-95.52530,-123.33660,-123.33660,0.17570,2.49650,36.05020,471.88870,48.65220,-21.67630,-692.91860,-0.07050,-0.2382,-0.2569
2022-06-30,10.95000,3.98000,6.97000,3.36100,15.23500,,18.59600,-11.62600,-4.19800,-15.82400,-15.82400,-15.82400,-15.82400,-9.11200,-11.62600,39.23900,39.23900,-0.40000,-0.40000,1.06000,0.52840,2.65510,63.65300,-106.17350,-106.17350,-144.51140,-144.51140,0.14560,2.00840,44.81100,-206.28290,87.67730,-21.03440,-97.27670,0.19190,-0.1567,-0.1634
