Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,96.47400,23.25500,73.21900,3.61100,82.56400,-7.18400,93.35900,-20.14000,2.88900,-17.25100,0.00100,-17.25200,-17.25200,-17.25400,-20.14000,-20.14000,99.32700,99.32700,-0.17000,-0.17000,4.15510,75.89510,-20.87610,-20.87610,-17.88150,-17.88460,0.15180,0.37220,3.25050,27.68830,-3.34320,-5.01910,-2.71410,-3.34320,5.23590,0,0
2024-06-30,109.33000,25.47100,83.85900,4.08400,91.33800,-7.04000,102.46200,-18.60300,7.05700,-11.54600,0.21900,-11.76500,-11.76500,-10.77100,-18.60300,-18.60300,102.18200,102.18200,-0.11000,-0.11000,4.44740,76.70260,-17.01550,-17.01550,-10.56070,-9.85180,0.17200,0.43840,4.64660,19.36900,-2.26500,-3.31140,-1.85040,-2.26500,5.17040,0,0
2024-03-31,107.10800,23.87800,83.23000,3.86800,94.08000,-7.12500,105.07300,-21.84300,4.23300,-17.61000,-0.31700,-17.29300,-17.29300,-17.25600,-21.84300,-21.84300,107.05780,107.05780,-0.16000,-0.16000,5.04450,77.70660,-20.39340,-20.39340,-16.44140,-16.11080,0.16180,0.49320,4.33340,20.76900,-3.13500,-4.49430,-2.61180,-3.13500,5.23680,0.00000,
2023-12-31,152.68300,40.27400,112.40900,5.24400,125.57100,-8.97300,139.78810,-27.37910,-43.99100,-71.37000,-0.41000,-70.96000,-70.96000,-70.39400,-27.37910,-27.37910,109.79100,109.79100,-0.65000,-0.65000,4.82820,73.62250,-17.93200,-17.93200,-46.74390,-46.10470,0.21650,0.81210,5.45140,16.50950,-12.18900,-17.34070,-10.06410,-12.18900,5.40510,-0.1378,-0.1913
2023-09-30,98.42700,28.14200,70.28500,3.39100,90.94500,-7.67900,102.01500,-31.73000,4.69400,-27.03600,0.09000,-27.12600,-27.12600,-26.93800,-31.73000,-31.73000,108.66800,108.66800,-0.25000,-0.25000,5.78800,71.40830,-32.23710,-32.23710,-27.46810,-27.36850,0.12900,0.52230,3.93050,22.89800,-4.44440,-6.83350,-3.55520,-4.44440,5.68890,0,0
2023-06-30,118.40100,29.91400,88.48700,3.57600,95.49100,-8.04500,107.11200,-18.62500,3.50800,-15.11700,-0.15900,-14.95800,-14.95800,-15.27500,-18.62500,-18.62500,101.83340,101.83340,-0.15000,-0.15000,6.07950,74.73500,-15.73040,-15.73040,-12.76760,-12.90110,0.14560,0.54980,4.51070,19.95260,-2.26810,-3.44060,-1.83970,-2.26810,5.98940,0,0
2023-03-31,111.45000,28.63700,82.81300,3.52100,72.77500,-7.56000,83.85600,-1.04300,8.44800,7.40500,0.02700,7.37800,7.37800,7.28800,-1.04300,-1.04300,111.81250,118.65830,0.05000,0.05000,6.45210,74.30510,-0.93580,-0.93580,6.64420,6.53930,0.13280,0.51380,4.11180,21.88830,1.07640,1.60520,0.87890,1.07640,6.13010,0.00000,
2022-12-31,134.09400,38.29900,95.79500,3.19900,91.88500,-8.10300,103.18700,-7.39200,3.10300,-4.28900,-0.25000,-4.03900,-4.03900,-3.62600,-7.39200,-7.39200,118.63640,118.63640,-0.10000,-0.10000,5.96260,71.43870,-5.51260,-5.51260,-3.19850,-2.70410,0.15780,0.62410,4.60500,19.54380,-0.58990,-0.87720,-0.47520,-0.58990,6.12380,0.1665,0.1094
2022-09-30,120.60200,37.48200,83.12000,4.76300,106.74800,-8.96300,120.47400,-37.35400,8.24400,-29.11000,0.51400,-29.62400,-29.62400,-28.99800,-37.35400,-37.35400,112.86040,112.86040,-0.25000,-0.25000,5.46330,68.92090,-30.97300,-30.97300,-24.13730,-24.04440,0.14510,0.54610,4.00350,22.48020,-4.47760,-6.55260,-3.56410,-4.47760,5.91670,0,0
2022-06-30,142.09600,52.76900,89.32700,4.78400,115.47900,-10.41200,130.67500,-41.34800,2.05800,-39.29000,0.16300,-39.45300,-39.45300,-39.70100,-41.34800,-41.34800,123.75680,123.75680,-0.30000,-0.30000,5.46450,62.86390,-29.09870,-29.09870,-27.65030,-27.93960,0.14550,0.69860,4.23350,21.25920,-5.11660,-7.27070,-4.04020,-5.11660,6.45470,0,0
2022-03-31,140.54500,43.60200,96.94300,5.64900,128.22500,-11.65200,145.52600,-48.58300,2.58300,-46.00000,-0.03500,-45.96500,-45.96500,-45.89200,-48.58300,-48.58300,126.33760,126.33760,-0.35000,-0.35000,7.49690,68.97650,-34.56760,-34.56760,-32.72970,-32.65290,0.13340,0.47320,3.93120,22.89370,-5.34270,-7.49700,-4.36380,-5.34270,6.80970,0.00000,
2021-12-31,251.38900,87.68800,163.70100,7.04900,218.21610,-20.12100,245.38610,-81.68510,4.56200,-77.12300,0.21500,-77.33800,-77.33800,-77.03100,-81.68510,-81.68510,126.34170,126.34170,-0.65000,-0.65000,5.19140,65.11860,-32.49350,-32.49350,-30.67880,-30.64220,0.22030,0.80320,4.50200,19.99100,-8.69380,-12.15810,-6.77730,-8.69380,7.04130,-1.2674,-1.4431
2021-09-30,208.36900,66.85200,141.51700,5.55900,177.72800,-15.54700,198.83400,-57.31700,0.86400,-56.45300,-0.30800,-56.14500,-56.14500,-55.91600,-57.31700,-57.31700,126.32270,126.32270,-0.45000,-0.45000,5.38500,67.91650,-27.50750,-27.50750,-27.09280,-26.83510,0.17520,0.64060,3.00770,29.92340,-5.91840,-7.76170,-4.72130,-5.91840,7.50980,0,0
2021-06-30,236.19300,80.94700,155.24600,5.45400,194.98700,-18.28700,218.72800,-63.48200,2.71900,-60.76300,-0.17200,-60.59100,-60.59100,-60.39100,-63.48200,-63.48200,126.32270,126.32270,-0.50000,-0.50000,5.46870,65.72850,-26.87720,-26.87720,-25.72600,-25.56850,0.19030,0.82820,3.96620,22.69160,-6.14880,-8.03220,-4.88240,-6.14880,7.80070,0,0
2021-03-31,220.46800,69.12600,151.34200,4.23400,185.35100,-14.15200,203.73700,-52.39500,3.82600,-48.56900,0.12000,-48.68900,-48.68900,-48.43600,-52.39500,-52.39500,126.32270,126.32270,-0.40000,-0.40000,5.25080,68.64580,-23.76540,-23.76540,-22.03000,-21.96960,0.16990,0.59770,3.20200,28.10730,-4.80050,-6.22260,-3.75280,-4.80050,8.02910,0.00000,
