Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,,,,0.79600,1.34200,,-2.13800,0.03000,-2.10800,-2.10800,-2.10800,-2.10800,-2.08300,-2.13800,26.70200,26.70200,-0.08000,-0.08000,7.26000,,,,,,,,,,,-19.66970,-22.25270,-16.66010,-19.66970,0.40130,-0.0558,-0.0557
2019-06-30,,,,0.86400,1.58300,,-2.44700,0.02100,-2.42600,-2.42600,-2.42600,-2.42600,-2.38700,-2.44700,26.70000,26.70000,-0.09000,-0.09000,8.45300,,,,,,,,,,,-19.09630,-21.71110,-17.03650,-19.09640,0.47580,-0.0729,-0.073
2019-03-31,,0.00100,-0.00100,0.90200,1.47400,2.37600,-2.37700,0.04800,-2.32900,-2.32900,-2.32900,-2.32900,-2.30700,-2.37700,26.69700,26.69700,-0.09000,-0.09000,9.28980,,,,,,,,,,,-15.61410,-17.84130,-14.12460,-15.61410,0.55870,-0.07570,-0.07620
2018-12-31,,0.00300,-0.00300,0.91900,1.66600,2.58500,-2.58800,0.04700,-2.54100,-2.54100,-2.54100,-2.54100,-2.58400,-2.58800,22.85600,22.85600,-0.09000,-0.09000,10.02510,,,,,,,,,,,-15.02750,-16.77230,-13.63420,-15.02750,0.63340,-0.1194,-0.1218
2018-09-30,,0.00900,-0.00900,0.98000,1.32600,2.30600,-2.31500,0.02300,-2.29200,-2.29200,-2.29200,-2.29200,-2.21500,-2.31500,25.55600,25.55600,-0.09000,-0.09000,11.74920,,,,,,,,,,,-11.85720,-13.17170,-10.91740,-11.85720,0.72500,-0.033,-0.0338
2018-06-30,,0.02000,-0.02000,1.01900,1.35100,2.37000,-2.39000,0.00100,-2.38900,-2.38900,-2.38900,-2.38900,-2.30200,-2.39000,21.36300,21.36300,-0.11000,-0.11000,6.44290,,,,,,,,,,,-24.09240,-29.95610,-20.88290,-24.09240,0.46300,-0.1094,-0.1102
2018-03-31,0.53000,0.39500,0.13500,1.13400,1.27900,2.41300,-2.27800,,-2.27800,-2.27800,-2.27800,-2.27800,-2.19900,-2.27800,17.71700,17.71700,-0.13000,-0.13000,5.65170,,,25.47170,-429.81140,-429.81140,-429.81140,-429.81140,0.03670,1.54070,58.41510,-18.77060,-22.26130,-15.79090,-18.77060,0.56810,-0.10500,-0.10510
2017-12-31,0.18000,0.11400,0.06600,1.06800,1.59100,2.65900,-2.59300,0.00000,-2.59300,-2.59300,-2.59300,-2.59300,-2.50500,-2.59300,15.42100,15.42100,-0.17000,-0.17000,1.17140,,,36.66670,-1440.55600,-1440.55600,-1440.55600,-1440.55600,0.04330,,,-106.62010,-450.17390,-62.31680,-106.62010,0.15580,-0.1461,-0.1465
2017-09-30,,0.01500,-0.01500,1.32900,1.13100,2.46000,-2.47500,0.00300,-2.47200,-2.47200,-2.47200,-2.47200,-2.40100,-2.47500,15.60400,15.60400,-0.16000,-0.16000,2.76920,,,,,,,,,,,-50.90610,-81.85430,-37.38660,-50.90610,0.31120,-0.1183,-0.1203
2017-06-30,,,,1.14100,1.11000,,-2.25100,0.01500,-2.23600,-2.23600,-2.23600,-2.23600,-2.18400,-2.25100,15.60100,15.60100,-0.14000,-0.14000,5.32130,,,,,,,,,,,-31.14640,-41.70860,-25.93670,-31.14640,0.46010,-0.1186,-0.1204
2017-03-31,0.36000,0.25100,0.10900,1.17400,1.32800,2.50200,-2.39300,0.01400,-2.37900,-2.37900,-2.37900,-2.37900,-2.32500,-2.39300,14.86300,14.86300,-0.16000,-0.16000,8.12450,,,30.27780,-664.72210,-664.72210,-660.83320,-660.83330,0.03410,1.12850,79.75000,-25.71340,-31.89010,-22.50500,-25.71340,0.59300,-0.15250,-0.15440
2016-12-31,0.36100,0.43800,-0.07700,1.06400,1.16800,2.23200,-2.30900,0.00200,-2.30700,-2.30700,-2.30700,-2.30700,-2.34600,-2.30900,12.92900,12.92900,-0.17000,-0.17000,1.12320,,,-21.32960,-639.61220,-639.61220,-639.05840,-639.05840,0.08420,3.50490,25.67870,-102.80750,-453.24210,-53.82640,-102.80750,0.17280,-0.1754,-0.1725
2016-09-30,0.26000,0.04700,0.21300,1.22600,2.84000,4.06600,-3.85300,0.00700,-3.84600,-3.84600,-3.84600,-3.84600,-3.76800,-3.85300,12.95700,12.95700,-0.30000,-0.30000,2.38450,,,81.92310,-1481.92300,-1481.92300,-1479.23100,-1479.23100,0.04260,,,-88.45450,-145.07730,-62.98720,-88.45450,0.33520,-0.1159,-0.1247
2016-06-30,,,,1.21600,1.22600,,-2.44200,0.01100,-2.43100,-2.43100,-2.43100,-2.43100,-2.32400,-2.44200,12.91700,12.91700,-0.19000,-0.19000,4.44880,,,,,,,,,,,-30.45220,-51.64650,-26.10890,-30.45220,0.61610,-0.1678,-0.1717
2016-03-31,,,,1.32500,1.27600,,-2.60100,0.01200,-2.58900,-2.58900,-2.58900,-2.58900,-2.55900,-2.60100,12.86900,12.86900,-0.20000,-0.20000,7.07200,,,,,,,,,,,-25.37240,-36.84880,-22.82470,-25.37240,0.79210,-0.21160,-0.21240
2015-12-31,,,,0.83000,1.75200,,-2.63200,0.01300,-2.55800,-2.55800,-2.55800,-2.55800,-2.59100,-2.57100,12.46200,12.46200,-0.20000,-0.20000,6.88920,,,,,,,,,,,-20.33710,-26.37930,-18.01160,-20.33710,0.97740,-0.1277,-0.1287
2015-09-30,,,,0.81500,1.15400,,-1.96900,0.00800,-1.96100,-1.96100,-1.96100,-1.96100,-1.92200,-1.96900,12.81100,12.81100,-0.15000,-0.15000,9.63960,,,,,,,,,,,-13.18940,-16.87610,-12.01370,-13.18940,1.15980,-0.1277,-0.1282
2015-06-30,,,,0.71400,1.09600,,-1.81000,0.01400,-1.79600,-1.79600,-1.79600,-1.79600,-1.75400,-1.81000,12.80000,12.80000,-0.14000,-0.14000,11.80300,,,,,,,,,,,-10.84480,-13.21750,-9.96170,-10.84480,1.29270,-0.0855,-0.0864
2015-03-31,,,,0.57300,1.01900,,-1.59200,0.00900,-1.58300,-1.58300,-1.58300,-1.58300,-1.53600,-1.59200,11.36300,11.36300,-0.14000,-0.14000,18.35700,,,,,,,,,,,-8.77060,-10.31670,-8.22680,-8.77060,1.41110,-0.16150,-0.16300
2014-12-31,,,,0.38100,1.92300,,-2.30400,0.00100,-2.30300,-2.30300,-2.30300,-2.30300,-2.24200,-2.30400,9.50700,9.50700,-0.24000,-0.24000,1.58220,,,,,,,,,,,-77.83040,-392.33380,-50.07610,-77.83040,0.30570,-0.1308,-0.131
2014-09-30,,,,0.67300,1.04900,,-1.72200,0.00100,-1.72100,-1.72100,-1.72100,-1.72100,-1.66000,-1.72200,9.65700,9.65700,-0.18000,-0.18000,3.61010,,,,,,,,,,,-34.10620,-62.04040,-28.53590,-34.10620,0.52190,-0.1215,-0.123
2014-06-30,,,,0.55600,1.07200,,-1.62800,0.00200,-1.62600,-1.62600,-1.62600,-1.62600,-1.56700,-1.62800,9.63200,9.63200,-0.17000,-0.17000,6.75270,,,,,,,,,,,-24.69620,-35.70490,-22.11040,-24.69620,0.68320,-0.1424,-0.147
2014-03-31,,,,0.60700,1.04000,,-1.64700,0.00100,-1.64600,-1.64600,-1.64600,-1.64600,-1.58900,-1.64700,9.06000,9.06000,-0.18000,-0.18000,10.80030,,,,,,,,,,,-20.38640,-26.14770,-18.87620,-20.38640,0.83820,-0.18060,-0.18250
2013-12-31,0.09300,0.08800,0.00500,1.85100,3.45000,5.30100,-5.29600,0.01100,-5.28500,-5.28500,-5.28500,-5.28500,-5.24100,-5.29600,8.80830,8.80830,-0.60000,-0.60000,3.17780,,,5.37630,-5694.62400,-5694.62400,-5682.79500,-5682.79500,0.01980,,,-139.51960,-226.92140,-112.39900,-139.51950,0.42990,-0.1123,-0.1198
2013-09-30,0.05000,0.03400,0.01600,0.47000,0.91100,1.38100,-1.36500,0.00300,-1.36200,-1.36200,-1.36200,-1.36200,-1.31300,-1.36500,8.80100,8.80100,-0.15000,-0.15000,4.62570,,,32.00000,-2730.00000,-2730.00000,-2724.00000,-2724.00000,0.00850,,,-27.72800,-36.85070,-23.25820,-27.72800,0.55750,-0.104,-0.1084
2013-06-30,,,,0.53700,0.87100,,-1.40800,0.00300,-1.40500,-1.40500,-1.40500,-1.40500,-1.35800,-1.40800,8.78900,8.78900,-0.16000,-0.16000,8.39820,,,,,,,,,,,-22.65760,-26.82830,-20.40080,-22.65760,0.70520,-0.1498,-0.1486
2013-03-31,,,,0.45800,0.90300,,-1.36100,0.00400,-1.35700,-1.35700,-1.35700,-1.35700,-1.30900,-1.36100,8.78100,8.78100,-0.15000,-0.15000,11.54750,,,,,,,,,,,-18.17090,-20.29010,-16.76970,-18.17090,0.85040,-0.12170,-0.13780
2012-12-31,,,,0.29800,0.88100,,-1.17900,0.00700,-1.17200,-1.17200,-1.17200,-1.17200,-1.14000,-1.17900,7.59700,7.59700,-0.12000,-0.12000,18.21400,,,,,,,,,,,-13.57110,-14.61710,-12.85790,-13.57110,0.98670,-0.2009,-0.2126
2012-09-30,,,,0.33100,0.81100,,-1.14200,0.01000,-1.13200,-1.13200,-1.13200,-1.13200,-1.11200,-1.14200,8.75200,8.75200,-0.13000,-0.13000,13.74570,,,,,,,,,,,-11.56510,-11.96600,-10.74330,-11.56510,1.11840,-0.0727,-0.0885
2012-06-30,,,,0.29100,0.73400,,-1.02500,0.00500,-1.02000,-1.02000,-1.02000,-1.02000,-1.00800,-1.02500,7.70500,7.70500,-0.13000,-0.13000,21.42880,,,,,,,,,,,-9.35770,-9.49280,-8.90870,-9.35770,1.24540,-0.0255,-0.0373
2012-03-31,,,,0.26400,0.60000,,-0.86400,-0.00100,-0.86500,-0.86500,-0.86500,-0.86500,-0.85100,-0.86400,5.15300,5.15300,-0.17000,-0.17000,0.86200,,0.46470,,,,,,,,,-1147.84100,2219.89000,-58.20400,-1147.83900,0.01460,-0.12050,-0.12560
2011-12-31,,,,-0.30000,0.45000,,-0.15000,0.00050,-0.59000,-0.59000,-0.59000,-0.59000,-0.14000,-0.15000,4.43600,4.43600,-0.06000,-0.06000,1.83740,,0.05380,,,,,,,,,-67.50570,-74.96820,-36.06360,-67.50570,0.16960,0.2027,0.2188
2011-09-30,,,,0.19370,0.59890,,-0.79260,0.00150,-0.79120,-0.79120,-0.79120,-0.79120,-0.78600,-0.79260,4.97600,4.97600,-0.16000,-0.16000,,,,,,,,,,,,,,,,,-0.1112,-0.121
2011-06-30,,,,0.09720,0.61010,,-0.70730,0.00100,-0.70620,-0.70620,-0.70620,-0.70620,-0.70140,-0.70730,4.50500,4.50500,-0.16000,-0.16000,,,,,,,,,,,,,,,,,-0.0602,-0.0665
2011-03-31,,,,0.02290,0.86930,,-0.89220,,-0.89220,-0.89220,-0.89220,-0.89220,-0.88670,-0.89220,3.08400,3.08400,-0.29000,-0.29000,,,,,,,,,,,,,,,,,-0.03130,-0.03130
