Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,113.90000,93.00000,20.90000,18.10000,-17.60000,39.00000,-18.10000,21.30000,3.20000,-6.20000,9.40000,,-17.50000,,-13.60000,-11.40000,-18.10000,62.40000,62.40000,-0.22000,-0.22000,2.55110,0.08780,0.09730,18.34940,-15.89110,-15.89110,2.80950,-11.94030,0.04980,,4.46670,20.14930,-0.93940,-0.97550,-0.76550,-0.85700,29.69320,-0.5088,-0.4832
2024-06-30,118.00000,92.10000,25.90000,19.20000,-26.30000,48.90000,-23.00000,-146.40000,-169.40000,-33.70000,-135.70000,,-155.00000,,-155.00000,-16.30000,-23.00000,62.20000,62.20000,-2.49000,-2.49000,1.01410,0.03960,0.04150,21.94920,-19.49150,-19.49150,-143.55930,-131.35590,0.05310,,4.66400,19.29660,-8.22940,-8.54370,-6.96940,-7.90330,30.15000,-0.235,-0.2227
2024-03-31,110.70000,94.20000,16.50000,23.20000,-30.60000,57.10000,-40.60000,-9.10000,-49.70000,53.40000,-103.10000,,-91.80000,,-89.90000,-33.90000,-40.60000,70.80000,70.90000,-1.27000,-1.27000,3.31620,0.03300,0.03500,14.90520,-36.67570,-36.67570,-44.89610,-81.21050,0.04240,3.59540,4.37550,20.56910,-4.05280,-4.18150,-3.51750,-3.91890,31.26780,-0.50780,-0.51200
2023-12-31,119.30000,99.10000,20.20000,9.00000,-32.50000,44.90000,-24.70000,38.00000,13.30000,-17.30000,30.60000,,-56.20000,,-64.80000,-16.30000,-24.70000,73.40000,73.40000,-0.88000,-0.88000,1.64930,0.04250,0.04550,16.93210,-20.70410,-20.70410,11.14840,-54.31690,0.04440,,4.58850,19.61440,-2.43370,-2.51000,-2.09180,-2.33030,32.81650,-0.4403,-0.38
2023-09-30,143.60000,115.90000,27.70000,16.20000,-57.50000,79.60000,-51.90000,-133.20000,-185.10000,-40.50000,-144.60000,,-170.60000,,-157.30000,-41.40000,-51.90000,72.10000,72.10000,-2.18000,-2.18000,1.06670,0.04040,0.04340,19.28970,-36.14210,-36.14210,-128.89970,-109.54040,0.05190,,31.91110,2.82030,-7.21170,-7.44780,-6.16240,-6.92060,33.43090,-0.297,-0.3318
2023-06-30,152.80000,128.30000,24.50000,11.30000,-28.20000,44.10000,-19.60000,-43.50000,-63.10000,-21.80000,-41.30000,,-90.40000,,-87.20000,-10.20000,-19.60000,75.40000,75.40000,-1.16000,-1.16000,1.48630,0.03670,0.04000,16.03400,-12.82720,-12.82720,-41.29580,-57.06810,0.05100,,,,-3.50120,-3.60680,-3.01780,-3.37280,35.16560,-0.2,-0.2295
2023-03-31,154.30000,131.60000,22.70000,15.60000,-24.70000,45.40000,-22.70000,50.50000,27.80000,2.60000,25.20000,,-6.90000,,-4.10000,-12.70000,-22.70000,76.10000,76.10000,-0.05000,-0.05000,2.52990,0.03560,0.03750,14.71160,-14.71160,-14.71160,18.01690,-2.65720,0.04930,,,,-0.25380,-0.26110,-0.22030,-0.24480,35.54330,-0.25890,-0.29170
2022-12-31,155.70000,137.00000,18.70000,10.00000,-24.30000,39.40000,-20.70000,101.30000,80.60000,21.50000,59.10000,,29.20000,,27.50000,-9.10000,-20.70000,81.60000,81.60000,0.09000,0.09000,2.53140,0.03380,0.03590,12.01030,-13.29480,-13.29480,51.76620,17.66220,0.04980,,81.94740,1.09830,1.07550,1.10690,0.93430,1.03910,35.60290,-0.1668,-0.1187
2022-09-30,164.50000,141.10000,23.40000,12.40000,-26.60000,44.70000,-21.30000,171.40000,150.10000,17.00000,133.10000,,55.20000,,55.30000,-10.60000,-21.30000,79.60000,79.60000,0.69000,0.69000,2.39630,0.03390,0.03990,14.22490,-12.94830,-12.94830,91.24620,33.61700,0.05170,,,,2.02530,2.08480,1.73520,1.95680,34.71090,-0.7539,-0.7735
2022-06-30,174.50000,147.90000,26.60000,16.00000,-31.40000,53.60000,-27.00000,-196.10000,-223.10000,-66.50000,-156.60000,,-264.60000,,-263.30000,-15.70000,-27.00000,83.50000,83.50000,-3.15000,-3.15000,0.68920,0.03420,0.03940,15.24360,-15.47280,-15.47280,-127.85100,-150.88820,0.05470,,,,-9.77790,-10.07040,-8.29960,-9.44330,33.76720,-1.1446,-1.189
2022-03-31,167.40000,145.40000,22.00000,21.10000,-70.70000,97.60000,-75.60000,-267.60000,-343.20000,-61.90000,-281.30000,,-249.40000,,-247.60000,-64.60000,-75.60000,85.90000,85.90000,-2.88000,-2.88000,0.33220,0.00450,0.00500,13.14220,-45.16130,-45.16130,-205.01790,-147.90920,0.04790,,,,-8.19670,-8.41630,-7.14060,-8.15990,35.83190,-0.44820,-0.49480
2021-12-31,181.90000,154.60010,27.30000,21.80000,-36.00000,63.79990,-36.50000,-87.99990,-124.50000,-26.60000,-97.90000,,-111.80000,,-109.30000,-23.90000,-36.49990,90.10000,90.10000,-1.22000,-1.22000,0.67740,0.00420,0.00490,15.00830,-20.06600,-20.06590,-68.44420,-60.08790,0.04680,,,,-3.34620,-3.42860,-2.87430,-3.33210,38.45380,-0.3617,-0.4275
2021-09-30,186.00000,154.80000,31.20000,21.90000,-27.80000,56.00000,-24.80000,-169.80000,-194.60000,-34.70000,-159.90000,,-118.50000,,-121.00000,-13.30000,-24.80000,88.80000,88.90000,-1.36000,-1.36000,1.84600,0.05910,0.06490,16.77420,-13.33330,-13.33330,-104.62370,-65.05380,0.04310,,,,-3.37820,-3.45820,-2.74720,-3.17850,39.45210,-0.8527,-0.883
2021-06-30,202.40000,160.30000,42.10000,24.40000,-47.50000,78.30000,-36.20000,272.00000,235.80000,49.30000,186.50000,,177.70000,,176.40000,-25.00000,-36.20000,90.70000,90.80000,1.94000,1.94000,1.30610,0.00680,0.01420,20.80040,-17.88540,-17.88540,116.50200,87.15420,0.04560,,,,4.89060,5.00350,4.00260,4.85760,40.76770,-0.8056,-0.7843
2021-03-31,171.90000,147.70000,24.20000,12.00000,-40.30000,60.20000,-36.00000,-313.70000,-349.70000,-62.00000,-287.70000,,-233.80000,,-233.10000,-22.30000,-36.00000,91.50000,91.60000,-2.55000,-2.55000,2.50060,0.01270,0.01680,14.07800,-20.94240,-20.94240,-203.43230,-135.60210,0.03990,,,,-6.58540,-6.74220,-5.43040,-6.50150,38.73550,0.06550,0.10370
2020-12-31,170.40000,148.70000,21.70000,25.60000,-48.60000,82.80000,-61.10000,678.80000,617.69990,145.60000,472.10000,,527.59990,,531.30000,-44.90000,-61.09990,85.70000,85.90000,5.33000,5.31000,4.17920,0.01360,0.01680,12.73480,-35.85680,-35.85680,362.49990,311.79580,0.03690,,,,13.93850,14.33700,11.43630,13.74890,41.30020,0.7581,0.7495
2020-09-30,139.70000,121.70000,18.00000,16.70000,-23.20000,46.40000,-28.40000,192.70000,164.30000,35.10000,129.20000,,128.00000,,131.90000,-16.20000,-28.40000,91.30000,91.60000,1.44000,1.44000,3.10130,0.01120,0.02150,12.88480,-20.32930,-20.32930,117.60920,94.41660,0.03610,19.01560,24.50880,3.67220,3.91200,4.02380,3.30870,3.86810,35.69870,-1.0804,-1.0801
2020-06-30,102.60000,100.80000,1.80000,23.30000,-16.90000,47.50000,-45.70000,585.40000,539.70000,131.10000,408.60000,,466.10000,,475.30000,-32.90000,-45.70000,80.80000,81.00000,5.88000,5.87000,5.73830,0.02010,0.02250,1.75440,-44.54190,-44.54190,526.02340,463.25540,0.02710,15.27270,24.42860,3.68420,14.87330,15.32010,12.30270,14.57380,34.19090,-0.5712,-0.5997
