Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,54.64000,30.76600,23.87400,13.14400,16.12900,7.74500,-0.41500,7.33000,0.43700,6.89300,6.89300,1.15400,10.73000,7.74500,14.72300,14.89000,0.08000,0.08000,0.01650,0.02380,14.17460,14.17460,13.41510,2.11200,0.17450,2.57070,3.56950,2.20160,2.52840,4.78950,-24.0909,-24.0398
2024-06-30,53.26600,-31.96200,85.22800,10.56000,13.52800,71.70000,-0.85800,6.91800,,6.91800,6.91800,6.91800,71.70000,71.70000,0.65900,0.65900,10.49000,10.49000,0.40510,0.71100,134.60740,134.60740,12.98770,12.98770,0.33880,10.24710,-67.28260,4.40020,6.09610,102.29090,26.0304,25.9606
2023-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-1.6187,-1.6043
2023-09-30,47.71000,32.46100,15.24900,6.20200,7.34700,7.90200,-0.29400,7.60800,,7.60800,7.60800,7.60800,9.04700,7.90200,14.72300,14.89000,0.51670,0.51090,,,16.56260,16.56260,15.94630,15.94630,,,,,,,-24.8196,-24.7501
2023-06-30,45.37600,-30.89600,76.27200,6.10600,7.24000,69.03200,-0.17300,7.06700,,7.06700,7.06700,7.06700,69.03200,69.03200,0.63200,0.63200,11.19000,11.19000,,,152.13330,152.13330,15.57430,15.57430,,,,,,,26.4383,26.3544
2022-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0.0,0.0
