Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.12500,0.12500,,0.82850,1.07240,1.90090,-1.90090,-0.00370,-1.90460,-1.90460,-1.90460,,-1.90460,-1.85670,-1.90090,6.15540,6.15540,-0.31000,-0.31000,29.24080,,,,-1520.64300,-1520.64300,-1523.61500,-1523.61500,0.00510,,0.47690,188.72650,-8.43610,-9.27210,-7.77160,-8.43610,3.82400,-0.23020,-0.23200
2021-12-31,0.12860,0.12860,,0.50170,0.91320,1.41490,-1.41490,-0.00580,-1.42070,-1.42070,-1.42070,,-1.42070,-1.37100,-1.41490,5.93750,5.93750,-0.24000,-0.24000,43.19130,0.01100,0.01350,,-1100.20700,-1100.20700,-1104.73800,-1104.73800,0.00500,,0.55130,163.24070,-5.88300,-6.43040,-5.49030,-5.81860,4.09880,-0.2325,-0.2327
2021-09-30,0.12100,0.12100,,0.60450,0.62920,1.23370,-1.23370,-0.00500,-1.23870,-1.23870,-1.23870,,-1.23870,-1.19040,-1.23370,6.12600,6.12600,-0.20000,-0.20000,33.55750,,,,-1019.32300,-1019.32300,-1023.46400,-1023.46400,0.00440,,0.46100,195.22280,-4.89560,-5.32470,-4.53990,-4.89560,4.30890,-0.1945,-0.1963
2021-06-30,0.08470,0.08470,,0.56070,0.71560,1.27620,-1.27620,0.08960,-1.18670,-1.18670,-1.18670,,-1.18670,-1.23540,-1.27620,6.12590,6.12590,-0.19000,-0.19000,34.99350,,0.00140,,-1506.69300,-1506.69300,-1400.97200,-1400.97200,0.00300,,0.63990,140.64560,-4.48710,-4.86390,-4.17280,-4.48710,4.50380,-0.1362,-0.1413
2021-03-31,0.24210,0.24210,,0.26090,0.66330,0.92410,-0.92410,0.00000,-0.92420,-0.92420,-0.92420,,-0.92420,-0.89460,-0.92410,5.34400,5.34400,-0.17000,-0.17000,46.03110,0.00330,0.00330,,-381.78150,-381.78150,-381.78390,-381.78390,0.00830,,1.92280,46.80570,-3.35550,-3.61840,-3.16870,-3.34440,4.69030,-0.15780,-0.15810
2020-12-31,0.27380,0.27380,,0.55940,0.57350,1.13290,-1.13280,-0.00260,-1.13540,-1.13540,-1.13540,,-1.13540,-1.09700,-1.13280,3.53920,3.53920,-0.33000,-0.33000,5.22560,0.02330,0.04530,,-413.70280,-413.70280,-414.64090,-414.64110,0.05340,,1.60800,55.96900,-29.65100,-50.23210,-22.12320,-28.95970,1.17320,-0.2503,-0.251
2020-09-30,0.14780,0.14780,,0.49450,0.67800,1.17250,-1.17250,-3.72220,-4.89470,-4.89470,-4.89470,,-4.89470,-1.14340,-1.17250,3.82200,3.82200,-1.28000,-1.28000,6.78580,0.02030,0.02070,,-793.38170,-793.38170,-3312.02300,-3312.02300,0.02600,,5.16320,17.43100,-111.03220,-173.27260,-86.05590,-108.77660,1.48180,-0.1033,-0.103
2020-06-30,0.00650,0.00650,,0.31630,0.51590,0.83220,-0.83220,-0.00110,-0.83330,-0.83330,-0.83330,,-0.83330,-0.80310,-0.83220,2.99840,2.99840,-0.28000,-0.28000,3.65710,0.03610,0.03740,,-12773.65000,-12773.65000,-12789.84000,-12789.84000,0.00170,,,,-32.32880,-84.73470,-21.75930,-31.16310,1.09590,-0.2253,-0.2253
2020-03-31,,,,0.35070,0.57980,,-0.93040,-0.00010,-0.93050,-0.93050,-0.93050,,-0.93050,-0.90230,-0.93040,2.96800,2.96800,-0.31000,-0.31000,3.82400,,,,,,,,,,,,-30.25800,-63.42420,-21.29970,-30.25790,1.46440,-0.27410,-0.27770
2019-12-31,,,,0.24540,0.54480,,-0.79020,-0.00120,-0.79140,-0.79140,-0.79140,-0.03100,-0.82240,-0.76260,-0.79020,1.65400,1.65400,-0.25000,-0.25000,4.82460,,,,,,,,,,,,-20.34830,-35.09730,-15.02910,-20.34830,1.85200,-0.6732,-0.6729
2019-09-30,,,,0.25080,0.47130,,-0.72200,-0.00280,-0.72480,-0.72480,-0.72480,-0.08790,-0.81270,-0.69560,-0.72200,1.47400,1.47400,-0.55000,-0.55000,1.62920,,,,,,,,,,,,-45.74190,1204.36100,-24.83260,-45.71850,1.07560,-0.3915,-0.3936
2019-06-30,,,,0.33580,0.58070,,-0.91640,0.00680,-0.90960,-0.90960,-0.90960,-0.34210,-1.25170,-0.88750,-0.91640,1.47400,1.47400,-0.85000,-0.85000,2.24930,,,,,,,,,,,,-38.20940,-123.93890,-22.08770,-38.19640,1.61750,-0.1856,-0.1856
2019-03-31,,,,0.21820,0.46840,,-0.68660,-0.00710,-0.69370,-0.69370,-0.69370,-0.34720,-1.04090,-0.65900,-0.68660,1.43300,1.43300,-0.73000,-0.73000,3.36750,,,,,,,,,,,,-19.64990,-32.72330,-13.44210,-19.64540,2.51730,-0.69570,-0.69650
2018-12-31,,,,0.12820,0.84270,,-0.97100,0.00320,-0.96780,-0.96780,-0.96780,-0.90870,-1.87650,-0.94330,-0.97100,1.40100,1.40100,-1.33000,-1.33000,4.11360,,,,,,,,,,,,-21.05440,-30.22770,-15.69540,-21.04750,3.27720,-3.0543,-3.0543
2018-09-30,,,,0.32670,0.91180,,-1.23850,-0.00010,-1.23860,-1.23860,-1.23860,-1.01130,-2.24990,-1.21070,-1.23850,1.40100,1.40100,-1.61000,-1.61000,3.34160,,,,,,,,,,,,-19.39790,-28.96110,-14.30680,-19.39330,4.56200,-0.2819,-0.2827
2018-06-30,,,,0.32220,0.80330,,-1.12550,0.03560,-1.08990,-1.08990,-1.08990,-0.63250,-1.72240,-1.08710,-1.12550,1.39930,1.39930,-1.20000,-1.20000,4.73370,,,,,,,,,,,,-12.93190,-17.21030,-10.32170,-12.92960,6.02120,-0.7036,-0.7036
2018-03-31,,,,0.09450,0.88210,,-0.97660,0.00130,-0.97530,-0.97530,-0.97530,-1.08080,-2.05620,-0.93290,-0.97660,1.39910,1.39910,-1.50000,-1.50000,6.71630,,,,,,,,,,,,-10.03990,-12.78690,-8.49360,-10.03840,6.94200,-0.63270,-0.63270
2017-12-31,,,,-2.65850,-0.70520,,5.25780,0.00990,4.29400,4.29400,4.29400,,-1.93880,5.07300,4.28410,1.32230,1.32230,-1.20000,-1.20000,7.04150,,,,,,,,,,,,37.08540,42.11720,31.65020,37.08060,8.27390,1.9974,1.9806
2017-09-30,0.44460,0.41850,0.02610,1.07580,1.17170,2.24760,-2.22150,-0.00390,-2.22530,-2.22530,-2.22530,,-2.21760,-2.38060,-2.22150,1.39900,1.39900,-1.60000,-1.60000,8.17350,,,5.87240,-499.60960,-499.60960,-500.47890,-498.74030,0.02910,1.27810,1.14870,78.34940,-16.80420,-19.89650,-14.56860,-16.80230,9.46280,-1.1263,-1.1454
2017-06-30,0.25340,0.76460,-0.51120,1.10840,1.59780,2.70610,-3.21740,0.00700,-3.21030,-3.21030,-3.21030,,-3.21030,-2.83180,-3.21740,1.39890,1.39890,-2.30000,-2.30000,10.16360,,,-201.77570,-1269.82600,-1269.82600,-1267.05000,-1267.05000,0.01490,2.08600,1.23210,73.04790,-21.22360,-24.64070,-18.87210,-21.22150,10.80780,-0.8604,-0.8694
2017-03-31,0.27570,0.71090,-0.43530,1.19020,1.44750,2.63770,-3.07290,0.00450,-3.06840,-3.06840,-3.06840,,-3.06840,-2.95990,-3.07290,1.08800,1.08800,-2.80000,-2.80000,12.24500,0.01440,0.01460,-157.89170,-1114.71100,-1114.71100,-1113.06400,-1113.06400,0.01390,0.83460,0.48750,184.61220,-16.83810,-18.86510,-15.43020,-16.59370,13.02020,-2.24790,-2.25190
2016-12-31,0.37070,0.40810,-0.03740,1.31080,1.45010,2.76090,-2.79830,0.02250,-2.77580,-2.77580,-2.77580,,-2.78900,-2.68210,-2.79830,0.95480,0.95480,-2.90000,-2.90000,4.10540,,,-10.08170,-754.84060,-754.84050,-748.77150,-752.34050,0.04120,0.32770,0.97900,91.92960,-38.33960,-52.03520,-30.83750,-38.33960,7.57400,-2.6003,-2.6654
2016-09-30,0.43930,0.73790,-0.29870,1.23100,1.40410,2.63520,-2.93380,0.01160,-2.92230,-2.92230,-2.92230,,-2.92230,-2.82760,-2.93380,0.95490,0.95490,-3.10000,-3.10000,5.12090,,,-67.99170,-667.88540,-667.88540,-665.25510,-665.25510,0.03780,0.58440,0.97610,92.20230,-30.26690,-37.74970,-25.17570,-30.28350,10.09590,-2.7335,-2.7669
2016-06-30,0.32210,0.29890,0.02320,1.20320,1.29410,2.49730,-2.47410,-0.00660,-2.48070,-2.48070,-2.48070,,-2.46750,-2.37680,-2.47410,0.95480,0.95480,-2.60000,-2.60000,5.91950,,,7.19590,-768.07490,-768.07490,-770.12850,-766.02130,0.02240,0.23670,0.78350,114.87300,-20.32440,-23.97210,-17.22900,-20.33320,12.76450,-2.5441,-2.7501
2016-03-31,0.49660,0.49480,0.00190,1.48000,1.33290,2.81280,-2.81100,0.00860,-2.80230,-2.80230,-2.80230,,-2.80230,-2.72400,-2.81100,0.95460,0.95460,-2.90000,-2.90000,7.04130,,,0.38060,-565.99010,-565.99010,-564.25670,-564.25670,0.03010,0.68660,1.10910,81.14340,-19.61340,-22.42480,-16.98560,-19.61340,14.94870,-2.69840,-2.80350
2015-12-31,0.96740,0.95460,0.01280,1.71200,1.34810,3.06020,-3.04740,0.01960,-3.02780,-3.02780,-3.02780,,-3.03710,-2.95940,-3.04740,0.84960,0.84960,-3.30000,-3.28090,6.52970,,,1.32140,-315.00960,-315.00960,-312.98130,-313.94280,0.05030,1.47310,1.10830,81.20670,-18.15580,-19.91360,-15.72850,-18.16160,17.45680,-3.3737,-3.6249
2015-09-30,0.89550,0.84240,0.05310,1.71680,1.26650,2.98330,-2.93020,0.01200,-2.91820,-2.91820,-2.91820,,-2.91820,-2.86630,-2.93020,0.93560,0.93560,-3.10000,-3.11910,8.87310,,,5.92580,-327.22050,-327.22050,-325.87730,-325.87730,0.04260,1.43720,1.12560,79.95660,-15.42940,-16.56190,-13.87300,-15.43370,20.15770,-1.8016,-2.0587
2015-06-30,1.19900,1.05610,0.14290,1.10030,1.33960,2.44000,-2.29700,-0.00470,-2.30170,-2.30170,-2.30170,,-2.29240,-2.24890,-2.29700,0.81030,0.81030,-2.80000,-2.80000,10.64670,,,11.91780,-191.57380,-191.57380,-191.96170,-191.18590,0.05120,1.58700,1.58300,56.85540,-10.77100,-11.35280,-9.83410,-10.77100,22.86710,-2.0388,-2.2492
2015-03-31,1.19800,1.01950,0.17850,0.99220,1.38370,2.37600,-2.19750,0.00450,-2.19300,-2.19300,-2.19300,,-2.19300,-2.16470,-2.19750,0.70550,0.70550,-3.10000,-3.10000,4.40030,,,14.89910,-183.42970,-183.42970,-183.05630,-183.05630,0.13250,4.35760,1.43740,62.61510,-29.87840,-34.75070,-24.26140,-29.90010,10.37990,-2.25680,-2.46990
2014-12-31,0.50440,0.68800,-0.18360,0.69590,1.12610,1.82210,-2.00560,0.00560,-2.00010,-2.00010,-2.00010,,-2.00010,-1.98110,-2.00560,0.70170,0.70170,-2.90000,-2.90000,7.30470,,,-36.38760,-397.59320,-397.59320,-396.48960,-396.48980,0.04910,2.73730,1.12970,79.66570,-22.05320,-24.84240,-19.45830,-22.06610,12.86040,-2.3499,-2.4409
2014-09-30,0.43800,0.53350,-0.09550,0.68940,1.07360,1.76300,-1.85850,0.00660,-1.85180,-1.85180,-1.85180,,-1.85180,-1.83490,-1.85850,0.70150,0.70150,-2.60000,-2.60000,9.03380,,,-21.80360,-424.27810,-424.27810,-422.76750,-422.76750,0.03690,1.55140,1.09570,82.13890,-17.31660,-18.94180,-15.61430,-17.32520,15.22180,-1.8737,-1.9367
2014-06-30,0.56050,0.57030,-0.00980,0.64530,0.97980,1.62520,-1.63500,0.00740,-1.62760,-1.62760,-1.62760,,-1.62760,-1.62430,-1.63500,0.70110,0.70110,-2.30000,-2.30000,12.80820,,,-1.74980,-291.68280,-291.68280,-290.36370,-290.36370,0.04250,2.30970,1.38400,65.02950,-13.29260,-14.29960,-12.35460,-13.29840,17.45410,-1.4032,-1.6837
2014-03-31,0.29110,0.39720,-0.10610,0.30960,1.01320,1.32280,-1.42890,0.00810,-1.42070,-1.42070,-1.42070,,-1.42070,-1.41980,-1.42890,0.69990,0.69990,-2.00000,-2.00000,17.28360,,,-36.45860,-490.86350,-490.86350,-488.06820,-488.06820,0.02020,0.78260,0.85520,105.23750,-10.41850,-11.01940,-9.85320,-10.41850,19.45050,-2.16810,-2.22130
2013-12-31,0.25380,0.40730,-0.15350,0.38670,1.03410,1.42080,-1.57420,-2.00070,-3.57500,-3.57500,-3.57500,,-3.57500,0.40430,-1.57420,0.19500,0.19500,-8.70000,-8.70000,15.13550,,,-60.47360,-620.17830,-620.17820,-1408.36600,-1408.36600,0.01600,0.78390,1.00570,89.49230,-24.08970,-25.12980,-22.57600,-24.09830,21.40070,-2.2077,-2.396
2013-09-30,0.60820,0.61990,-0.01170,0.26110,0.57110,0.83210,-0.84380,-1.32090,-2.16480,-2.16480,-2.16480,,-2.16480,0.43820,-0.84380,0.14800,0.14800,-14.60000,-14.60000,0.31970,-0.31310,-1.17500,-1.92130,-138.74890,-138.74890,-355.94960,-355.94960,0.22110,1.62800,0.62740,143.43910,43.27720,38.58460,-78.69780,56.82700,-14.19030,-4.4695,-4.608
2013-06-30,0.65030,0.69050,-0.04020,0.33020,0.53360,0.86380,-0.90400,-1.08340,-1.98750,-1.98750,-1.98750,,-1.98750,0.14040,-0.90400,0.14800,0.14800,-13.40000,-13.40000,,,,-6.18280,-139.02050,-139.02050,-305.62920,-305.62920,,,,,,,,,,-5.2304,-5.2794
2013-03-31,0.38010,0.42930,-0.04920,0.23440,0.45760,0.69190,-0.74110,-1.08340,-1.82450,-1.82450,-1.82450,,-1.82450,0.30190,-0.74110,0.14800,0.14800,-12.30000,-12.30000,,,,-12.93040,-194.95020,-194.95020,-479.96180,-479.96180,,,,,,,,,,-4.71040,-4.73940
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2012-09-30,,,,0.00000,,,,,0.00000,,0.00000,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
