Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,0.37420,0.90010,-1.27430,0.03920,-1.23510,-1.23510,-1.23510,-1.23510,-1.27430,-1.27430,19.09400,19.09400,-0.06000,-0.06000,10.77490,-25.93740,-25.93730,-23.53010,-25.93730,0.24730,-0.0455,-0.0455
2023-06-30,0.55780,0.91940,-1.47720,0.03630,-1.44090,-1.44090,-1.44090,-1.44090,-1.47720,-1.47720,18.41100,18.41100,-0.08000,-0.08000,10.02270,-30.70920,-30.70920,-27.64530,-30.70920,0.25220,-0.0399,-0.0399
2023-03-31,0.49770,1.05960,-1.55730,0.04040,-1.51690,-1.51690,-1.51690,-1.51690,-1.55730,-1.55730,18.33000,18.33000,-0.08000,-0.08000,11.87100,-25.40250,-25.40250,-23.26260,-25.40250,0.32580,-0.09270,-0.09270
2022-12-31,1.27170,0.81800,-2.08970,0.04520,-2.04460,-2.04460,-2.04460,-2.04460,-2.08970,-2.08970,11.07000,11.07000,0.09000,0.09000,8.02270,-27.90630,-27.90630,-24.42790,-27.90630,0.39970,-0.0798,-0.0798
2022-09-30,1.62240,0.96990,-2.59230,0.01660,-2.57570,-2.57570,-2.57570,-2.57570,-2.59230,-2.59230,9.20000,9.20000,-0.28000,-0.28000,6.64850,-27.92150,-27.92150,-23.72190,-27.92150,0.50330,-0.1982,-0.1982
2022-06-30,2.40640,1.26560,-3.67210,0.00480,-3.66730,-3.66730,-3.66730,-3.66730,-3.67210,-3.67210,8.33000,8.33000,-0.44000,-0.44000,4.76360,-51.34510,-51.34510,-40.56660,-51.34510,0.85740,-0.4391,-0.4391
2022-03-31,2.76910,1.19210,-3.96120,0.00090,-3.96030,-3.96030,-3.96030,-3.96030,-3.96120,-3.96120,8.33000,8.33000,-0.48000,-0.48000,6.68540,-37.10700,-37.10700,-31.55660,-37.10700,1.28120,-0.31880,-0.31880
2021-12-31,2.91840,1.26920,-4.18760,-0.32370,-4.51130,-4.51130,-4.51130,-4.51130,-4.18760,-4.18760,8.32900,8.32900,-0.55000,-0.55000,12.36780,-31.11010,-31.11010,-28.59470,-31.11010,1.74080,-0.6218,-0.6218
2021-09-30,2.96110,1.15040,-4.11150,0.00150,-4.11000,-4.11000,-4.11000,-4.11000,-4.11150,-4.11150,8.33000,8.33000,-0.49000,-0.49000,16.39020,-21.76850,-21.76850,-20.44030,-21.76850,2.26660,-0.318,-0.318
2021-06-30,3.20920,1.07530,-4.28450,0.00150,-4.28300,-4.28300,-4.28300,-4.28300,-4.28450,-4.28450,8.33000,8.33000,-0.51000,-0.51000,26.22300,-18.73680,-18.73680,-18.02230,-18.73680,2.75240,-0.3299,-0.3299
2021-03-31,1.70700,1.35050,-3.05740,0.00140,-3.05600,-3.05600,-3.05600,-3.05600,-3.05740,-3.05740,8.32600,8.32600,-0.37000,-0.37000,24.22230,-11.27390,-11.27390,-10.80840,-11.27390,3.25420,-0.61400,-0.61400
2020-12-31,0.03210,6.38900,-6.42110,-0.07960,-6.50000,-6.50000,-6.50100,-6.50100,-6.40920,-6.42110,5.21300,5.21300,-1.25000,-1.25000,20.54570,-21.71280,-21.71280,-20.65600,-21.71280,3.60520,-0.4142,-0.4142
2020-09-30,0.10810,2.55470,-2.66280,-0.06120,-2.72400,-2.72400,-2.72400,-2.72400,-2.64810,-2.66280,4.83200,4.83200,-0.56000,-0.56000,,,,,,,-0.1157,-0.1157
2020-06-30,0.02330,0.51510,-0.53840,-0.11620,-0.65460,-0.65460,-0.65460,-0.65460,-0.52170,-0.53840,4.83200,4.83200,-0.14000,-0.14000,,,,,,,-0.1599,-0.1599
2020-03-31,0.03050,0.35200,-0.38260,-0.08400,-0.46660,-0.46660,-0.46660,-0.46660,-0.37190,-0.38260,4.83200,4.83200,-0.10000,-0.10000,,,,,,,-0.05740,-0.05740
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
