Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,46.17240,30.16520,16.00730,,34.41510,,49.68340,-33.67620,-62.52860,-96.20480,0.22140,-96.42620,-96.42620,2.38740,-94.03880,-26.09580,-33.67620,86.82800,86.82800,-1.08300,-1.08300,1.39240,0.44940,1.08670,34.66850,-72.93580,-72.93580,-208.35990,-203.66880,0.05110,0.45680,1.50480,59.80860,-25.81090,-35.57800,-10.67470,-14.21240,3.98010,-0.4142,-0.4369
2024-06-30,48.38110,31.55240,16.82880,,38.08340,,38.09790,-21.26920,-68.60470,-89.87390,4.52600,-94.39990,-94.39990,1.50010,-92.89970,-13.20960,-21.26920,79.24300,79.24300,-1.16910,-1.16910,2.14760,0.51170,1.05260,34.78370,-43.96180,-43.96180,-185.76240,-192.01660,0.05150,0.51090,1.30110,69.17190,-24.24190,-33.07510,-10.04420,-11.83710,4.80760,-0.47750,-0.46820
2024-03-31,29.88070,12.52740,17.35330,,22.18690,,69.44190,-52.08860,3.08370,-49.00500,-1.12750,-47.87740,-47.87740,-20.66400,-68.61000,-43.42670,-52.08860,74.78800,74.78800,-0.84500,-0.84500,1.58140,0.49640,1.19320,58.07530,-174.32190,-174.32190,-164.00200,-229.61300,0.03100,0.21860,0.77750,115.76290,-12.90410,-18.28510,-4.96690,-6.49890,4.07200,-0.4929,-0.3335
2023-12-31,57.65410,36.92490,20.72920,,42.68990,,65.02520,-44.29610,-125.60960,-169.90560,-0.79090,-169.11470,-169.11470,9.89900,-159.21570,-35.63010,-44.29610,82.91900,82.91900,-1.92000,-1.92000,1.79480,0.48880,1.12380,35.95440,-76.83080,-76.83080,-294.69840,-276.15690,0.05770,0.57850,1.22810,73.28400,-42.27870,-67.65780,-16.93520,-21.61400,4.82320,0.0635,-0.1616
2023-09-30,51.86920,34.40980,17.45940,,44.96250,,22.68170,-5.22230,-95.64730,-100.86960,9.55550,-110.42510,-110.42510,-131.64830,-231.05340,3.05230,-5.22230,71.62940,71.62940,-3.23000,-3.23000,2.51560,0.45720,0.90890,33.66050,-10.06820,-10.06820,-194.46940,-445.45450,0.04170,0.52780,1.01070,89.04430,-19.76900,-28.66680,-8.88140,-10.73100,6.73730,-0.3564,0.1033
2023-06-30,80.87040,76.45450,4.41590,,70.74800,,72.35460,-67.93870,38.30350,-29.63520,1.50100,-31.13620,-31.13620,,-28.35440,-54.12190,-67.93870,55.04590,55.04590,-0.52000,-0.52000,1.95770,0.48310,1.23310,5.46050,-84.00940,-84.00940,-36.64530,-35.06150,0.04960,0.72350,0.84630,106.34260,-4.93930,-7.21520,-1.91100,-2.55310,10.05820,-2.00890,-0.91010
2023-03-31,53.63490,132.45460,-78.81970,,84.35370,,388.29420,-467.11390,-40.01210,-507.12590,-12.56390,-494.56210,-494.56210,,-485.80030,-450.17670,-467.11400,46.37240,46.37240,-4.94740,-4.94740,1.34010,0.49670,1.71950,-146.95620,-870.91490,-870.91510,-945.51560,-905.75490,0.02910,1.17590,0.75430,119.30870,-86.01740,-134.58850,-26.80300,-43.29440,11.11440,-2.7586,-2.7584
2022-12-31,74.62430,76.42410,-1.79980,,95.15890,,111.57040,-113.37020,-83.56560,-196.93580,-0.28160,-196.65410,-196.65410,,-192.86510,-99.42720,-113.37020,48.61130,48.61130,-3.98140,-3.98140,1.72810,0.34430,0.84410,-2.41170,-151.92120,-151.92120,-263.90290,-258.44800,0.03350,0.48450,0.96720,93.04730,-18.67360,-24.86370,-8.83140,-12.24360,21.27980,-1.8867,-1.9204
2022-09-30,90.30660,87.37900,2.92770,,103.97330,,137.66160,-134.73400,-36.65810,-171.39200,6.29820,-177.69020,-177.69020,,-169.94780,-118.78860,-134.73400,47.15920,47.15920,-3.60000,-3.60000,2.83590,0.38800,0.83170,3.24190,-149.19610,-149.19610,-189.78900,-188.18970,0.03460,0.53990,1.08890,82.64880,-14.24400,-18.28790,-6.81640,-8.71760,25.97490,-1.6888,-1.5385
2022-06-30,86.23110,87.32110,-1.09010,,85.24200,,1438.42690,-1439.51700,-192.31210,-1631.82900,2.93580,-1634.76500,-1634.76500,,-1631.31300,-1422.40600,-1439.51700,39.84680,39.84680,-40.95610,-40.95610,3.94050,0.43450,0.88570,-1.26410,-1669.37200,-1669.37200,-1892.39200,-1891.79300,0.03130,0.54260,1.13960,78.97510,-126.84370,-165.04090,-59.34730,-71.72710,30.89040,-2.76150,-2.80660
2022-03-31,87.98920,215.67760,-127.68840,,102.07550,,293.15940,-420.84780,-54.52410,-475.37190,-6.80700,-468.56490,-468.56490,,-465.37030,-396.16280,-420.84780,39.13240,39.13240,-12.00470,-10.53920,8.16070,0.29330,0.41760,-145.11840,-478.29500,-478.29510,-540.26190,-528.89500,0.01960,1.32270,1.14360,78.70060,-16.34040,-39.81570,-10.45980,-11.54780,72.70190,-2.6827,-2.6536
2021-12-31,111.86130,103.85490,8.00640,,98.08610,,127.00040,-118.99400,27.20280,-91.79130,-0.14520,-91.64610,-91.64610,,-86.43200,-95.22410,-118.99400,39.38180,39.38180,-2.22180,-2.22180,8.31010,0.26510,0.36460,7.15750,-106.37640,-106.37640,-82.05810,-77.26710,0.02230,0.35780,1.39710,64.41770,-2.78780,-6.36010,-1.83060,-2.04870,83.40380,-3.3597,-2.9065
2021-09-30,104.36350,160.87710,-56.51360,,112.57360,,114.56760,-171.08120,155.56020,-15.52100,-2.54760,-12.97340,-12.97340,,-8.78450,-148.71600,-171.08120,39.32750,39.32750,-0.23830,-0.23830,9.63060,0.26330,0.35960,-54.15080,-163.92820,-163.92820,-14.87210,-8.41720,0.02020,0.57320,1.41830,63.45780,-0.38470,-0.85980,-0.25160,-0.28340,85.73630,-1.7487,-2.0145
2021-06-30,110.90140,88.72420,22.17720,,102.34490,,175.01150,-152.83430,472.69680,319.86250,2.36120,317.50140,317.50140,,319.50670,-132.37180,-152.83430,38.40550,40.45460,8.30480,6.83930,10.44460,0.27150,0.37650,19.99720,-137.81100,-137.81100,288.42070,288.09990,0.01960,0.26470,1.27950,70.34010,9.40770,21.69390,5.59760,6.85320,85.84940,-3.33650,-3.74470
2021-03-31,116.03070,108.41510,7.61560,,132.39690,-1.30820,187.36590,-179.75030,-281.25710,-461.00740,3.79100,-464.79840,-464.79840,,-526.01160,-158.76840,-179.75030,37.16620,37.16620,-14.12990,-14.12990,9.98200,0.31090,0.45400,6.56340,-154.91620,-154.91620,-397.31510,-453.33830,0.02240,0.38870,1.65620,54.33980,-17.58980,-47.57730,-8.98770,-12.12080,69.01560,-1.9253,-2.1401
2020-12-31,117.06520,98.19630,18.86900,,125.90150,-10.54160,443.76700,-424.89800,-223.52520,-648.42320,-11.97300,-636.45010,-636.45010,,-694.11160,-398.93700,-424.89800,37.29090,37.29090,-18.61000,-18.61000,6.23640,0.12890,0.15110,16.11840,-362.95830,-362.95830,-553.89890,-592.92720,0.02420,0.32470,1.62830,55.27230,-19.81760,-43.64140,-13.14360,-17.26320,85.91520,-1.9082,-2.2891
2020-09-30,101.54420,81.96590,19.57830,,127.04620,-71.12510,232.97600,-213.39770,141.33050,-72.06720,0.41440,-72.48160,-72.48160,,-24.06820,-188.56280,-213.39770,37.15210,37.15210,-0.67560,-0.67560,7.06370,0.09310,0.10530,19.28050,-210.15260,-210.15260,-70.97130,-23.70220,0.02060,0.27400,1.69790,53.00760,-1.90470,-3.57820,-1.46880,-1.72740,102.28360,-3.3124,-3.9142
2020-06-30,79.66520,74.97900,4.68610,,119.82460,,129.05540,-124.36930,29.59300,-94.77620,-2.19190,-92.58430,-92.58430,,-78.28350,-99.80440,-124.36930,36.37630,36.37630,-2.16450,-2.16450,8.17690,0.08440,0.09660,5.88230,-156.11500,-156.11500,-118.96820,-98.26570,0.01610,0.26660,1.52130,59.15830,-2.47700,-4.57160,-1.87450,-2.26780,100.78470,-2.35130,-3.57200
2020-03-31,80.33770,138.32550,-57.98780,,289.15520,,679.92570,-737.91350,945.88170,207.96830,-84.76380,292.73220,292.73220,,341.09530,-708.02620,-737.91350,34.80380,34.80380,9.92600,9.92600,6.09710,0.08080,0.09110,-72.18000,-918.51430,-918.51420,258.86760,424.57670,0.01560,0.47050,1.18530,75.93030,7.62270,14.54370,5.67790,7.00680,109.68700,-4.7723,-6.7217
2019-12-31,93.76370,62.08760,31.67610,15.75430,144.82890,-2.46670,175.57300,-143.89700,32.82000,-111.07700,-17.00890,-94.06820,-94.06820,,-91.64610,-118.63710,-143.89700,34.85310,34.85310,-2.65200,-2.65200,7.58460,0.08840,0.10090,33.78290,-153.46770,-153.46770,-118.46490,-97.74160,0.01540,0.12020,1.13730,79.13430,-2.24540,-4.29050,-1.54320,-2.04690,119.91480,-4.0773,-7.752
2019-09-30,58.04200,65.39680,-7.35480,9.03210,182.75210,-1.94100,204.06180,-211.41660,-72.76900,-284.18560,-0.37350,-283.81210,-283.81210,,-283.48180,-190.06850,-211.41660,34.72270,34.72270,-8.18200,-8.18200,8.38010,0.09500,0.10750,-12.67150,-364.24760,-364.24760,-489.62060,-488.40800,0.00930,0.15090,0.71280,126.26880,-6.66260,-11.72090,-4.55450,-6.02960,122.29140,-4.4273,-9.4635
2019-06-30,67.65340,57.80690,9.84650,6.33600,145.59890,-9.85620,171.34600,-161.49950,-785.71310,-947.21250,10.71680,-957.92930,-957.92930,,-959.34020,-144.01000,-161.49950,34.67790,34.67790,-27.66000,-27.66000,10.36700,0.11790,0.13670,14.55430,-238.71600,-238.71600,-1400.09600,-1418.02200,0.01050,0.15570,0.88050,102.21860,-21.73970,-37.32260,-14.81880,-19.17710,129.70620,-3.41290,-7.98010
2019-03-31,47.93100,-3.89170,51.82270,5.55740,161.00900,-5.16730,179.23260,-127.40990,-105.75130,-233.16120,10.49220,-243.65340,-243.65340,,-253.14400,-109.48120,-127.40990,26.69970,26.69970,-6.50900,-7.71600,12.31620,0.10420,0.13060,108.11930,-265.81940,-265.81940,-486.45170,-528.14240,0.00720,-0.01500,0.58800,153.05910,-4.41560,-6.17550,-3.66200,-3.95560,163.49100,-7.7985,-14.3405
2018-12-31,62.79260,53.37760,9.41500,3.98010,117.11540,-3.41760,128.30490,-118.88990,176.27870,57.38870,0.78710,56.60160,56.60160,,51.09880,-113.07020,-118.88990,30.32820,31.59750,1.66300,2.87000,17.84770,0.09430,0.10660,14.99370,-189.33750,-189.33750,91.39410,81.37700,0.00960,0.32690,0.86980,103.46840,1.00840,1.37620,0.86640,0.91330,167.72780,-0.217,-1.947
2018-09-30,26.23100,52.24240,-26.01140,1.48790,131.57460,-5.79030,141.60430,-167.61570,-85.21890,-252.83460,0.21740,-253.05200,-253.05200,,-258.04390,-160.48980,-167.61570,22.17260,22.17260,-11.63400,-11.63400,0.64470,0.00360,0.49440,-99.16260,-638.99800,-638.99800,-963.87620,-983.73550,0.01150,0.39890,0.74820,120.29500,-17.96010,-53.08540,-11.10760,-17.89490,62.97110,-4.2207,-8.3919
2018-06-30,64.48390,31.94550,32.53840,0.58590,51.94130,-3.45110,58.32650,-25.78810,-46.83020,-72.61830,-2.11030,-70.50800,-70.50800,,-62.21470,-20.91110,-25.78810,20.01610,20.01610,-3.10000,-3.10000,6.83850,0.33530,0.50660,50.45970,-39.99160,-39.99160,-112.61460,-96.48100,0.03940,0.24100,2.99880,30.01190,-7.43000,-11.62860,-4.30700,-4.93850,47.13680,-2.61900,-8.56830
2018-03-31,32.47460,26.78950,5.68510,0.41470,40.40580,-1.73740,46.47690,-40.79180,-10.89280,-51.68460,-5.37440,-46.31030,-46.31030,,-51.85170,-37.03310,-40.79180,17.73020,17.73020,-2.89670,-2.89670,5.23510,0.00550,0.00680,17.50620,-125.61150,-125.61150,-159.15400,-159.66860,0.02900,0.29110,1.94280,46.32610,-4.77440,-7.17920,-4.13110,-4.74820,48.66390,-1.6588,-5.6827
2017-12-31,40.46870,25.85600,14.61270,0.22580,30.16820,-0.62170,35.09730,-20.48460,35.12800,14.64340,5.97650,8.66690,8.66690,,1.24570,-16.51680,-20.48460,18.20290,18.20290,0.07870,0.07870,12.80050,0.00710,0.00860,36.10870,-50.61830,-50.61830,36.18460,3.07810,0.04700,0.30330,5.66700,15.88140,1.08000,1.77750,1.00570,1.07230,42.02630,-0.8365,-3.3412
2017-09-30,38.20660,15.26700,22.93960,0.39420,18.41310,-0.82580,23.85480,-0.91520,0.19230,-0.72290,0.56410,-1.28700,-1.28700,,-1.06760,3.58060,-0.91520,16.72260,16.72260,-0.07980,-0.07980,10.50100,0.01080,0.01310,60.04090,-2.39540,-2.39540,-1.89210,-2.79430,0.06000,0.19670,7.06050,12.74710,-0.22050,-0.53590,-0.20200,-0.21810,34.58660,-0.529,-1.3009
2017-06-30,27.92070,13.27360,14.64720,0.09890,13.31890,-0.62170,17.80040,-3.15330,-0.07510,-3.22840,0.07660,-3.30500,-3.30500,,-3.21580,0.60760,-3.15330,16.38840,16.38840,-0.22300,-0.22300,13.15700,0.01190,0.01450,52.45980,-11.29370,-11.29370,-11.56270,-11.51750,0.05050,0.23870,5.79280,15.53660,-0.65080,-1.76110,-0.59760,-0.64300,30.85140,-0.56230,-1.00480
2017-03-31,11.07500,,11.07500,,,,,11.07500,,11.07500,,11.07500,-15.92400,0.00000,-15.92400,11.07500,11.07500,14.70600,14.70600,-1.10000,-1.10000,10.05980,0.01390,0.01680,100.00000,100.00000,100.00000,100.00000,-143.78330,0.02150,,2.50000,36.00000,-3.40030,-9.90170,-3.08480,-3.35320,,-1.4034,-2.924
