Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.04800,,0.04800,2.17100,1.33700,,,-3.46000,0.18500,-3.27500,-3.27500,-3.27500,-3.27500,-3.40600,-3.46000,0.48050,0.48050,-6.80270,-6.80270,4.63120,0.07790,0.11530,100.00000,-7208.33300,-7208.33300,-6822.91700,-6822.91700,0.00480,9.60000,9.37500,-43.55040,-43.55050,-32.54170,-40.15940,15.64990,-7.1215,-7.1215
2021-12-31,0.02500,,0.02500,3.14600,1.71400,,,-4.83500,0.01400,-4.82100,-4.82100,-4.82100,-4.82100,-4.78000,-4.83500,0.48050,0.48050,-10.03400,-10.03400,5.10970,0.06050,0.08410,100.00000,-19340.00000,-19340.00000,-19284.00000,-19284.00000,0.00180,5.00000,18.00000,-44.49060,-44.49060,-34.40130,-41.79820,22.55090,1764.7998,1764.7998
2021-09-30,,,,2.78000,2.04200,,,-4.82200,-0.22300,-5.04500,-5.04500,-5.04500,-5.04500,-4.77000,-4.82200,0.00240,0.00240,-2108.84400,-2108.84400,10.22610,0.04680,0.06160,,,,,,,,,-32.60100,-32.60100,-28.28550,-31.07480,32.20510,-1780.66200,-1780.66200
2021-06-30,0.00200,0.00100,0.00100,2.32000,1.53500,,3.85500,-3.85400,-0.14900,-4.00300,-4.00300,-4.00300,-4.00300,-3.80200,-3.85400,0.25250,0.25250,13.60540,13.60540,15.05330,,0.01060,50.00000,-192699.60000,-192699.60000,-200149.60000,-200149.60000,0.00010,0.08000,1124.99800,-20.00500,-20.00500,-18.72400,-20.00500,41.64290,-23.3141,-22.8923
2021-03-31,0.00100,0.00700,-0.00600,2.75800,1.02900,,3.78700,-3.79300,-0.11600,-3.90900,-3.90900,-3.90900,-3.90900,-3.72600,-3.79300,0.27910,0.27910,-13.94560,-13.94560,5.07650,0.00490,0.02400,,,,,,0.00010,0.10000,899.99990,-35.76390,-35.76400,-29.11080,-35.58810,455.87260,-5.0079,-4.9324
2020-12-31,0.00100,-0.01900,0.02000,1.16800,2.11100,,3.27900,-3.25900,0.00700,-3.25200,-3.25200,-3.25200,-3.25200,-3.19200,-3.25900,0.25280,0.25280,-12.92520,-12.92520,18.46340,0.00730,0.02130,,,,,,0.00010,0.04760,1890.00000,-22.23590,-22.23590,-20.96440,-22.07290,644.91800,13.7354,15.0184
2020-09-30,0.05500,0.13400,-0.07900,0.77400,1.83700,,2.61100,-2.69000,-0.02800,-2.71800,-2.71800,-2.71800,-2.71800,-2.64500,-2.69000,0.06520,0.06520,-41.66670,-41.66670,7.90580,0.02040,0.04640,-143.63640,-4890.90900,-4890.90900,-4941.81800,-4941.81800,0.00620,3.05560,29.45460,-35.13440,-35.13440,-30.48450,-34.41810,118.74060,-36.22390,-38.87930
2020-06-30,-0.03600,0.04800,-0.08400,1.17400,1.63500,,2.80900,-2.89300,-0.04200,-2.93500,-2.93500,-2.93500,-2.93500,-2.85300,-2.89300,0.00030,0.00030,-14057.14000,-14057.14000,9.51500,0.02040,0.03960,233.33330,8036.11100,8036.10900,8152.77500,8152.77800,-0.00310,-0.61020,-147.50000,-28.66770,-28.66770,-25.33010,-28.08340,2049.65000,-658.3148,-661.6237
2020-03-31,0.02800,0.04700,-0.01900,0.80500,1.28700,,2.09200,-2.11100,0.00900,-2.10200,-2.10200,-2.10200,-2.10200,-2.06300,-2.11100,0.00030,0.00030,-6675.68000,-6675.68000,,,,-67.85710,-7539.28500,-7539.28500,-7507.14300,-7507.14300,,,,,,,,,-809.8225,-824.9834
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2019-09-30,0.03300,0.02600,0.00700,0.42300,0.75000,,1.17300,-1.16600,0.01900,-1.14700,-1.14700,-1.14700,-1.14700,-1.11500,-1.16600,0.05050,0.05050,-22.78910,-22.78910,,,,21.21210,-3533.33300,-3533.33300,-3475.75800,-3475.75800,,,,,,,,,-10.79270,-10.77290
2017-09-30,0.69340,1.03210,-0.33880,1.11030,0.55040,-0.17450,1.87480,-2.21350,-0.05840,-2.27200,-2.27200,-2.27200,-2.27200,-2.21350,-2.21350,0.03440,0.03440,-56.62980,-56.62980,11.78580,,,-48.86110,-319.24830,-319.24830,-327.67650,-327.67650,0.04280,0.17310,519.80640,-15.32280,-15.32280,-14.02660,-15.32280,368.75430,-59.70960,-60.62820
2016-09-30,4.39240,1.05980,3.33260,1.90810,0.43060,-0.18800,2.58210,0.75050,-0.18800,0.56250,0.56250,0.56250,0.56250,0.75050,0.75050,0.02870,0.02870,19.38680,15.30540,21.70890,,,75.87160,17.08660,17.08660,12.80640,12.80640,0.28000,0.87950,102.33350,3.75960,3.75960,3.58520,3.75960,520.89670,-121.02120,-121.25880
2016-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2016-03-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2015-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2014-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2014-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2013-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
