Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-10-31,845.08900,258.90100,586.18800,578.41700,-0.70000,579.11700,7.07100,-5.82200,1.24900,-3.59500,4.84400,,4.84400,,4.84400,39.85100,7.07100,22.21770,22.39030,0.22000,0.22000,0.69260,0.54460,1.19590,69.36410,0.83670,0.83670,0.14780,0.57320,0.38540,1.28220,21.18120,4.24900,1.09920,1.16360,0.22090,0.50060,19.81370,-0.19630,-1.93000
2024-07-31,894.38700,272.15090,622.23600,600.02000,,600.01960,22.21640,-5.74100,16.47500,-1.66400,18.13900,,18.13900,,18.13900,54.82140,22.21640,22.19200,22.32000,0.80000,0.80000,0.61250,0.51990,1.08280,69.57120,2.48400,2.48400,1.84200,2.02810,0.41380,1.50390,22.81370,3.94500,4.12110,4.36320,0.83920,1.97870,19.82380,3.0912,1.1181
2024-04-30,817.13500,245.07000,572.06500,563.70500,-22.94200,591.33700,-19.27200,-5.18700,-24.45900,-15.26000,-9.19900,,-9.19900,,-9.19900,17.37600,-19.27200,22.20200,22.20200,-0.41000,-0.41000,0.62530,0.52540,1.10700,70.00860,-2.35850,-2.35850,-2.99330,-1.12580,0.37880,1.39820,14.46050,6.22380,-2.15660,-2.28790,-0.42650,-1.02350,19.21230,1.7042,0.3734
2024-01-31,935.40100,314.85100,620.55000,589.78800,,589.78800,30.76200,-5.06700,25.69500,-0.83900,26.53400,,26.53400,,26.53400,62.14300,30.76200,22.19680,22.29550,1.20000,1.19000,0.58360,0.49470,0.97900,66.34050,3.28860,3.28860,2.74700,2.83660,0.42810,1.82310,22.52680,3.99520,5.74370,6.13110,1.21430,2.90230,20.80830,3.4849,2.2897
2023-10-31,823.83900,255.55900,568.28000,556.86700,,556.86700,11.41300,-4.93800,6.47500,1.01900,5.45600,,5.45600,,5.45600,41.70200,11.41300,22.16590,22.26370,0.25000,0.25000,0.62280,0.50810,1.03280,68.97950,1.38530,1.38530,0.78600,0.66230,0.37120,1.23300,25.57080,3.51960,1.18540,1.26580,0.24580,0.58320,20.74610,-0.70950,-1.81800
2023-07-31,836.73220,257.33090,579.40140,538.05490,-0.10900,538.16410,41.23720,-4.53000,36.70700,-0.75500,37.46200,,37.46200,,37.46200,72.53520,41.23730,22.16800,22.26500,1.69000,1.68000,0.57730,0.46170,0.85770,69.24570,4.92840,4.92840,4.38690,4.47720,0.37720,1.35890,25.73930,3.49660,7.74290,8.22060,1.68890,4.16830,21.83950,4.4532,2.7237
2023-04-30,832.68900,262.19100,570.49800,539.81800,-13.89000,553.70800,16.79000,-4.53600,12.25400,-1.71400,13.96800,,13.96800,,13.96800,46.85100,16.79000,22.15200,22.25450,0.63000,0.63000,0.60780,0.48400,0.93810,68.51270,2.01640,2.01640,1.47160,1.67750,0.37620,1.41870,25.95180,3.46800,2.94770,3.12420,0.63100,1.52090,21.39120,2.2647,0.5252
2023-01-31,933.86800,326.55500,607.31300,568.34200,,568.34200,38.97100,-4.40800,34.56300,4.07200,30.49100,,30.49100,,30.49100,68.15590,38.97100,22.17330,22.25180,1.38000,1.37000,0.65570,0.48280,0.93340,65.03200,4.17310,4.17310,3.70110,3.26500,0.41380,1.74390,25.57630,3.51890,6.26750,6.61940,1.35110,3.24160,21.96280,4.5579,3.3409
2022-10-31,839.51900,281.54000,557.97900,534.36000,,534.36000,23.61900,-3.53200,20.08700,2.95800,17.12900,,17.12900,,17.12900,52.02500,23.61900,22.19400,22.29300,0.77000,0.77000,0.70550,0.49800,0.99210,66.46410,2.81340,2.81340,2.39270,2.04030,0.36710,1.21870,25.48400,3.53160,3.51350,3.71050,0.74900,1.76370,21.96450,-0.02690,-0.99640
2022-07-31,830.39980,273.42410,556.97580,524.00400,,524.00390,32.97180,-2.62000,30.35200,-3.01200,33.36400,,33.36400,,33.36400,62.86480,32.97190,23.16400,23.24600,1.47000,1.47000,0.63160,0.45280,0.82770,67.07320,3.97060,3.97060,3.65510,4.01780,0.36180,1.28220,23.93290,3.76050,6.52300,6.87100,1.45380,3.56940,22.95580,4.2395,2.6004
