Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,0.89730,1.03510,,-1.93240,0.26420,-1.66820,,-1.66820,-1.66820,-1.66820,-1.88100,-1.93240,3.22200,3.22200,-0.52000,-0.52000,1.29060,,,,,,,,,,-58.18470,-218.65170,-31.91090,-58.18480,0.88300,-0.2572,-0.2572
2024-03-31,,,,1.17630,1.04410,,-2.22050,0.34520,-1.86050,0.00080,-1.86130,-1.86130,-1.86130,-2.17510,-2.22050,3.19300,3.19300,-0.58000,-0.58000,1.97250,,,,,,,,,,-43.04320,-84.80260,-28.74620,-43.04320,1.34460,-0.5107,-0.5107
2023-12-31,,,,0.70450,1.15300,,-1.85740,0.17900,-1.67850,,-1.67850,-1.67850,-1.67850,-1.81240,-1.85740,3.12800,3.12800,-0.54000,-0.54000,2.72600,,,,,,,,,,-28.71660,-45.48460,-21.43130,-28.71660,1.84730,-0.44970,-0.44970
2023-09-30,,,,0.95340,1.41630,,-2.36970,0.64930,-1.72030,,-1.72030,-1.72030,-1.72030,-2.32370,-2.36970,2.85900,2.85900,-0.54000,-0.54000,3.53310,,,,,,,,,,-24.40620,-35.33420,-19.35050,-24.40620,2.29230,-0.5579,-0.5579
2023-06-30,,,,1.02560,1.03860,,-2.06420,0.07930,-1.98490,,-1.98490,-1.98490,-1.98490,-1.98120,-2.06420,2.93100,2.93100,-0.68000,-0.68000,4.52210,,,,,,,,,,-25.28390,-35.16110,-21.07230,-25.28390,2.63270,-0.5846,-0.5846
2023-03-31,,,,1.45820,0.95240,,-2.41060,0.07700,-2.33350,0.00080,-2.33430,-2.33430,-2.33430,-2.38330,-2.41060,2.85300,2.85300,-0.82000,-0.82000,5.19530,,,,,,,,,,-25.93740,-34.48420,-21.87050,-25.93740,3.13980,-0.497,-0.497
2022-12-31,,,,1.35730,1.02100,,-2.37830,0.04350,-2.33480,,-2.33480,-2.33480,-2.33480,-2.35110,-2.37830,2.62700,2.62700,-0.89000,-0.89000,7.09670,,,,,,,,,,-22.72670,-29.12130,-19.99880,-22.72670,3.71480,-0.68180,-0.68180
2022-09-30,,,,1.79390,1.04240,,-2.83630,0.02240,-2.81390,,-2.81390,-2.81390,-2.81390,-2.80740,-2.83630,2.09600,2.09600,-1.16220,-1.16220,4.24700,,,,,,,,,,-29.96300,-39.57630,-24.30870,-29.96300,3.94590,-2.8482,-2.8483
2022-06-30,,,,4.54750,1.25000,,-5.79750,0.01050,-5.78700,,-5.78700,-5.78700,-5.78700,-5.76790,-5.79750,2.20950,2.20950,-2.58920,-2.58920,2.68330,,,,,,,,,,-48.88790,-60.71880,-32.99100,-48.88790,5.35740,-1.1812,-1.1816
2022-03-31,,,,3.04280,1.53240,,-4.57520,0.00670,-4.56850,0.00080,-4.56930,-4.56930,-4.56930,-4.54540,-4.57520,1.98160,1.98160,-2.30930,-2.30930,5.39690,,,,,,,,,,-26.83980,-31.09940,-22.39020,-26.83980,7.70500,-0.1479,-0.1484
2021-12-31,,,,3.95100,1.21070,,-5.16170,0.78300,-4.37870,,-4.37870,-4.37870,-4.37870,-5.13200,-5.16170,1.90800,1.90800,-2.30930,-2.30930,5.66260,,,,,,,,,,-41.50700,-53.44950,-35.47400,-41.50700,5.46070,-1.68110,-1.68280
2021-09-30,,,,4.12780,1.35680,,-5.48450,1.79850,-3.68600,,-3.68600,-3.68600,-3.68600,-5.45560,-5.48450,1.72590,1.72590,-2.02940,-2.02940,8.28900,,,,,,,,,,-28.22760,-34.52670,-25.27340,-28.22760,6.87330,-0.8891,-0.8886
2021-06-30,,,,4.46430,1.60820,,-6.07260,1.31310,-4.75950,,-4.75950,-4.75950,-4.75950,-6.04140,-6.07260,1.89370,1.89370,-2.51920,-2.51920,14.57530,,,,,,,,,,-30.11630,-35.52910,-28.20060,-30.11630,8.34290,-0.9026,-0.9042
2021-03-31,,,,7.97530,1.53510,,-9.51040,7.25120,-2.25920,0.00080,-2.26000,-2.26000,-2.26000,-9.48060,-9.51040,1.66350,1.66350,-1.32960,-1.32960,4.63590,,,,,,,,,,-11.72630,-13.42050,-9.41590,-11.72630,10.18110,-4.0759,-4.0776
2020-12-31,,,,1.37970,1.23410,,-2.61380,-0.02380,-2.63760,,-2.63760,-2.63760,-2.63760,-2.58500,-2.61380,1.46870,1.46870,-1.81950,-1.81950,8.45980,,,,,,,,,,-33.45010,-38.79300,-25.63090,-28.49180,6.15630,-2.04980,-2.05050
2020-09-30,0.00050,0.00230,-0.00180,1.15480,0.85390,2.00870,-2.01050,-0.00400,-2.01450,,-2.01450,-2.01450,-2.01450,-1.98150,-2.01050,1.22990,1.22990,-1.53950,-1.53950,5.29720,,,,,,0.00000,,0.00570,15739.78000,-30.37920,-30.40940,-18.71800,-22.11760,6.62900,-1.4371,-1.4332
2020-06-30,0.11000,0.00150,0.10850,1.14390,0.73310,1.87690,-1.76840,0.00270,-1.76580,,-1.76580,-1.76580,-1.76580,-1.74490,-1.76840,1.26610,1.26610,-1.39960,-1.39960,6.32790,98.66160,-1607.88600,-1607.88600,-1605.45800,-1605.45800,0.01230,,1.94760,46.20990,-33.05350,-33.37070,-19.78940,-22.63740,6.15940,-1.0475,-1.046
2020-03-31,0.11050,0.01000,0.10050,0.50280,1.11390,1.61680,-1.51630,0.02660,-1.48960,,-1.48960,-1.48960,-1.48960,-1.51360,-1.51630,1.24890,1.24890,-1.18960,-1.18960,12.82700,90.91810,-1371.97500,-1371.97500,-1347.89200,-1347.89200,0.01450,,1.31420,68.48050,-21.49260,-21.49250,-19.51670,-21.49250,5.47490,-0.833,-0.82
2019-12-31,0.10780,0.00380,0.10400,0.52800,0.68170,1.20970,-1.10570,0.01210,-1.09350,0.00080,-1.09430,-1.09430,-1.09430,-1.10330,-1.10570,1.07230,1.07230,-1.04970,-1.04970,6.85520,96.49540,-1025.67900,-1025.67900,-1014.40900,-1015.15100,0.02120,,0.98360,91.50280,-25.84820,-25.84820,-21.50240,-25.84820,3.94810,-0.73650,-0.71550
2019-09-30,0.41040,,0.41040,0.22440,0.64990,,-0.56530,-0.02380,-0.58900,,-0.58900,-0.58900,-0.58900,-0.56530,-0.56530,0.71960,0.71960,0.14000,0.14000,12.22770,75.31840,-137.74530,-137.74520,-143.54070,-143.54070,0.07180,,1.89020,47.61340,-11.20690,-11.20690,-10.30210,-11.20690,4.90160,6.322,6.2963
2019-06-30,0.00050,,0.00050,0.50290,0.81790,,-1.32040,0.02630,-1.29400,,-1.29400,-1.29400,-1.29400,-1.31880,-1.32040,0.61700,0.61700,-2.09940,-2.09940,7.01840,,,,,,0.00010,,0.00140,,-20.82870,-20.82870,-17.90360,-20.82870,5.79360,-4.6347,-4.6057
2019-03-31,,,,0.11170,0.42910,,-0.54080,0.01190,-0.52880,,-0.52880,-0.52880,-0.52880,-0.54030,-0.54080,0.46300,0.46300,-1.11970,-1.11970,9.23400,,,,,,,,,,-6.39490,-6.39490,-5.77890,-6.39490,65.11910,-0.8615,-0.8648
2018-12-31,,,,0.25740,0.14840,,-0.40570,0.04090,-0.36480,,-0.36480,-0.36480,-0.36480,-0.40530,-0.40570,0.46300,0.46300,-0.76980,-0.76980,18.44700,,,,,,,,,,12.80390,-11.35010,-10.73620,-11.35010,6.94280,-0.82580,-0.82580
2018-09-30,0.12730,0.20440,-0.07710,0.66430,1.18110,1.84540,-1.92250,0.04870,-1.87380,,-1.87380,-1.87380,-1.87380,-1.73500,-1.92250,0.06830,0.06830,3.84830,3.84830,21.59770,-60.57030,-1510.11000,-1510.11000,-1471.86800,-1471.86900,0.01080,0.91150,3.08660,29.15830,-16.60230,-16.60230,-15.90700,-16.60230,88.87640,-66.0478,-71.6342
2018-06-30,,,,0.29820,0.12380,,-0.42200,0.01020,-0.41180,,-0.41180,-0.41180,-0.41180,-0.51710,-0.42200,0.46300,0.46300,-0.90970,-0.90970,28.05940,,,,,,,,,,-3.32490,-3.32490,-3.21720,-3.32490,97.53910,69.2575,74.9931
2018-03-31,0.06410,0.14000,-0.07600,0.49390,0.77400,1.26790,-1.34390,-0.00870,-1.35250,,-1.35250,-1.35250,-1.35250,-1.29730,-1.34390,0.03580,0.03580,-37.78110,-37.78110,7.24110,-118.64580,-2098.07200,-2098.07200,-2111.60800,-2111.60800,0.01200,0.68190,1.02000,88.23800,-28.53460,-28.53460,-25.37700,-28.53460,926.43490,-38.7784,-43.5578
