,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-24,2024-08-31,$0.45,$0.46
1,2024-06-27,2024-05-31,$0.45,$0.47
2,2024-04-04,2024-02-29,$0.35,$0.36
3,2024-01-04,2023-11-30,$0.38,$0.40
4,2023-10-24,2023-08-31,$0.42,$0.41
5,2023-06-29,2023-05-31,$0.39,$0.40
6,2023-04-05,2023-02-28,$0.28,$0.29
7,2023-01-05,2022-11-30,$0.39,$0.40
8,2022-10-21,2022-08-31,$0.27,$0.33
9,2022-06-30,2022-05-31,$0.35,$0.44
10,2022-04-06,2022-02-28,$0.28,$0.36
11,2022-01-05,2021-11-30,$0.35,$0.43
12,2021-10-22,2021-08-31,$0.26,$0.29
13,2021-07-01,2021-05-31,$0.29,$0.43
14,2021-04-07,2021-02-28,$0.22,$0.25
15,2021-01-06,2020-11-30,$0.20,$0.29
16,2020-10-26,2020-08-31,$0.16,$0.20
17,2020-07-08,2020-05-31,$0.14,$0.21
18,2020-04-06,2020-02-29,$0.21,$0.21
19,2020-01-09,2019-11-30,$0.21,$0.22
20,2019-10-29,2019-08-31,$0.16,$0.07
21,2019-07-02,2019-05-31,$0.14,$0.16
22,2019-04-04,2019-02-28,$0.14,$0.15
23,2019-01-03,2018-11-30,$0.19,$0.18
24,2018-10-24,2018-08-31,$0.13,$0.15
25,2018-07-10,2018-05-31,$0.10,$0.10
26,2018-04-10,2018-02-28,$0.14,$0.20
27,2018-01-09,2017-11-30,$0.16,$0.14
