Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,232.93300,182.69300,50.24000,64.07500,-0.00300,67.58200,-17.34200,-5.87200,-23.21400,2.79300,-26.00700,-26.00700,-14.35800,-70.47500,-14.04200,-17.34200,8.28200,8.28200,-8.51000,-8.51000,0.67560,-0.09770,-0.08900,21.56840,-7.44510,-7.44510,-9.96600,-30.25550,0.33430,5.40720,16.64440,1.92530,1.82590,-3.73240,2.11340,-163.06320,-2.5844,-2.6644
2024-06-30,225.99100,177.68100,48.31000,70.21700,-0.01400,85.85900,-37.54900,-1.89700,-39.44600,-0.18700,-39.25900,-39.25900,-18.43900,-71.39000,-22.16000,-37.54900,8.25300,8.25300,-8.65000,-8.65000,0.75230,-0.09900,-0.09000,21.37700,-16.61530,-16.61530,-17.45470,-31.58980,0.25190,6.29050,14.30740,3.00420,2.83900,-4.37540,3.30140,-157.84780,-3.3178,-3.4161
2024-03-31,245.09500,196.87400,48.22100,66.82200,0.00300,71.32300,-23.10200,29.45300,6.35100,0.66300,5.68800,5.68800,-9.86500,-28.51800,-18.54000,-23.10200,8.07900,8.07900,-3.53000,-3.53000,0.77370,-0.05560,-0.05260,19.67440,-9.42570,-9.42570,2.59120,-11.63550,0.22180,6.13690,14.66540,-0.45100,-0.42080,0.51470,-0.47610,-153.35750,-6.03010,-6.03800
2023-12-31,292.87100,264.86400,28.00700,64.80800,-4.98600,73.94180,-45.93480,-15.30200,-61.23700,1.59000,-62.82700,-62.82700,-397.74500,-242.33200,144.19320,-45.93480,7.95400,7.95400,-30.53000,-30.53000,0.78270,-0.05540,-0.29300,9.56290,-15.68430,-15.68430,-20.90920,-82.74360,0.23900,7.49340,12.01060,4.97070,4.62920,-5.12670,5.24630,-156.93360,-42.5111,-42.5461
2023-09-30,269.39900,226.43800,42.96100,72.53200,-22.42100,505.73600,-462.77500,-19.91500,-482.69000,-3.38500,-479.30500,-479.30500,-67.84300,-646.35700,-75.21300,-462.77500,7.97700,7.97700,-81.03000,-81.03000,1.04450,,-0.33610,15.94700,-171.78050,-171.78050,-179.17290,-239.92560,0.13100,8.24780,10.91200,45.51500,41.70700,-23.31520,45.51500,-131.93070,-209.343,-209.3715
2023-06-30,297.98200,245.16000,52.82200,70.28000,,76.23600,-23.41400,-9.17000,-32.58400,-0.89200,-31.69200,-31.69200,-56.93500,-125.00500,-17.27900,-23.41400,7.96200,7.96200,-15.70000,-15.70000,1.05940,,-0.69760,17.72660,-7.85750,-7.85750,-10.93490,-41.95050,0.06780,10.78360,8.34600,7.27370,3.38530,-0.72140,7.27370,-54.65450,-13.0249,-13.0896
2023-03-31,300.55000,260.12000,40.43000,79.51800,,85.30200,-44.87200,-7.78700,-52.65900,1.25900,-53.91800,-53.91800,-115.54300,-186.90500,-34.98100,-44.87200,7.89400,7.89400,-23.68000,-23.68000,0.94010,,-0.89400,13.45200,-14.93000,-14.93000,-17.52090,-62.18770,0.06200,2.39980,37.50350,15.85880,4.01670,-1.11220,15.85880,-42.92630,-77.91030,-78.14630
2022-12-31,551.42500,519.29100,32.13400,185.73100,-0.00100,218.21000,-186.07600,-6.38600,-192.46200,-4.22800,-188.23400,-188.23400,-480.32700,-691.17700,-171.91610,-186.07600,7.85430,7.85430,-88.00000,-88.00000,0.96680,,-1.51600,5.82740,-33.74460,-33.74460,-34.90270,-125.34380,0.11820,28.16840,3.19510,93.88700,26.63080,-4.03500,93.88700,-25.44940,15.6496,14.8965
2022-09-30,193.36300,152.15000,41.21300,85.56600,-0.01100,137.14000,-95.92700,-4.90300,-100.83000,3.40100,-104.23100,-104.23100,-165.89900,-326.52400,34.75200,-95.92700,7.87100,7.87100,-41.48000,-41.48000,0.81130,,0.82340,21.31380,-49.60980,-49.60980,-52.14550,-168.86580,0.04190,1.60480,56.08110,-28.23590,15.90330,-2.25990,-28.23590,46.88180,-78.1897,-79.0046
2022-06-30,149.34000,130.79300,18.54700,78.99700,,90.06600,-71.51900,-0.33500,-71.85800,2.90400,-74.76200,-74.76200,-176.56800,-284.12700,-58.29000,-71.51900,7.86500,7.86500,-36.13000,-36.13000,0.87040,,,12.41930,-47.89010,-47.89010,-48.11710,-190.25510,0.02840,1.03080,87.31100,-10.96250,15.91640,-1.42100,-10.96250,86.69420,30.7147,29.4867
2022-03-31,613.26300,594.24800,19.01500,159.11700,,178.87800,-159.86300,-0.40900,-160.27200,3.24200,-163.51400,-163.51400,-17.11500,-204.17200,-140.10200,-159.86300,7.85960,7.85960,-25.60000,-25.60000,0.97220,,,3.10060,-26.06760,-26.06760,-26.13430,-33.29270,0.11630,4.29770,20.94130,-17.09100,79.62970,-3.09980,-17.09100,121.68350,61.67740,60.97870
2021-12-31,380.22300,359.82000,20.40300,187.79700,,197.15500,-176.75200,-0.94700,-177.69900,-8.29500,-169.40400,-169.40400,-646.76100,-817.30800,-167.24900,-176.75200,7.85870,7.85870,-104.00000,-104.00000,0.72700,,0.13540,5.36610,-46.48640,-46.48640,-46.73550,-214.95490,0.10570,3.84520,23.40570,-14.79360,740.82490,-4.70780,-14.79360,145.73060,-19.1422,-20.3876
2021-09-30,1078.65700,1050.94300,27.71400,309.79000,,323.99500,-296.28100,-0.36800,-296.64900,0.07300,-296.72200,-296.72200,,-300.66400,-282.07600,-296.28100,7.87970,7.87970,-38.40000,-38.40000,1.12130,,,2.56930,-27.46760,-27.46760,-27.50170,-27.87390,0.30170,10.87180,8.27830,-15.31700,-39.91500,-8.29970,-15.31700,246.72490,-217.5341,-214.9127
2021-06-30,1113.84000,904.63000,209.21000,261.06000,,268.25500,-59.04500,-4.14200,-63.18700,-19.46400,-43.72300,-43.72300,,-44.51800,-51.85000,-59.04500,2.01180,2.01180,-22.40000,-22.40000,1.53300,,,18.78280,-5.30100,-5.30100,-5.67290,-3.99680,0.30940,11.96570,7.52150,-2.03360,-3.30590,-1.21460,-2.03360,274.89920,51.0187,48.1781
2021-03-31,874.55800,684.57000,189.98800,208.24000,,212.82100,-22.83300,-0.54600,-23.37900,1.16600,-24.54500,-24.54500,,-25.16200,-18.25200,-22.83300,1.75220,1.75220,-14.40000,-14.40000,,,,21.72390,-2.61080,-2.61080,-2.67320,-2.87710,,,,,,,,,196.09940,193.69390
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-6.6535,-5.9605
2020-09-30,352.12000,311.31900,40.80100,97.37900,,100.05700,-59.25600,,-59.25600,,-59.25600,-59.25600,,-59.25600,-56.57800,-59.25600,1.70420,1.70420,-34.40000,-34.40000,,,,11.58720,-16.82840,-16.82840,-16.82840,-16.82840,,,,,,,,,-44.6239,-45.129
2020-06-30,296.85600,233.18000,63.67600,88.82700,,90.91200,-27.23600,,-27.23600,-9.16200,-18.07400,-18.07400,,-18.07400,-27.23600,-27.23600,1.69750,1.69750,-10.40000,-10.40000,,,,21.45010,-9.17480,-9.17480,-9.17480,-6.08850,,,,,,,,,51.2774,51.0895
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
