,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,$0.31,$0.32
1,2024-08-08,2024-06-30,--,$0.32
2,2024-05-02,2024-03-31,--,$0.52
3,2024-02-08,2023-12-31,--,$0.48
4,2023-11-02,2023-09-30,--,$0.29
5,2023-08-03,2023-06-30,--,$0.29
6,2023-05-04,2023-03-31,--,$0.23
7,2023-02-09,2022-12-31,$0.51,$0.61
8,2022-11-03,2022-09-30,$0.69,$0.75
9,2022-08-04,2022-06-30,$0.49,$0.35
10,2022-05-04,2022-03-31,$0.17,$0.16
11,2022-02-09,2021-12-31,$0.55,$0.42
12,2021-11-03,2021-09-30,$0.79,$0.68
13,2021-08-04,2021-06-30,$0.53,$0.50
14,2021-05-05,2021-03-31,$0.20,$0.26
15,2021-02-03,2020-12-31,--,$0.56
16,2020-11-04,2020-09-30,--,$0.76
17,2020-08-04,2020-06-30,--,$0.50
18,2020-05-07,2020-03-31,--,$0.13
19,2020-02-04,2019-12-31,--,$0.47
20,2019-10-29,2019-09-30,--,$0.68
21,2019-07-30,2019-06-30,--,$0.32
22,2019-04-30,2019-03-31,$0.24,$0.21
23,2019-02-05,2018-12-31,$0.42,$0.39
24,2018-10-31,2018-09-30,$0.56,$0.55
25,2018-07-31,2018-06-30,$0.28,$0.22
26,2018-05-02,2018-03-31,$0.21,$0.22
27,2018-02-06,2017-12-31,$0.34,$0.39
28,2017-11-01,2017-09-30,$0.50,$0.46
29,2017-08-01,2017-06-30,$0.25,$0.22
30,2017-05-03,2017-03-31,$0.19,$0.18
31,2017-02-01,2016-12-31,$0.29,$0.33
32,2016-11-02,2016-09-30,$0.43,$0.45
33,2016-08-02,2016-06-30,$0.20,$0.24
34,2016-05-03,2016-03-31,$0.13,$0.17
35,2016-02-03,2015-12-31,$0.27,$0.25
36,2015-11-02,2015-09-30,$0.37,$0.38
37,2015-08-03,2015-06-30,$0.18,$0.15
38,2015-05-04,2015-03-31,$0.19,$0.12
39,2015-02-02,2014-12-31,$0.40,$0.35
