Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.79900,0.21000,0.58900,0.79600,0.88900,-5.31200,6.99700,-6.40800,0.16900,-6.23900,-6.23900,-6.23900,,-6.23900,-6.07600,-6.40800,0.89630,0.89730,-6.96000,-6.96000,3.04420,,0.02400,73.71710,-802.00240,-802.00240,-780.85100,-780.85100,0.07070,0.45360,2.35000,38.29790,-111.79010,-112.13160,-55.19770,-111.79000,4.15610,-1.2881,-1.1656
2024-06-30,0.85900,0.22400,0.63500,1.67700,1.32800,-0.34000,3.34500,-2.71000,0.50600,-2.20400,-2.20400,-2.20400,,-2.20400,-2.30300,-2.71000,0.63120,0.69790,-3.49000,-3.61000,1.94010,,0.02720,73.92320,-315.48310,-315.48310,-256.57740,-256.57740,0.05620,0.50340,1.97930,45.47150,-24.91520,-24.96890,-14.40900,-24.91520,11.82080,8.7713,9.0689
2024-03-31,0.68700,0.22300,0.46400,2.01900,1.36900,-0.27300,3.66100,-3.19700,2.31100,-0.88600,-0.88600,-0.88600,,-0.88600,-2.77700,-3.19700,0.08630,0.17230,-10.00000,-22.00000,1.83810,,0.02350,67.54000,-465.35660,-465.35660,-128.96650,-128.96650,0.03910,0.31540,1.42240,63.27510,-8.92610,-8.94410,-5.04530,-8.92610,38.86450,-15.86150,-16.86550
2023-12-31,0.90200,0.44500,0.45700,1.84000,1.15500,-0.18500,3.18000,-2.72300,0.40200,-2.32100,-2.32100,-2.32100,,-2.32100,-2.27500,-2.72300,0.01870,0.02180,-144.48000,38.51000,1.90360,,0.00520,50.66520,-301.88470,-301.88460,-257.31700,-257.31700,0.05870,0.50110,1.31680,68.34810,-26.45920,-26.52270,-15.10580,-26.45920,329.73720,-148.387,-150.6521
2023-09-30,0.67800,0.11700,0.56100,2.52500,1.24900,-0.40100,4.17500,-3.61400,0.42400,-3.19000,-3.19000,-3.19000,,-3.19000,-3.15100,-3.61400,0.02100,0.02200,-151.61000,-161.21000,2.09420,,0.00670,82.74340,-533.03850,-533.03850,-470.50150,-470.50150,0.04370,0.13800,2.61780,34.38050,-29.84380,-29.90530,-20.56470,-29.84380,508.03230,-135.6627,-141.3373
2023-06-30,0.50800,0.10400,0.40400,2.14800,1.47600,-0.24400,3.86800,-3.46400,1.00900,-2.45500,-2.45500,-2.45500,,-2.48100,-3.05600,-3.46400,0.02040,0.02220,-121.91000,-155.30000,2.82730,0.00090,0.00770,79.52760,-681.88980,-681.88980,-483.26770,-488.38580,0.02660,0.14960,1.31950,68.20870,-17.77440,-17.80530,-12.85480,-17.75770,656.46390,16.9984,20.3934
2023-03-31,0.53900,0.11800,0.42100,2.20000,1.47900,-0.29900,3.97800,-3.55700,3.26400,-0.29300,-0.29300,-0.29300,,-0.29300,-3.21900,-3.55700,0.01140,0.01280,-26.00000,-348.00000,2.78790,0.00210,0.00940,78.10760,-659.92580,-659.92580,-54.35990,-54.35990,0.02380,0.30410,1.15420,77.97770,-1.83760,-1.84050,-1.29350,-1.83380,787.40740,-380.83560,-399.28710
2022-12-31,0.76600,0.03000,0.73600,1.79800,1.38500,-0.43200,3.61500,-2.87900,-1.07900,-3.95800,-3.95800,-3.95800,,-8.40800,-2.59800,-2.87900,0.00150,0.00160,-4396.00000,-5550.00100,0.89240,0.06060,0.09260,96.08350,-375.84860,-375.84850,-516.71010,-1097.65000,0.04860,0.10560,2.33540,38.53790,-69.38980,-69.70760,-25.09350,-65.18440,2104.23400,0.2644,0.2564
2022-09-30,0.42600,0.08900,0.33700,1.52300,1.36000,-0.24700,3.13000,-2.79300,0.06900,-2.72400,-2.72400,-2.72400,,-2.72400,-2.51300,-2.79300,0.00120,0.00130,-2204.00000,-2220.00000,2.10590,0.04710,0.06720,79.10800,-655.63390,-655.63390,-639.43660,-639.43660,0.02930,0.27300,1.85220,48.59160,-28.93250,-29.01580,-18.70490,-27.57090,0.38110,-9.8002,-11.8343
2022-06-30,0.24000,0.06600,0.17400,1.47600,1.33100,-0.15000,2.95700,-2.78300,0.27100,-2.51200,-2.51200,-2.51200,,-2.51200,-2.58000,-2.78300,0.00120,0.00130,-2032.00000,-2090.00000,3.09980,0.03980,0.05380,72.50000,-1159.58300,-1159.58300,-1046.66700,-1046.66700,0.01370,0.19080,0.89550,100.50000,-20.84820,-20.89850,-14.35920,-20.01750,0.48790,-9.958,-11.4132
2022-03-31,0.12900,0.08000,0.04900,1.65300,1.25000,-0.02600,2.92900,-2.88000,0.03500,-2.84500,-2.84500,-2.84500,,-2.84500,-2.68100,-2.88000,0.00120,0.00120,-2302.00000,-2302.00000,4.49190,,0.03630,37.98450,-2232.55800,-2232.55800,-2205.42700,-2205.42700,0.00680,0.26760,1.21700,73.95350,-19.68720,-19.72820,-15.06650,-19.68720,0.58530,-12.88100,-13.81270
2021-12-31,0.16500,0.12500,0.04000,1.48400,1.14700,,2.63100,-2.59100,0.45700,-2.13400,-2.13400,-2.13400,,-2.13400,-2.39400,-2.59100,0.00120,0.00130,-1740.00000,-1782.00000,5.47070,,0.02960,24.24240,-1570.30300,-1570.30300,-1293.33400,-1293.33400,0.00760,0.41250,1.61760,55.63640,-12.41060,-12.43300,-9.77110,-12.41060,69.68510,-40.1259,-54.3775
2021-09-30,0.23900,0.19000,0.04900,1.60300,1.27100,,2.87400,-2.82500,0.48200,-2.34300,-2.34300,-2.34300,,-2.34300,-2.65900,-2.82500,0.00120,0.00130,-1800.00000,-2200.00000,5.75520,0.02290,0.02650,20.50210,-1182.00800,-1182.00800,-980.33480,-980.33480,0.00960,0.47620,1.31320,68.53560,-12.17780,-12.19870,-9.42170,-11.89940,0.77950,-0.0928,-0.1958
2021-06-30,0.10100,0.07300,0.02800,1.20400,1.18700,,2.39100,-2.36300,0.16400,-2.19900,-2.19900,-2.19900,,-2.19900,-2.21700,-2.36300,0.00120,0.00120,-1800.00000,-1800.00000,7.26190,0.02190,0.02370,27.72280,-2339.60400,-2339.60400,-2177.22800,-2177.22800,0.00380,0.20620,3.48280,25.84160,-10.23790,-10.25410,-8.32450,-10.01320,0.87050,-0.0951,-0.1074
2021-03-31,0.10100,0.06100,0.04000,1.59500,1.28600,,2.88100,-2.84100,0.20800,-2.63300,-2.63300,-2.63300,,-2.63300,-2.70000,-2.84100,0.00120,0.00120,-2200.00000,-2200.00000,8.03740,0.02130,0.02180,39.60400,-2812.87100,-2812.87100,-2606.93100,-2606.93100,0.00350,0.56480,1.50750,59.70300,-11.15770,-11.17430,-9.17900,-10.92030,0.95690,-0.12140,-0.12860
