Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.93820,5.03200,,-13.97030,8.13410,-5.83610,0.07330,-5.90940,-5.90940,-5.90940,-12.58110,-13.97030,113.32800,113.32800,-0.05130,-0.05130,1.74060,0.01960,0.16180,-7.36440,-7.36720,-5.44950,-7.22010,0.71280,-0.0657,-0.0989
2024-06-30,7.88720,4.99430,,-12.88150,4.85700,-8.02450,0.07310,-8.09760,-8.09760,-8.09760,-11.06570,-12.88150,106.08000,106.08000,-0.07310,-0.07310,1.84780,0.01990,0.15360,-9.64790,-9.65200,-6.85860,-9.45560,0.74570,-0.0405,-0.0452
2024-03-31,20.78310,4.58350,,-25.36650,1.54340,-23.82320,0.07410,-23.89730,-23.89730,-23.89730,-23.42360,-25.36650,75.72700,75.72700,-0.31880,-0.31880,1.06590,0.02890,0.72010,-38.66600,-38.69060,-18.33290,-37.55040,0.67100,-0.12140,-0.14400
2023-12-31,7.35430,3.77270,,-11.12700,-1.05250,-12.17940,0.07350,-12.25290,-12.25290,-12.25290,-9.19600,-11.12700,60.08920,60.08920,-0.17740,-0.14770,3.58190,0.50950,1.05580,-30.38790,-30.42090,-13.34540,-14.90530,0.66210,-0.1318,-0.1484
2023-09-30,6.05180,3.67210,,-9.72390,-1.77310,-11.49700,0.07450,-11.57150,-11.57150,-11.57150,-7.76320,-9.72390,60.74700,60.74700,-0.19380,-0.19380,5.47580,0.45320,0.84230,-22.73270,-22.75910,-11.38660,-12.43090,0.83580,-0.1458,-0.1971
2023-06-30,5.87970,4.26720,,-10.14690,11.16150,1.01450,0.07440,0.94020,0.94020,0.94020,-8.85780,-10.14690,60.34700,70.91400,0.01490,-0.01490,7.39550,0.40400,0.68850,1.55910,1.56110,0.86470,0.92910,0.99010,-0.0933,-0.1473
2023-03-31,4.71610,5.10710,,-9.82320,-8.69080,-18.51400,0.07390,-18.58790,-18.58790,-18.58790,-8.96800,-9.82320,56.03490,56.03490,-0.33260,-0.33260,3.99080,0.59200,1.46700,-50.76310,-50.90280,-18.33650,-20.71080,0.65540,-0.11630,-0.17200
2022-12-31,4.49200,4.89880,,-9.39080,6.23350,-3.15730,0.07780,-3.23510,-3.23510,-3.23510,-8.46910,-9.39080,55.60100,57.05300,-0.06060,-0.09130,4.59010,0.45630,0.84830,-5.81520,-5.82990,-2.80250,-3.16190,0.99570,-0.1134,-0.2294
2022-09-30,4.04480,5.10750,,-9.15230,-0.39840,-9.55070,0.22990,-9.78050,-9.78050,-9.78050,-8.27970,-9.15230,55.78900,55.78900,-0.17620,-0.17620,1.53280,0.05460,0.06650,-17.10510,-17.16420,-13.11300,-16.17150,1.02370,-0.1693,-0.2465
2022-06-30,5.86150,5.45660,,-11.31810,0.32190,-10.99630,,-10.99630,-10.99630,-10.99630,-10.39270,-11.31810,55.56050,55.56050,-0.19580,-0.19580,2.55080,0.04970,0.05980,-16.46650,-16.53090,-13.17640,-15.64850,1.19800,-0.1392,-0.2192
2022-03-31,5.99860,6.59320,,-12.59180,-0.09790,-12.68970,,-12.68970,-12.68970,-12.68970,-11.80610,-12.59180,55.17690,55.17690,-0.22900,-0.22900,4.25110,0.04270,0.05120,-17.25300,-17.32850,-14.48650,-16.51610,1.33200,-0.18320,-0.26970
2021-12-31,4.18790,3.99210,0.22340,-7.95660,-0.08200,-8.03860,,-8.35780,-8.35780,-8.35780,-7.74070,-7.95660,42.97100,42.97100,-0.14040,-0.14040,4.71580,0.03570,0.04210,-9.91030,-9.95560,-8.29030,-9.55640,1.53010,-0.1589,-0.4642
2021-09-30,2.49760,4.52170,,-7.01930,-0.08660,-7.10590,,-7.10590,-7.10590,-7.10590,-6.81590,-7.01930,46.57670,46.57670,-0.15090,-0.15090,5.92490,0.15780,0.19310,-9.07470,-9.12720,-6.67050,-7.64230,1.66310,-0.1809,-0.3085
2021-06-30,2.77400,7.62910,0.04560,-10.35740,-0.12780,-10.48530,,-10.48530,-10.48530,-10.48530,-10.13300,-10.35740,37.70910,37.70910,-0.27680,-0.27680,7.02290,0.17370,0.21680,-14.56210,-14.67410,-10.60220,-12.03280,1.59900,-0.0602,-0.2475
2021-03-31,1.98080,3.16870,-0.22350,-5.37300,-0.50630,-5.87930,,-5.87930,-5.87930,-5.87930,-5.14320,-5.37300,33.89400,33.89400,-0.17380,-0.17380,3.47780,0.39580,0.74090,-26.13490,-26.87370,-12.46030,-15.79060,0.60710,-0.23740,-0.30390
2020-12-31,,3.86530,1.87820,-9.24550,-0.46360,-9.70910,,-8.43910,-8.43910,-8.43910,-8.81570,-9.24550,26.28700,26.28700,-0.49140,-0.49140,0.98380,1.53660,-3.25480,211.78220,180.64760,-53.43600,-113.64020,-0.01460,-0.501,-0.5
2020-09-30,,0.92810,-0.25630,-1.34090,-0.25880,-1.59970,0.41320,-2.01290,-2.01290,-2.01290,-1.17230,-1.34090,262.22900,262.22900,-0.00750,-0.00750,1.49610,0.31560,0.52360,-8.46970,-8.76750,-4.30960,-5.79680,0.09040,-0.0057,-0.0232
2020-06-30,,0.42680,-0.22460,-0.80090,-0.12370,-0.92460,0.53410,-1.45870,-1.45870,-1.45870,-0.65650,-0.80090,261.81800,261.81800,-0.00580,-0.00580,0.38160,0.00270,0.25670,-6.04140,-6.27090,-3.54670,-6.02510,0.09220,-0.0013,-0.0098
2020-03-31,,0.58010,-0.35590,-1.09040,-0.09670,-1.18710,0.32270,-1.50980,-1.50980,-1.50980,-0.93600,-1.09040,261.78300,261.78300,-0.00600,-0.00600,0.57980,0.00340,0.19900,-5.72020,-5.95140,-3.64210,-5.70100,0.10080,-0.00460,-0.01560
2019-12-31,,,,,,,,,-1.47400,-1.47400,,,217.36200,217.36200,-0.01000,-0.01000,0.97380,0.00400,0.13680,-5.23550,-5.45850,-3.68470,-5.21480,,-0.0178,-0.0713
