Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,
2024-06-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,
2024-03-31,6.44800,1.97600,,-8.42400,0.44400,-7.98000,0.00100,-7.98100,-7.98100,-7.98100,-8.42400,-8.42400,69.71400,69.71400,-0.11000,-0.11000,11.60060,0.06530,0.06990,-10.09410,-10.09410,-7.79060,-9.43470,1.13280,0.00000,
2023-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2023-03-31,6.30600,2.33800,,-8.64400,0.47800,-8.16600,0.02100,-8.18700,-8.18700,-8.18700,-8.64400,-8.64400,69.20600,69.20600,-0.12000,-0.12000,18.95700,,,-8.25490,-8.25490,-7.05450,-8.25490,1.43160,0.00000,
2022-12-31,5.38000,2.60500,,-7.98500,4.59200,-3.39300,0.00300,-3.39600,-3.39600,-3.39600,-7.98500,-7.98500,63.53500,63.53500,0.08000,0.08000,24.54520,,,-3.21420,-3.21420,-2.82650,-3.21420,1.52890,-0.3758,-0.3901
2022-09-30,4.82700,2.53100,,-7.35800,4.74400,-2.61400,0.00900,-2.62300,-2.62300,-2.62300,-7.35800,-7.35800,68.79800,68.79800,-0.04000,-0.04000,33.20190,,,-2.44560,-2.44560,-2.19740,-2.44560,1.55420,0,0
2022-06-30,5.44800,2.56400,,-8.01200,6.01900,-1.99300,0.00600,-1.99900,-1.99900,-1.99900,-8.01200,-8.01200,68.42700,68.42700,-0.03000,-0.03000,41.97790,,,-1.84630,-1.84630,-1.61240,-1.84630,1.57880,0.1386,0.1449
2022-03-31,5.23500,3.54600,,-8.78100,-16.96100,-25.74200,0.00200,-25.74400,-25.74400,-25.74400,-8.55000,-8.78100,47.50500,47.50500,-0.54000,-0.54000,17.66260,,,-27.39040,-27.39040,-21.62640,-27.39040,1.40340,-0.13860,-0.14490
2021-12-31,3.22900,0.71400,,-3.94300,0.14800,-3.79500,-0.01400,-3.78100,-3.78100,-3.78100,-3.94300,-3.94300,40.53500,40.53500,-0.09000,-0.09000,7.41000,,,10.87210,10.87210,-8.95650,10.87210,-0.85810,-0.2702,-0.3424
2021-09-30,3.03200,0.60200,,-3.63400,-1.16800,-4.80200,-0.00500,-4.79700,-4.79700,-4.79700,-3.63400,-3.63400,40.51500,40.51500,-0.12000,-0.12000,1.90100,,,19.84660,19.84660,-1.73910,19.84660,-0.70310,-0.0094,-0.0094
2021-06-30,2.99700,0.48100,,-3.47800,-3.48900,-6.96700,0.01500,-6.98200,-6.98200,-6.98200,-3.47800,-3.47800,40.51500,40.51500,-0.17000,-0.17000,3.21720,,,-139.65910,-139.64080,-2.52690,-139.64000,0.50930,0.0654,0.0804
2021-03-31,2.18900,0.54600,,-2.73500,-8.96500,-11.70000,0.01100,-11.71100,-11.71100,-11.71100,-2.57100,-2.73500,40.51100,40.51100,-0.29000,-0.29000,,,,,,,,,-0.07720,-0.09220
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-09-30,,,-0.00090,-0.00090,,-0.00090,,-0.00090,-0.00090,-0.00090,-0.00090,-0.00090,6.25000,6.25000,-0.00010,-0.00010,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
