Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,347.91500,256.53400,91.38100,99.46600,99.46600,-8.08500,18.17200,10.08700,-9.89900,19.98600,19.98600,19.75300,1.91800,-8.08500,128.32800,130.81800,0.15000,0.15000,2.49020,26.26530,-2.32380,-2.32380,2.89930,5.67750,0.16370,1.83180,49.13180,1.19760,2.80890,0.94020,1.19760,13.00620,-0.0005,-0.0044
2024-06-30,320.97200,237.91500,83.05700,162.15300,162.15300,-79.09600,4.43500,-74.66100,1.90700,-76.56800,-76.56800,-76.88500,-79.09600,-79.09600,110.10300,110.10300,-0.70000,-0.70000,2.41490,25.87670,-24.64270,-24.64270,-23.26090,-23.95380,0.15820,1.85060,48.63400,-4.87950,-12.08630,-3.77330,-4.87950,12.36680,0.2034,0.1972
2023-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,-0.0687,0.0212
2023-09-30,317.76400,245.66600,72.09800,78.84500,78.84500,-6.74700,1.23000,-5.51700,5.93400,-11.45100,-11.45100,-11.17500,2.43200,-6.74700,109.50500,109.50500,-0.10000,-0.10000,,22.68920,-2.12330,-2.12330,-1.73620,-3.51680,,,,,,,,,0.44,0.4353
2023-06-30,320.66300,239.51800,81.14500,86.61100,86.61100,-5.46600,-3.08300,-8.54900,11.20100,-19.75000,-19.75000,-20.11800,-5.46600,-5.46600,109.50500,109.50500,-0.18000,-0.18000,,25.30540,-1.70460,-1.70460,-2.66600,-6.27390,,,,,,,,,-0.3713,-0.4565
