Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.19000,7.60200,32.58800,43.92400,10.42100,54.34500,-21.75700,-0.16900,-21.92600,-0.01700,-21.90900,-21.90900,-21.90900,-20.58400,-21.75700,7.46600,7.46600,-2.93000,-2.93000,0.58890,81.08480,-54.13540,-54.13540,-54.55590,-54.51360,0.28160,0.54380,30.10490,2.98960,24.19840,24.19840,-15.35250,24.19840,-15.77340,0.627,0.6315
2024-06-30,28.64000,4.62700,24.01300,33.33200,8.91200,42.24400,-18.23100,-0.81800,-19.04900,,-19.04900,-19.04900,-19.04900,-16.91100,-18.23100,6.14300,6.14300,-3.10000,-3.10000,0.42090,83.84430,-63.65570,-63.65570,-66.51190,-66.51190,0.24420,0.24680,11.82490,7.61100,17.18170,17.18170,-16.24180,17.18170,-22.60770,-1.2875,-1.2903
2024-03-31,27.35700,1.98500,25.37200,45.50600,11.11300,56.61900,-31.24700,-0.48100,-31.72800,0.02400,-31.75200,-31.75200,-31.75200,-29.81900,-31.24700,5.62350,5.62350,-5.75000,-5.75000,0.58900,92.74410,-114.21940,-114.21940,-115.97760,-116.06540,0.16550,0.12340,0.76340,117.88790,32.29850,32.29850,-19.21200,32.29850,-20.42550,-5.26580,-5.28840
2023-12-31,4.25200,3.16000,1.09200,49.60000,11.45400,61.05400,-59.96200,-0.47700,-60.43900,0.01100,-60.45000,-60.45000,-60.45000,-56.64500,-59.96200,4.23650,4.23650,-13.94000,-13.94000,0.71620,25.68200,-1410.20700,-1410.20700,-1421.42500,-1421.68400,0.02570,0.32560,0.12470,721.94740,60.91850,60.91850,-36.52480,60.91850,-23.30460,-12.0525,-12.064
2023-09-30,2.13800,2.61500,-0.47700,56.88800,12.24700,69.13500,-69.61200,-0.20400,-69.81600,-0.01900,-69.79700,-69.79700,-69.79700,-68.61700,-69.61200,4.25600,4.25600,-16.40000,-16.40000,1.50080,-22.31060,-3255.94000,-3255.94000,-3265.48200,-3264.59300,0.01130,0.39680,13.11660,6.86160,137.29310,137.29290,-36.97110,137.29300,-12.46980,-11.7992,-11.8568
2023-06-30,0.95700,2.89500,-1.93800,56.14100,13.33500,69.47600,-71.41400,0.30700,-71.10700,0.00100,-71.10800,-71.10800,-71.10800,-70.96800,-71.41400,4.20400,4.20400,-16.91000,-16.91000,2.31140,-202.50780,-7462.27800,-7462.27800,-7430.19900,-7430.30300,0.00390,0.36830,1.88760,47.68030,-953.94680,-953.95830,-28.85420,-953.95760,1.84320,-12.4591,-12.5768
2023-03-31,1.22600,0.21600,1.01000,62.15600,13.87200,76.02800,-75.01800,0.26900,-74.74900,0.02200,-74.77100,-74.77100,-74.77100,-74.15500,-75.01800,4.15880,4.15880,-18.00000,-18.00000,3.30280,82.38170,-6118.92300,-6118.92300,-6096.98200,-6098.77700,0.00410,0.04040,3.08820,29.14360,-115.10310,-115.10310,-24.75180,-115.10310,16.82240,-9.24050,-9.33640
2022-12-31,0.22100,,0.22100,62.51500,13.24500,,-75.53900,0.96900,-74.57000,0.00200,-74.57200,-74.57200,-74.57200,-74.23400,-75.53900,4.07960,4.07960,-18.25000,-18.25000,3.73920,100.00000,-34180.00000,-34180.00000,-33741.54000,-33742.45000,0.00060,,0.00550,16379.33000,-58.88510,-58.88500,-19.81080,-58.88500,33.00430,-14.1639,-14.1772
2022-09-30,4.45900,,4.45900,70.15700,18.92400,,-84.62200,0.54100,-84.08100,0.01000,-84.09100,-84.09100,-84.09100,-83.09000,-84.62200,4.09690,4.09690,-20.50000,-20.50000,3.91790,100.00000,-1897.78000,-1897.78000,-1885.64700,-1885.87100,0.01210,,17.90760,5.02580,-44.94130,-44.94130,-22.83120,-44.94130,49.30310,-15.6813,-15.7082
2022-06-30,51.57900,,51.57900,64.89800,18.81300,,-32.13200,50.59800,18.46600,,18.46600,18.46600,18.46600,-30.38100,-32.13200,4.06400,4.07460,4.50000,4.50000,5.28230,100.00000,-62.29670,-62.29670,35.80140,35.80140,0.11830,,80.97170,1.11150,7.17180,7.17180,4.23410,7.17180,68.22010,-15.4633,-15.8043
