Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.27100,0.45600,27.81500,20.15300,35.87700,56.03000,-28.21500,1.76800,-26.44700,-26.44700,-26.44700,-26.44700,-30.00000,-28.21500,662.15820,662.15820,-0.04000,-0.04000,2.88590,0.04030,0.28680,98.38710,-99.80190,-99.80190,-93.54820,-93.54820,0.06350,0.02250,0.93960,95.78760,-9.04840,-9.04840,-5.94380,-8.68370,0.48460,-0.0868,-0.0868
2024-06-30,0.88200,0.01700,0.86500,30.77900,39.41900,70.19800,-69.33300,1.95000,-67.38300,-67.38300,-67.38300,-67.38300,-70.74000,-69.33300,653.90500,653.90500,-0.10000,-0.10000,3.60540,0.10640,0.27200,98.07260,-7860.88300,-7860.88300,-7639.79500,-7639.79600,0.00200,0.02200,0.28210,318.97960,-21.97070,-21.97070,-14.99400,-19.63290,0.51030,-0.0738,-0.074
2024-03-31,0.30400,,0.30400,29.37300,27.06500,,-56.13400,0.74400,-55.39000,-55.39000,-55.39000,-55.39000,-57.42400,-56.13400,603.49350,603.49350,-0.09000,-0.09000,3.66610,0.03150,0.23990,100.00000,-18465.13000,-18465.13000,-18220.39000,-18220.39000,0.00060,,0.18660,482.26970,-16.06120,-16.06120,-11.48990,-15.55520,0.58340,-0.10320,-0.10420
2023-12-31,0.02300,,0.02300,32.91100,21.40100,,-54.28900,2.31600,-51.97300,-51.97300,-51.97300,-51.97300,-56.51700,-54.28900,570.64540,570.64540,-0.08000,-0.08000,3.15860,0.12390,0.33050,100.00000,-236039.10000,-236039.10000,-225969.50000,-225969.50000,0.00010,,0.01390,6476.08700,-20.96120,-20.96120,-13.18860,-18.36500,0.45500,-0.0752,-0.0753
2023-09-30,0.16400,,0.16400,29.42600,18.35000,,-47.61200,2.80700,-44.80500,-44.80500,-44.80500,-44.80500,-50.46300,-47.61200,579.50830,579.50830,-0.08000,-0.08000,3.74870,0.09310,0.17860,100.00000,-29031.71000,-29031.71000,-27320.12000,-27320.12000,0.00040,,0.01110,8096.70700,-15.41740,-15.41740,-10.84820,-13.98180,0.53570,-0.08,-0.0802
2023-06-30,0.02900,,0.02900,35.49000,16.49000,,-51.95100,2.72400,-49.22700,-49.22700,-49.22700,-49.22700,-54.66700,-51.95100,547.28090,547.28090,-0.09000,-0.09000,5.19890,0.12030,0.17310,100.00000,-179141.40000,-179141.40000,-169748.30000,-169748.30000,0.00010,,0.02440,3683.79300,-16.49550,-16.49550,-11.85350,-14.51140,0.57180,-0.0536,-0.0541
2023-03-31,0.02100,,0.02100,27.21900,12.89400,,-40.09200,1.97000,-38.12200,-38.12200,-38.12200,-38.12200,-41.32600,-40.09200,544.45900,544.45900,-0.07000,-0.07000,8.81380,0.13620,0.15760,100.00000,-190914.30000,-190914.30000,-181533.30000,-181533.30000,0.00000,,0.01320,6840.00000,-11.69190,-11.69190,-8.97250,-10.09980,0.64090,-0.08520,-0.08580
2022-12-31,0.10300,,0.10300,28.21000,13.84400,,-41.95100,-0.68400,-42.63500,-42.63500,-42.63500,-42.63500,-42.45400,-41.95100,380.78490,380.78490,-0.11000,-0.11000,2.35020,0.27410,0.63950,100.00000,-40729.11000,-40729.12000,-41393.20000,-41393.20000,0.00050,,0.03280,2747.18400,-53.29510,-53.29510,-22.37180,-38.68520,0.20500,-0.107,-0.1074
2022-09-30,0.29700,,0.29700,24.60300,15.64200,,-39.94800,-1.10300,-41.05100,-41.05100,-41.05100,-41.05100,-39.63700,-39.94800,405.23750,405.23750,-0.10000,-0.10000,2.68170,0.25890,0.46920,100.00000,-13450.51000,-13450.51000,-13821.89000,-13821.89000,0.00130,,0.01340,6734.24300,-37.94980,-37.94980,-17.64830,-28.12270,0.28380,-0.0725,-0.0729
2022-06-30,0.07300,,0.07300,20.60600,7.44300,,-27.97600,-0.14100,-28.11700,-28.11700,-28.11700,-28.11700,-27.29700,-27.97600,403.86870,403.86870,-0.07000,-0.07000,4.85030,0.24160,0.35500,100.00000,-38323.29000,-38323.29000,-38516.44000,-38516.44000,0.00030,,0.01720,5244.65800,-19.79420,-19.79420,-11.80590,-15.01140,0.37610,-0.0527,-0.0528
