Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,301.81900,138.32100,163.49800,13.32500,-5.19100,117.34200,46.15600,-37.49300,8.66300,-0.07500,8.73800,20.96700,30.69100,,28.54700,46.15600,46.15600,88.46000,88.91500,0.31000,0.31000,0.46470,0.86800,15.29260,15.29260,2.87030,9.45830,0.03870,0.79180,0.80570,0.39340,0.42390,41.59640,0.9525,-1.5207
2019-09-30,362.44300,137.25600,225.18700,26.91800,-19.09300,122.54300,102.64400,-46.19000,56.45400,0.76900,55.68500,8.76600,64.45100,,57.00200,102.64400,102.64400,89.84700,90.33200,0.63000,0.63000,0.46960,0.88530,28.32000,28.32000,15.57600,15.72720,0.04900,1.79800,1.78230,0.87120,0.94540,39.87300,1.4417,-0.9201
2019-06-30,312.44500,121.22600,191.21900,27.32300,-12.65900,116.13500,75.08400,-34.91200,40.17200,0.17600,39.99600,5.12000,45.11600,,40.38500,75.08400,75.08400,87.13000,87.56400,0.46000,0.46000,0.45640,0.83950,24.03110,24.03110,12.85730,12.92550,0.04330,1.25760,1.24670,0.62470,0.67780,39.91360,1.7686,0.0189
2019-03-31,287.33000,107.34800,179.98200,25.21100,-7.88300,109.65000,70.33200,-35.76100,34.57100,0.00300,34.56800,2.16500,37.12100,,34.33100,70.33200,70.33200,85.52000,86.03300,0.40000,0.40000,0.51430,1.05870,24.47780,24.47780,12.03180,11.94830,0.04050,1.17510,1.16340,0.52290,0.56510,36.90380,1.19890,-3.24500
2018-12-31,274.00300,106.89400,167.10900,24.86000,-11.13700,117.06710,50.04200,-33.31300,16.72900,-0.09000,16.81900,-6.87800,10.67200,,9.03900,50.04200,50.04190,81.38700,82.04000,0.10000,0.10000,0.48650,0.94740,18.26330,18.26330,6.10540,3.29890,0.04080,0.33460,0.33130,0.15900,0.17010,37.29910,0.7565,-0.6022
2018-09-30,323.41300,126.11700,197.29600,23.80600,-15.53400,111.32200,85.97400,-35.60200,50.37200,0.01400,50.35800,1.23100,51.71500,,46.06000,85.97400,85.97400,81.59900,82.08100,0.56000,0.56000,0.47230,0.89500,26.58340,26.58340,15.57510,14.24190,0.04860,1.59380,1.57840,0.77720,0.83290,37.94120,1.1897,3.4694
2018-06-30,271.43400,109.01400,162.42000,25.43800,-8.29400,101.50500,60.91500,-34.57200,26.34300,0.33700,26.00600,-1.82800,24.17000,,20.40800,60.91500,60.91500,79.61200,80.11600,0.25000,0.25000,0.54520,1.19880,22.44190,22.44190,9.70510,7.51860,0.04180,0.89060,0.88030,0.37230,0.40040,33.94190,1.4618,-2.6995
2018-03-31,257.97500,97.26400,160.71100,23.04700,-3.17000,92.65400,68.05700,-31.95300,36.10400,-0.17300,36.27700,-2.61700,33.60100,,29.98600,68.05700,68.05700,78.85500,79.46400,0.38000,0.38000,0.53980,1.17320,26.38120,26.38120,13.99520,11.62360,0.04190,1.27490,1.27490,0.54640,0.58660,32.99310,1.01810,0.19270
2017-12-31,242.02600,95.83700,146.18900,31.03400,1.21400,101.63700,44.55210,-37.37600,7.17600,0.47600,6.70000,3.64200,10.34200,,7.43800,44.55210,44.55200,76.08400,76.71100,0.09000,0.09000,0.52980,1.12670,18.40800,18.40790,2.96500,3.07320,0.03960,0.38830,0.38360,0.16920,0.18040,33.83700,0.4936,-1.3376
2017-09-30,268.24500,104.17100,164.07400,21.46400,-20.00900,105.70500,58.36900,-32.87500,25.49400,-0.11900,25.61300,3.34500,28.95800,,24.11500,58.36900,58.36900,78.36900,78.80800,0.31000,0.31000,0.51700,1.07020,21.75960,21.75960,9.50400,8.98990,0.04360,1.04790,1.04780,0.47030,0.50620,34.83150,0.7854,-0.3725
2017-06-30,237.89900,93.53800,144.36100,22.88900,-9.86600,95.47600,48.88500,-33.43800,15.44700,-0.37100,15.81800,1.15600,16.97400,,12.36400,48.88500,48.88500,74.67800,75.15400,0.16000,0.16000,0.51840,1.07650,20.54860,20.54860,6.49310,5.19720,0.03850,0.61470,0.61470,0.27470,0.29600,34.96210,1.1376,-0.1138
2017-03-31,234.40000,86.29400,148.10600,21.04300,-7.14100,90.95000,57.15600,-32.57200,24.58400,-0.12200,24.70600,0.83900,25.54500,,21.10400,57.15600,57.15600,72.67700,73.12000,0.29000,0.29000,0.56750,1.31190,24.38400,24.38400,10.48810,9.00340,0.03970,1.08290,1.08290,0.43280,0.46840,31.99050,0.94650,-0.03180
2016-12-31,218.63400,88.44200,130.19200,19.25600,-10.28100,91.74200,38.45000,-32.55700,5.89300,-0.28400,6.17700,,1.50100,,-1.60000,38.45000,38.45000,65.85600,66.32100,-0.02000,-0.03000,0.55950,1.27010,17.58650,17.58650,2.69540,-0.73180,0.03720,0.06350,0.06220,0.02560,0.02740,32.95430,0.8858,-1.1962
2016-09-30,249.70100,97.75800,151.94300,19.21800,-13.64000,94.34100,57.60200,-34.58900,23.01300,0.28300,22.73000,,23.23000,,18.89700,57.60200,57.60200,68.65500,69.06900,0.27000,0.27000,0.55970,1.27120,23.06840,23.06840,9.21620,7.56790,0.04230,0.96600,0.96600,0.39340,0.42530,32.93070,0.7621,1.0868
2016-06-30,190.79900,71.31500,119.48400,19.00300,-26.57800,95.25100,24.23300,-29.21500,-4.98200,0.05600,-5.03800,,-5.03800,,-7.80300,24.23300,24.23300,64.75700,64.75700,-0.12000,-0.12000,0.60990,1.56360,12.70080,12.70080,-2.61110,-4.08960,0.03280,-0.23910,-0.23910,-0.08650,-0.09330,30.69440,1.1167,-20.7642
2016-03-31,174.64400,64.84600,109.79800,15.92900,-6.37000,70.71100,39.08700,-27.08100,12.00600,0.22800,11.77800,,11.77800,,7.87500,39.08700,39.08700,57.73600,58.12600,0.14000,0.14000,0.55090,1.22670,22.38100,22.38100,6.87460,4.50920,0.03830,0.62370,0.62370,0.25810,0.28010,29.24350,0.87610,0.12360
2015-12-31,168.23810,68.18000,100.05810,12.59000,-8.54100,68.66100,31.39710,-47.03300,-15.64900,0.92900,-16.57800,116.60700,100.02900,,89.39900,73.57110,31.39700,53.68600,53.70200,1.64000,1.63000,0.59850,1.49060,18.66230,18.66230,-9.30170,53.13840,0.04020,6.51000,6.50980,2.39200,2.61380,26.31360,0.6589,0.5015
2015-09-30,185.35500,67.65300,117.70200,14.58000,-8.60000,67.87500,49.82700,-10.05300,39.77400,0.07700,39.69700,,39.69700,,28.76300,90.11800,49.82700,53.22000,53.66500,0.53000,0.53000,0.66980,2.02820,26.88190,26.88190,21.45830,15.51780,0.04500,3.20580,3.20570,0.96480,1.05860,22.29390,0.9996,-0.743
2015-06-30,165.93800,62.48400,103.45400,14.44300,-6.18600,62.04000,41.41400,-30.35100,11.07600,0.07700,10.99900,,18.49900,,12.29400,79.08000,41.41400,52.84600,53.23700,0.23000,0.23000,0.66470,1.98210,24.95750,24.95750,6.67480,7.40880,0.04110,1.53960,1.53960,0.45870,0.51630,22.34060,0.9614,-1.6708
2015-03-31,155.20000,56.09100,99.10900,13.31800,-11.99500,69.31400,29.79500,-26.24100,3.55400,0.07500,3.47900,8.76900,12.24800,,6.86900,70.63300,29.79500,52.49800,52.89200,0.13000,0.13000,0.65820,1.92540,19.19780,19.19780,2.28990,4.42590,0.04040,1.04880,1.04870,0.31860,0.35850,21.83030,0.77410,-2.44630
2014-12-31,123.92000,48.46800,75.45200,11.51400,-18.24400,74.63300,0.81900,-20.41500,-19.59600,0.01100,-19.60700,7.59000,-12.01700,,-13.06900,42.82700,0.81900,41.33700,41.80500,-0.34000,-0.34000,0.65520,1.89990,0.66090,0.66090,-15.81340,-10.54630,0.04220,-1.29700,-1.27820,-0.40910,-0.44080,19.35540,0.5415,-7.4339
2014-09-30,130.63200,50.79100,79.84100,9.28400,-7.59600,46.79700,33.04400,-20.26400,12.78000,0.06900,12.71100,13.63100,26.74200,,22.67100,63.22600,33.04400,41.02300,41.26700,0.55000,0.55000,0.60410,1.52590,25.29550,25.29550,9.78320,17.35490,0.05370,2.92750,2.92740,1.10010,1.15890,19.02740,0.7457,0.7425
2014-06-30,118.52600,47.58500,70.94100,11.51200,-4.24300,45.80000,25.14100,-18.74600,6.39500,0.07000,6.32500,0.88500,7.61000,,4.92800,55.57400,25.14100,40.33100,40.54600,0.12000,0.12000,0.71670,2.52930,21.21140,21.21140,5.39540,4.15770,0.05530,1.33140,1.33130,0.35490,0.37720,13.90490,0.6848,-0.5227
2014-03-31,111.18100,42.29700,68.88400,10.31200,-0.76000,39.96100,28.92300,-18.39300,10.53000,0.06900,10.46100,,10.86100,,7.84600,58.35900,28.92300,36.49500,36.70400,0.21000,0.21000,0.71580,2.51840,26.01430,26.01430,9.47100,7.05700,0.05270,1.91980,1.91970,0.51520,0.54560,14.00650,1.21710,-2.54310
2013-12-31,112.44800,43.30200,69.14600,9.29400,-8.65000,47.90600,21.24000,-19.25900,1.98100,0.04800,1.93300,,2.63300,,0.08200,51.88100,21.24000,34.22800,34.41000,-0.01000,-0.01000,0.79560,3.89220,18.88870,18.88870,1.76170,0.07290,0.05640,0.68660,0.68650,0.13200,0.14030,10.61270,0.723,-1.9111
2013-09-30,107.20100,45.64600,61.55500,8.15400,-0.61900,37.56300,23.99200,-18.63200,5.36000,0.09000,5.27000,,5.97000,,3.74900,49.93300,23.99200,36.12800,36.14300,0.10000,0.10000,0.77040,3.35530,22.38040,22.38040,5.00000,3.49720,0.05540,1.42260,1.42250,0.30830,0.32660,11.61310,0.9266,-0.4449
2013-06-30,100.15100,41.92400,58.22700,9.18100,-1.10800,36.35300,21.87400,-19.01300,2.86100,0.03700,2.82400,,3.27400,,1.03500,47.63800,21.87400,35.88700,35.90700,0.03000,0.03000,0.75750,3.12390,21.84100,21.84100,2.85670,1.03340,0.05220,0.74560,0.74560,0.17080,0.18080,12.16130,0.7857,-2.7843
2013-03-31,102.91300,39.78100,63.13200,9.22500,-1.04200,35.52900,27.60300,-19.67300,7.93000,0.05900,7.87100,,8.27100,,5.74400,53.18000,27.60300,30.77400,30.78900,0.19000,0.19000,0.74620,2.94000,26.82170,26.82170,7.70550,5.58140,0.05380,1.79210,1.79190,0.43220,0.45480,12.25450,0.89750,-0.32100
2012-12-31,90.58300,37.47800,53.10500,6.75200,-2.86200,36.26100,16.84400,-18.03700,-1.19300,0.05900,-1.25200,,-0.60200,,-1.43200,42.55400,16.84400,26.97000,27.12500,-0.06000,-0.07000,0.87220,6.82430,18.59510,18.59510,-1.31700,-1.58090,0.05160,-0.28270,-0.28260,-0.03430,-0.03610,7.15810,1.0662,-9.3988
2012-09-30,83.01800,35.90900,47.10900,7.07000,-0.84700,30.00900,17.10000,-17.89100,-0.79100,0.08400,-0.87500,,-0.27500,,-0.65000,38.67300,17.10000,26.93800,26.93800,-0.02000,-0.02000,0.89270,8.32150,20.59790,20.59790,-0.95280,-0.78300,0.05530,-0.18000,-0.18000,-0.01830,-0.01930,5.13950,0.5086,-0.5397
2012-06-30,82.22300,35.22300,47.00000,7.26400,-0.42300,28.75400,18.24600,-17.61400,0.63200,0.05300,0.57900,,2.47900,,1.66300,39.05900,18.24600,26.46900,26.48500,0.06000,0.06000,0.97770,43.89920,22.19090,22.19090,0.76860,2.02250,0.05820,8.30230,8.30240,0.17550,0.18490,1.12800,0.8196,-0.3221
2012-03-31,83.12800,32.49500,50.63300,7.26700,-0.16400,27.29900,23.33400,-17.63800,5.69600,0.05300,5.64300,,6.39300,,5.37700,43.34400,23.33400,25.58700,25.60500,0.21000,0.21000,0.96610,28.50750,28.07000,28.07000,6.85210,6.46830,0.05900,14.08890,14.08900,0.45400,0.47750,1.71440,0.82220,-0.28440
2011-12-31,75.90100,30.87300,45.02800,6.79200,-0.45000,27.88700,17.14100,-19.57500,-2.43400,0.12800,-2.56200,,-2.11200,,-2.22300,38.22400,17.14100,21.14700,21.14700,-0.11000,-0.10000,1.07760,-13.88130,22.58340,22.58340,-3.20680,-2.92880,0.05550,2.09830,2.09830,-0.15440,-0.16290,-4.61510,0.913,-0.2822
2011-09-30,74.72300,31.46800,43.25500,7.24700,-0.12100,26.11600,17.13900,-17.46000,-0.32100,0.15000,-0.47100,,-0.02100,,-0.37300,36.09300,17.13900,21.36600,21.36600,-0.02000,-0.02000,1.05640,-18.73180,22.93670,22.93670,-0.42960,-0.49920,0.05620,0.02900,0.02900,-0.00160,-0.00160,-3.33660,0.7015,-0.3054
2011-06-30,68.26200,28.24700,40.01500,6.78500,-1.15100,26.05700,13.95800,-16.05400,-2.09600,-0.25900,-1.83700,,-0.98700,,-0.89000,32.31400,13.95800,21.09000,21.09000,-0.04000,-0.04000,1.05120,-20.51870,20.44770,20.44770,-3.07050,-1.30380,0.05160,1.50810,1.50810,-0.07460,-0.07730,-3.04380,0.6669,-0.4507
2011-03-31,69.71400,27.73700,41.97700,6.45100,-0.24900,23.37900,18.59800,-16.23200,2.36600,0.13100,2.23500,,2.58500,,2.40000,35.39600,18.59800,20.80800,22.90200,0.12000,0.11000,1.09940,-11.06390,26.67760,26.67760,3.39390,3.44260,0.06010,-2.31420,-2.31420,0.22280,0.23000,-5.33950,0.71250,0.06650
2010-12-31,67.10300,26.27900,40.82400,6.62600,,24.95700,15.86700,-16.73700,-0.87000,0.10800,-0.97800,,-0.47800,,-0.36800,34.03700,15.86700,19.16800,19.16800,-0.02000,-0.02000,1.11760,-9.50370,23.64580,23.64580,-1.29650,-0.54840,0.05760,0.36110,0.36110,-0.04100,-0.04250,-6.64780,0.8687,0.1552
2010-09-30,64.70900,27.23900,37.47000,5.28100,0.00000,22.41300,15.05700,-16.49400,-1.43700,0.14300,-1.58000,,-1.64900,,-1.40300,30.37200,15.05700,19.32300,19.32300,-0.07000,-0.07000,1.11640,-9.59000,23.26880,23.26880,-2.22070,-2.16820,0.05560,1.25840,1.25840,-0.14170,-0.14650,-6.68610,0.5227,-0.1393
2010-06-30,66.74100,28.11500,38.62600,7.48000,0.00000,24.31200,14.31400,-16.27400,-1.96000,0.12900,-2.08900,,-2.84700,,-2.44900,31.71400,14.31400,19.03100,19.03100,-0.13000,-0.13000,1.10900,-10.17550,21.44710,21.44710,-2.93670,-3.66940,0.05720,2.31510,2.31510,-0.24390,-0.25230,-6.35460,0.8501,0.176
2010-03-31,67.41700,27.08700,40.33000,5.42300,,21.99600,18.33400,-15.92200,2.41200,0.13200,2.28000,,1.46100,,1.33700,35.97000,18.33400,18.84200,20.98400,0.07000,0.07000,1.10400,-10.61800,27.19490,27.19490,3.57770,1.98320,0.05750,-1.23460,-1.23460,0.12450,0.12840,-6.23250,0.80260,0.40170
2009-12-31,67.07300,26.96000,40.11300,6.81400,,26.27700,13.83600,-14.83300,-0.99700,0.03100,-1.02800,,-3.20400,-0.07200,-2.88500,28.77200,13.83600,18.48400,18.48400,-0.16000,-0.16000,1.09740,-11.26520,20.62830,20.62830,-1.48640,-4.30130,0.05680,2.87850,2.87850,-0.27120,-0.28040,-5.91030,0.8317,0.0028
2009-09-30,63.39200,27.00700,36.38500,5.57700,,21.41800,14.96700,-17.60200,-2.63500,0.10300,-2.73800,,-2.73800,0.17700,-2.03500,30.87600,14.96700,18.51300,18.51300,-0.11000,-0.11000,1.08310,-13.03760,23.61020,23.61020,-4.15670,-3.21020,0.05330,2.86830,2.86830,-0.23020,-0.23830,-5.07890,0.555,-0.0266
2009-06-30,63.27200,26.77100,36.50100,6.71600,,22.63100,13.87000,-16.09100,-2.22100,0.14600,-2.36700,,-2.36700,-0.16000,-2.25900,31.80100,13.87000,18.46900,18.46900,-0.12000,-0.12000,1.07080,-15.12430,21.92120,21.92120,-3.51020,-3.57030,0.05310,2.89980,2.89980,-0.19850,-0.20530,-4.38680,0.9583,0.4072
2009-03-31,65.28400,26.74900,38.53500,5.99200,,22.19600,16.33900,-15.05300,1.28600,0.13300,1.15300,,1.15300,-0.17200,0.87700,33.52300,16.33900,18.51100,20.69800,0.05000,0.05000,1.05920,-17.89740,25.02760,25.02760,1.96990,1.34340,0.05450,-1.67720,-1.67720,0.09630,0.09930,-3.69220,0.88810,0.41690
