Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,16.94700,4.94100,-21.88800,2.73600,-19.15200,0.07400,-19.22600,-19.22600,-19.22600,-22.75200,-21.88800,51.57400,51.57400,-0.37000,-0.37000,13.98070,-9.71460,-9.71460,-8.60240,-9.71460,3.82440,-0.3259,-0.3253
2024-06-30,14.62800,5.54200,-20.17000,2.78400,-17.38600,-16.17300,-1.21300,-1.21300,-1.21300,-21.17400,-20.17000,51.47900,51.47900,-0.02000,-0.02000,19.21730,-0.56600,-0.56600,-0.51070,-0.56600,4.15970,-0.0308,-0.0309
2024-03-31,13.18600,5.03500,-18.22100,2.95100,-15.27000,,-15.27000,-15.27000,-15.27000,-19.48700,-18.22100,51.44600,51.44600,-0.30000,-0.30000,16.79050,-7.17990,-7.17990,-6.44640,-7.17990,4.13400,-0.31460,-0.32610
2023-12-31,13.38300,5.51900,-18.90200,3.14400,-15.75800,-0.00200,-15.75600,-15.75600,-15.75600,-20.41800,-18.90200,48.01500,48.01500,-0.30000,-0.30000,14.78430,-6.98130,-6.98130,-6.24860,-6.98130,4.38690,-0.2708,-0.2752
2023-09-30,13.58600,6.04200,-19.62800,2.98800,-16.64000,,-16.64000,-16.64000,-16.64000,-21.11200,-19.62800,49.04700,49.04700,-0.34000,-0.34000,19.15790,-7.00300,-7.00300,-6.37480,-7.00300,4.64470,-0.2791,-0.279
2023-06-30,13.84300,6.27900,-20.12200,2.69000,-17.43200,0.00400,-17.43600,-17.43600,-17.43600,-20.71000,-20.12200,45.81300,45.81300,-0.38000,-0.38000,16.63430,-8.00520,-8.00520,-7.19850,-8.00520,4.72020,-0.2813,-0.2936
2023-03-31,15.07300,6.40700,-21.48000,2.35200,-19.12800,,-19.12800,-19.12800,-19.12800,-22.02100,-21.48000,45.77300,45.77300,-0.42000,-0.42000,22.02810,-8.31030,-8.31030,-7.53190,-8.31030,5.02840,-0.32800,-0.33140
2022-12-31,15.02400,6.13700,-21.16100,1.81600,-19.34500,,-19.34500,-19.34500,-19.34500,-21.61200,-21.16100,45.59500,45.59500,-0.42000,-0.42000,22.80340,-7.86290,-7.86290,-7.15660,-7.86290,5.37520,-0.3367,-0.3727
2022-09-30,13.66600,5.70900,-19.37500,1.13700,-18.23800,-0.00900,-18.22900,-18.22900,-18.22900,-19.52900,-19.37500,45.62300,45.62300,-0.40000,-0.40000,22.75020,-6.97910,-6.97910,-6.39650,-6.97910,5.72480,-0.3666,-0.4114
2022-06-30,11.46200,6.42300,-17.88500,0.57300,-17.31200,-0.00200,-17.31000,-17.31000,-17.31000,-17.73100,-17.88500,45.57100,45.57100,-0.38000,-0.38000,24.76190,-6.24980,-6.24980,-5.75920,-6.24980,6.07080,-0.2992,-0.376
2022-03-31,11.83600,6.78300,-18.61900,0.18800,-18.43100,0.00200,-18.43300,-18.43300,-18.43300,-18.48100,-18.61900,45.46600,45.46600,-0.41000,-0.41000,24.65040,-6.31610,-6.31610,-5.85160,-6.31610,6.40960,-0.39590,-0.41340
2021-12-31,12.16700,6.30500,-18.47200,0.11300,-18.35900,0.00000,-18.35900,-18.35900,-18.35900,-18.30400,-18.47200,45.13800,45.13800,-0.40000,-0.40000,24.65720,-5.94990,-5.94990,-5.53700,-5.94990,6.79140,-0.2691,-0.275
2021-09-30,9.16200,5.93500,-15.09700,0.10500,-14.99200,0.01900,-15.01100,-15.01100,-15.01100,-14.89000,-15.09700,45.29500,45.29500,-0.33000,-0.33000,36.61740,-4.61950,-4.61950,-4.36140,-4.61950,7.16500,-0.2713,-0.2823
2021-06-30,7.66400,5.38600,-13.05000,0.17600,-12.87400,0.00000,-12.87400,-12.87400,-12.87400,-12.81400,-13.05000,45.07000,45.07000,-0.29000,-0.29000,43.05440,-3.81060,-3.81060,-3.61720,-3.81060,7.47220,-0.2032,-0.2135
2021-03-31,7.50000,4.17400,-11.67400,0.07600,-11.59800,0.00400,-11.60200,-11.60200,-11.60200,-11.42800,-11.67400,44.78500,44.78500,-0.26000,-0.26000,57.79040,-3.33110,-3.33110,-3.27380,-3.33110,7.76040,-0.28810,-0.29080
2020-12-31,6.18200,4.32000,-10.50200,0.04900,-10.45300,0.00100,-10.45400,-10.45400,-10.45400,-10.44100,-10.50200,14.36500,14.36500,3.53000,3.53000,56.90500,-2.91100,-2.91100,-2.85990,-2.91100,8.02000,1.4451,1.4499
2020-09-30,5.99200,2.70900,-8.70100,-0.06000,-8.76100,0.00300,-8.76400,-8.76400,-8.76400,-8.62100,-8.70100,6.02200,6.02200,-1.46000,-1.46000,,,,,,,1.2115,1.2131
2020-06-30,5.80400,2.28100,-8.08500,0.11800,-7.96700,,-7.96700,-7.96700,-7.96700,-7.93700,-8.08500,3.04600,3.04600,-2.62000,-2.62000,,,,,,,-2.264,-2.264
2020-03-31,5.95500,1.69900,-7.65400,0.40100,-7.25300,0.00200,-7.25500,-7.25500,-7.25500,-7.47300,-7.65400,3.04600,3.04600,-2.38000,-2.38000,,,,,,,-2.67170,-2.68840
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
