Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,437.92100,392.56900,45.35200,37.74200,39.53900,5.81300,2.16400,7.97700,3.99900,3.97800,3.97800,3.53500,7.61000,5.81300,119.65900,125.75100,0.03000,0.03000,1.78060,,,10.35620,1.32740,1.32740,1.82160,0.80720,0.38230,1.07080,84.04780,0.60070,0.94790,0.34730,0.60070,5.52030,0.2636,0.2636
2024-06-30,422.32600,379.64200,42.68400,35.76800,37.58600,5.09800,2.96600,8.06400,3.42100,4.64300,4.64300,3.46700,6.91600,5.09800,119.30100,125.31800,0.03000,0.03000,1.81490,,,10.10690,1.20710,1.20710,1.90940,0.82090,0.39190,1.14130,78.86080,0.72140,1.16200,0.43090,0.72140,5.38680,0.2756,0.2756
2024-03-31,415.24300,374.39300,40.85000,38.20600,40.02700,0.82300,2.98400,3.80700,0.75100,3.05600,3.05600,2.98400,2.64400,0.82300,118.50500,125.05300,0.03000,0.02000,1.80320,,,9.83760,0.19820,0.19820,0.91680,0.71860,0.40250,1.19980,75.01130,0.49070,0.81000,0.29620,0.49070,5.24800,-0.26500,-0.26500
2023-12-31,440.82810,401.78700,39.04110,35.84900,37.62090,1.42020,2.84800,4.26800,1.94400,2.32400,2.32400,2.83800,3.19220,1.42010,116.73100,124.68600,0.03000,0.02000,1.81110,,,8.85630,0.32220,0.32220,0.96820,0.64380,0.44090,1.51610,59.36360,0.38260,0.64370,0.23240,0.38260,5.13790,0.5143,0.5134
2023-09-30,417.28200,375.54600,41.73600,34.46900,36.20000,5.53600,2.89400,8.43000,2.48800,5.94200,5.94200,5.64300,7.26700,5.53600,117.60200,124.92400,0.05000,0.05000,1.76990,,,10.00190,1.32670,1.32670,2.02020,1.35230,0.42050,1.19190,75.51220,1.00530,1.70650,0.59880,1.00530,5.00870,0.18,0.18
2023-06-30,413.35100,371.91800,41.43300,32.76400,34.45400,6.97900,0.81700,7.79600,1.43600,6.36000,6.36000,7.27400,8.66900,6.97900,116.16100,124.57100,0.06000,0.06000,1.82460,,,10.02370,1.68840,1.68840,1.88600,1.75980,0.44090,1.29240,69.63940,1.11320,1.87050,0.67830,1.11320,4.87850,0.0612,0.0612
2023-03-31,386.27600,346.98500,39.29100,31.23700,32.57700,6.71400,1.81300,8.52700,2.12500,6.40200,6.40200,7.32400,8.05400,6.71400,115.00900,124.32900,0.06000,0.06000,1.90120,,,10.17170,1.73810,1.73810,2.20750,1.89610,0.44130,1.48070,60.78370,1.15040,1.97690,0.73140,1.15040,4.81960,-0.10760,-0.10760
2022-12-31,364.42400,327.71110,36.71300,33.32900,34.46400,2.24900,1.15200,3.40100,-13.44700,16.84800,16.84800,17.77600,3.38400,2.24900,110.69500,110.69500,0.17000,0.17000,2.08860,,,10.07430,0.61710,0.61710,0.93330,4.87780,0.45970,1.92200,46.82560,3.24590,5.03340,2.12510,3.24590,4.52560,0.2819,0.2816
2022-09-30,342.89900,309.01300,33.88600,37.30700,38.46000,-4.57400,0.28500,-4.28900,-4.84500,0.55600,0.55600,1.62400,-3.42100,-4.57400,111.59300,124.84600,0.01000,0.01000,1.90340,,,9.88220,-1.33390,-1.33390,-1.25080,0.47360,0.42450,1.39190,64.65850,0.11320,0.18180,0.06880,0.11320,4.31530,0.127,0.127
2022-06-30,335.53600,301.69500,33.84100,37.92600,39.09100,-5.25000,-0.66300,-5.91300,5.46800,-11.38100,-11.38100,-10.47500,-3.43600,-5.25000,108.68600,108.68600,-0.10000,-0.10000,1.96600,,,10.08570,-1.56470,-1.56470,-1.76230,-3.12190,0.45040,1.56870,57.37090,-2.43650,-4.04880,-1.52770,-2.43650,4.26260,0.0667,0.0663
