Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2015-12-31,321.00000,275.00000,46.00000,4.00000,7.00000,-27.00000,38.00000,8.00000,1.00000,9.00000,4.00000,5.00000,5.00000,,5.00000,8.00000,8.00000,435.30000,436.90000,0.01000,0.01000,1.44800,0.10830,0.13310,14.33020,2.49220,2.49220,2.80370,1.55760,0.13770,3.39510,7.46510,12.05610,0.29070,0.30050,0.21450,0.25920,3.93780,0.164,0.0731
2015-09-30,319.19400,315.00000,4.19400,3.00000,8.00000,,11.00000,-6.80600,-36.00000,-43.00000,-3.00000,-40.00000,-40.16900,0.00000,-40.16900,-6.80600,-6.80600,434.16700,434.16700,-0.09000,-0.09000,1.93180,0.13490,0.15590,1.25320,-2.13220,-2.13220,-13.47140,-12.58450,0.12020,3.46150,5.69990,15.78980,-2.10200,-2.17480,-1.51240,-1.81840,,0.12900,0.02300
2015-06-30,320.00000,597.00000,-277.00000,3.53000,21.00000,,24.53000,-301.53000,8.00000,-297.00000,-49.00000,-248.00000,-261.00000,0.00000,-261.00000,-85.53000,-301.53000,435.00000,438.20000,-0.60000,-0.60000,1.89050,0.11750,0.13320,-88.83130,-94.22810,-94.22810,-92.81250,-81.56250,0.10770,5.63210,5.00000,18.00000,-11.86360,-12.27080,-8.78200,-10.46930,5.04370,0.1035,-0.4556
2015-03-31,292.00000,293.00000,-1.00000,3.00000,10.00000,,13.00000,-14.00000,-11.00000,-25.00000,-3.00000,-22.00000,-22.00000,0.00000,-22.00000,-14.00000,-14.00000,434.40000,439.50000,-0.05000,-0.05000,1.71230,0.08720,0.09550,-0.34250,-4.79450,-4.79450,-8.56160,-7.53420,0.08980,2.46220,4.17140,21.57530,-0.89430,-0.92170,-0.67630,-0.81630,,0.0706,0.3624
2014-12-31,327.00000,354.00000,-27.00000,8.00000,8.00000,-44.00000,60.00000,-87.00000,1.00000,-86.00000,-7.00000,-79.00000,-79.00000,,-79.00000,-87.00000,-87.00000,434.20000,435.20000,-0.18000,-0.18000,0.74380,,0.10360,-8.25690,-26.60550,-26.60550,-26.29970,-24.15900,0.09170,2.96830,4.45990,20.17980,-2.94100,-3.02980,-2.21570,-2.94100,,-0.0149,-0.3067
2014-09-30,412.00000,401.00000,11.00000,8.00000,30.00000,,38.00000,-27.00000,-1.00000,-28.00000,-3.00000,-25.00000,-25.00000,0.00000,-25.00000,-27.00000,-27.00000,416.66700,416.66700,-0.06000,-0.06000,0.89980,,0.09850,2.66990,-6.55340,-6.55340,-6.79610,-6.06800,0.11350,3.26020,5.97100,15.07280,-0.91170,-0.93840,-0.68870,-0.91170,,0.24240,0.24240
2014-06-30,358.00000,465.76000,-107.76000,11.02000,37.18000,,48.20000,-155.96000,11.20000,-146.11000,-33.80000,-112.31000,-116.00000,0.00000,-116.00000,51.04000,-155.96000,433.90000,435.20000,-0.27000,-0.27000,2.40230,0.09110,0.10020,-32.00000,-43.56430,-43.56430,-40.81290,-32.40220,0.09290,3.21210,3.58000,25.13970,-4.06300,-4.08530,-3.01140,-3.60470,6.71140,0.1041,-0.0452
2014-03-31,354.00000,332.00000,22.00000,8.00000,10.00000,,18.00000,4.00000,1.00000,5.00000,2.00000,3.00000,3.00000,0.00000,3.00000,4.00000,4.00000,433.30000,434.60000,0.01000,0.01000,2.51810,0.08240,0.08980,6.21470,1.12990,1.12990,1.41240,0.84750,0.09000,2.67740,4.16470,21.61020,0.10010,0.10760,0.07630,0.09190,,0.1605,0.0347
2013-12-31,402.00000,377.00000,25.00000,11.00000,10.00000,,21.00000,4.00000,-13.00000,-9.00000,1.00000,-10.00000,-10.00000,0.00000,-10.00000,4.00000,4.00000,432.90000,433.40000,-0.02000,-0.02000,2.67600,0.09290,0.10240,6.21890,0.99500,0.99500,-2.23880,-2.48760,0.09910,2.77210,3.65450,24.62690,-0.32710,-0.35120,-0.24660,-0.29670,,0.1556,0.0125
2013-09-30,403.00000,374.24000,28.76000,14.22000,10.82000,,25.04000,3.72000,1.80000,5.11000,3.80000,1.31000,1.00000,0.00000,1.00000,3.72000,3.72000,432.60000,433.00000,0.00000,0.00000,2.23290,0.08330,0.10000,7.03470,0.92310,0.92310,1.26800,0.24810,0.09580,2.52030,3.24900,27.70120,0.03160,0.03400,0.02380,0.02900,,0.05440,-0.08860
2013-06-30,369.00000,631.33000,-262.33000,24.39000,46.75000,,71.14000,-333.47000,7.70000,-336.93000,20.66000,-357.59000,-370.00000,,-370.00000,-106.47000,-333.47000,432.60000,433.10000,-0.86000,-0.86000,2.00420,0.06520,0.07860,-84.61520,-90.37130,-90.37130,-91.30890,-100.27100,0.07690,3.90000,2.79550,32.19510,-10.08190,-10.81530,-7.71370,-9.42490,,0.7123,-0.0455
