Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,85.90600,35.28900,50.61700,24.13300,36.55300,,61.04500,-10.42800,0.96700,-9.46100,-0.01900,-9.44200,-9.44200,-9.44200,-7.65300,-10.42800,99.43500,99.43500,-0.09000,-0.09000,3.51820,0.04890,0.05530,58.92140,-12.13890,-12.13890,-11.01320,-10.99110,0.20350,2.02570,44.42900,-2.78930,-5.91100,-2.23640,-2.65300,3.36830,0.1103,0.0877
2024-06-30,82.16000,33.38900,48.77100,23.90900,37.57600,-0.13500,61.97800,-13.20700,1.07500,-12.13200,0.18500,-12.31700,-12.31700,-12.31700,-10.56100,-13.20700,98.10350,98.10350,-0.13000,-0.13000,3.75010,0.05140,0.05810,59.36100,-16.07470,-16.07470,-14.76630,-14.99150,0.20340,2.10930,42.66890,-3.76450,-8.39490,-3.04980,-3.57100,3.30540,0.0055,-0.0155
2024-03-31,76.12700,32.09500,44.03200,22.82000,33.15800,-0.06000,56.39700,-12.36500,1.12100,-11.24400,0.18900,-11.43300,-11.43300,-11.43300,-9.77100,-12.36500,96.94520,96.94520,-0.12000,-0.12000,3.91760,0.05300,0.05980,57.84020,-16.24260,-16.24260,-14.77010,-15.01830,0.19140,2.13140,42.22590,-3.54060,-8.12310,-2.87520,-3.35310,3.31140,0.00980,-0.00740
2023-12-31,71.36900,31.42000,39.94900,21.49100,31.15500,-0.04300,53.04800,-13.09900,0.10700,-12.99200,-0.27900,-12.71300,-12.71300,-12.71300,-10.28100,-13.09900,94.08080,94.08080,-0.14000,-0.14000,3.76830,0.05260,0.05930,55.97530,-18.35400,-18.35400,-18.20400,-17.81310,0.17850,2.01050,44.76610,-3.91240,-9.01090,-3.17960,-3.70650,3.35950,-0.0572,-0.0753
2023-09-30,67.70300,31.15300,36.55000,21.75500,30.22300,,52.33700,-15.78700,0.35000,-15.43700,0.03900,-15.47600,-15.47600,-15.47600,-13.06200,-15.78700,94.67540,94.67540,-0.16000,-0.16000,4.73110,0.22690,0.31800,53.98580,-23.31800,-23.31800,-22.80110,-22.85870,0.14040,2.16540,41.56300,-4.81140,-11.37110,-3.20950,-3.71950,3.37300,0.0354,0.0196
2023-06-30,65.76300,30.28900,35.47400,20.86600,32.09000,-0.03400,53.34700,-17.87300,0.20000,-17.67300,0.08800,-17.76100,-17.76100,-17.76100,-15.27800,-17.87300,93.33470,93.33470,-0.19000,-0.19000,5.43940,0.22370,0.31450,53.94220,-27.17790,-27.17790,-26.87380,-27.00760,0.13910,2.33600,38.52740,-5.50690,-13.12970,-3.75550,-4.27480,3.42280,-0.0601,-0.0783
2023-03-31,59.99600,27.85800,32.13800,20.54900,27.98900,-0.18600,49.08400,-16.94600,0.17900,-16.76700,0.19600,-16.96300,-16.96300,-16.96300,-14.31500,-16.94600,92.39730,92.39730,-0.18000,-0.18000,5.61740,0.22630,0.31500,53.56690,-28.24520,-28.24520,-27.94690,-28.27360,0.12450,2.11040,42.64630,-5.16960,-12.18780,-3.51880,-3.99970,3.53340,-0.10410,-0.11890
2022-12-31,55.53800,26.86500,28.67300,20.35600,26.12100,12.68400,34.15300,-5.48000,0.02700,-5.45300,-0.54100,-4.91200,-4.91200,-4.91200,-2.89500,-5.48000,90.95650,90.95650,-0.05000,-0.05000,5.81930,0.22540,0.31150,51.62770,-9.86710,-9.86710,-9.81850,-8.84440,0.11360,2.11610,42.53200,-1.47050,-3.42450,-1.00470,-1.13900,3.62650,-0.1527,-0.1624
2022-09-30,53.41200,25.84400,27.56800,18.22200,28.05800,-0.73700,47.38700,-19.81900,-0.39300,-20.21200,-0.16300,-20.04900,-20.04900,-20.04900,-17.26200,-19.81900,91.18220,91.18220,-0.22000,-0.22000,6.37680,0.20090,0.25780,51.61390,-37.10590,-37.10590,-37.84170,-37.53650,0.11010,2.03060,44.32260,-6.11480,-14.57600,-4.13140,-4.88660,3.58420,-0.0509,-0.0586
2022-06-30,50.53000,23.25700,27.27300,16.59500,28.93500,-0.79600,46.65700,-19.38400,-0.69300,-20.07700,0.15600,-20.23300,-20.23300,-20.23300,-17.34500,-19.38400,90.70740,90.70740,-0.22000,-0.22000,6.97280,0.19910,0.25170,53.97390,-38.36140,-38.36140,-39.73280,-40.04160,0.10290,1.84640,48.74390,-6.02990,-14.12670,-4.11990,-4.82960,3.68590,-0.1222,-0.1371
