Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,31.20200,7.11600,-38.31800,3.75200,-34.56600,-34.56600,-34.56600,-34.56600,-39.99400,-38.31800,70.54300,70.54300,-0.49000,-0.49000,13.15080,-12.61560,-12.61560,-11.44300,-12.61560,3.88320,-0.406,-0.4119
2024-06-30,28.94000,7.07700,-36.01700,4.05400,-31.96300,-31.96300,-31.96300,-31.96300,-38.04100,-36.01700,70.34800,70.34800,-0.45000,-0.45000,15.07750,-10.56980,-10.56980,-9.71800,-10.56980,4.46860,-0.3452,-0.3498
2024-03-31,21.96000,7.03000,-28.99000,3.97900,-25.01100,-25.01100,-25.01100,-25.01100,-30.95600,-28.99000,67.35000,67.35000,-0.37000,-0.37000,21.30720,-7.61030,-7.61030,-7.13000,-7.61030,4.87460,-0.44820,-0.45140
2023-12-31,24.48100,6.94700,-31.42800,3.09800,-28.33000,-28.33000,-28.33000,-28.33000,-33.28800,-31.42800,51.45100,51.45100,-0.49000,-0.49000,10.39190,-12.64240,-12.64240,-11.24180,-12.64240,4.08430,-0.5954,-0.5981
2023-09-30,22.38800,6.29400,-28.68200,3.20400,-25.47800,-25.47800,-25.47800,-25.47800,-30.34700,-28.68200,57.40200,57.40200,-0.44000,-0.44000,12.25910,-10.29770,-10.29770,-9.28720,-10.29770,4.53630,-0.155,-0.1531
2023-06-30,18.78700,6.20500,-24.99200,2.04800,-22.94400,-22.94400,-22.94400,-22.94400,-25.99600,-24.99200,45.65400,45.65400,-0.50000,-0.50000,18.46420,-8.53570,-8.53570,-7.86250,-8.53570,4.92920,-0.4575,-0.4663
2023-03-31,19.51600,6.16200,-25.67800,1.73300,-23.94500,-23.94500,-23.94500,-23.94500,-26.28600,-25.67800,45.09000,45.09000,-0.53000,-0.53000,12.99280,-11.80650,-11.80650,-10.56480,-11.80650,4.49780,-0.45750,-0.46440
2022-12-31,16.29500,5.82400,-22.11900,1.27200,-20.84700,-20.84700,-20.84700,-20.84700,-22.49200,-22.11900,39.65500,39.65500,-0.52000,-0.52000,13.67670,-9.37570,-9.37570,-8.43400,-9.37570,4.93130,-0.3835,-0.3907
2022-09-30,19.72300,5.97100,-25.69400,0.86500,-24.82900,-24.82900,-24.82900,-24.82900,-25.84300,-25.69400,39.57600,39.57600,-0.63000,-0.63000,14.95670,-11.55810,-11.55810,-10.43250,-11.55810,5.42800,-0.4859,-0.4959
2022-06-30,13.83400,6.86200,-20.69600,0.40900,-20.28700,-20.28700,-20.28700,-20.28700,-20.54300,-20.69600,39.48700,39.48700,-0.51000,-0.51000,18.72100,-8.56460,-8.56460,-7.81220,-8.56460,5.98530,-0.4494,-0.4662
