Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,283.14600,138.27900,144.86700,130.61400,130.61400,14.25300,0.19200,14.44500,3.69400,10.75100,10.75100,10.97100,15.54500,14.25300,70.67300,71.52300,0.16000,0.15000,2.70880,,51.16340,5.03380,5.03380,5.10160,3.87470,0.42200,0.57610,18.16790,4.95380,2.55480,2.58160,1.60240,2.55480,5.95100,0.1266,0.0863
2024-06-30,282.45600,129.85000,152.60600,136.17100,136.17100,16.43500,4.27100,20.70600,5.32900,15.37700,15.37700,15.37700,17.71700,16.43500,70.83300,71.54400,0.22000,0.21000,2.65400,,54.02820,5.81860,5.81860,7.33070,5.44400,0.42940,0.55410,15.53830,5.79210,3.78970,3.82730,2.33760,3.78970,5.73670,-0.345,-0.3727
2024-03-31,270.58100,129.07900,141.50200,132.17400,132.17400,9.32800,5.32100,14.64900,3.77600,10.87300,10.87300,10.87300,10.67100,9.32800,70.91900,71.52300,0.15000,0.15000,2.51290,,52.29560,3.44740,3.44740,5.41390,4.01840,0.41630,0.63950,18.12450,4.96560,2.78880,2.81710,1.67270,2.78880,5.50550,0.53680,0.51250
2023-12-31,257.77800,123.72900,134.04900,131.85000,131.85000,2.19890,2.67700,4.87600,1.38200,3.49400,3.49400,3.49400,3.54090,2.19900,72.96100,73.58300,0.06000,0.05000,2.78760,,52.00170,0.85300,0.85310,1.89160,1.35540,0.42340,0.60770,18.37330,4.89840,0.90720,0.91650,0.57380,0.90720,5.40240,-0.0515,-0.0663
2023-09-30,257.60300,124.37100,133.23200,132.90800,132.90800,0.32400,3.98400,4.30800,1.13000,3.17800,3.17800,3.17800,1.61700,0.32400,73.26200,73.71600,0.04000,0.04000,2.80400,,51.71990,0.12580,0.12580,1.67230,1.23370,0.40920,0.61300,12.77220,7.04650,0.80150,0.80940,0.50480,0.80150,5.46360,0.1717,0.1581
2023-06-30,273.72900,126.03100,147.69800,140.34300,140.34300,7.35500,2.38100,9.73600,2.43300,7.30300,7.30300,7.30300,8.59600,7.35500,73.44200,74.08100,0.10000,0.10000,2.96840,,53.95770,2.68700,2.68700,3.55680,2.66800,0.43500,0.61380,15.82800,5.68610,1.79860,1.81570,1.16070,1.79860,5.52600,-0.1877,-0.2009
2023-03-31,279.60900,140.38900,139.22000,126.96400,126.96400,12.25600,6.58500,18.84100,4.66900,14.17200,14.17200,14.17200,13.47400,12.25600,73.37000,74.37900,0.19000,0.19000,2.84680,,49.79100,4.38330,4.38330,6.73830,5.06850,0.44570,0.73830,30.86870,2.91560,3.57930,3.61350,2.25890,3.57930,5.39430,0.65650,0.64110
2022-12-31,259.15300,125.86500,133.28800,122.62900,122.62900,10.65900,-0.29300,10.36600,2.49800,7.86800,7.86800,7.86800,11.93100,10.65900,73.31400,74.52000,0.11000,0.11000,2.86170,,51.43220,4.11300,4.11300,4.00000,3.03600,0.44730,0.58480,30.86990,2.91550,2.07290,2.09290,1.35810,2.07290,5.17380,-0.1488,-0.1656
2022-09-30,268.71100,126.32900,142.38200,127.63100,127.63100,14.75100,1.44000,16.19100,4.20300,11.98800,11.98800,11.98800,15.96500,14.75100,73.32800,74.35400,0.16000,0.16000,2.64540,,52.98700,5.48950,5.48950,6.02540,4.46130,0.45800,0.59220,24.75920,3.63500,3.26380,3.29460,2.04320,3.26380,5.00860,0.1358,0.117
2022-06-30,290.05400,127.81200,162.24200,142.96200,142.96200,19.28000,1.81300,21.09300,4.82000,16.27300,16.27300,16.27300,20.48300,19.28000,73.31200,74.63500,0.22000,0.22000,2.59280,,55.93510,6.64700,6.64700,7.27210,5.61030,0.51020,0.61300,19.82060,4.54070,4.56830,4.61190,2.86230,4.56830,4.85810,-0.3917,-0.4111
2022-03-31,283.49800,129.08700,154.41100,125.96100,125.96100,28.45000,0.51600,28.96600,6.39800,22.56800,22.56800,22.56800,29.55200,28.45000,73.26400,74.80300,0.31000,0.30000,2.39360,,54.46640,10.03530,10.03530,10.21740,7.96060,0.49670,0.72020,23.91990,3.76260,6.62790,6.69280,3.95390,6.62790,4.64530,0.71920,0.70490
2021-12-31,239.80500,108.34100,131.46400,99.52800,99.52800,31.93610,-0.22400,31.71200,2.33000,29.38200,29.38200,29.38200,33.05410,31.93600,72.51300,74.54700,0.40000,0.40000,2.74520,,54.82120,13.31750,13.31750,13.22410,12.25250,0.49920,0.63260,29.92330,3.00770,9.26840,9.36450,6.11600,9.26840,4.32880,-0.0777,-0.0836
2021-09-30,244.06400,109.58800,134.47600,115.26500,115.26500,19.21100,0.15800,19.36900,2.70100,16.66800,16.66800,16.66800,20.33000,19.21100,72.81000,74.88100,0.23000,0.22000,2.52650,,55.09870,7.87130,7.87130,7.93600,6.82940,0.54320,0.77300,14.22450,6.32710,5.88690,5.95550,3.70970,5.88690,3.88610,0.0193,0.0125
2021-06-30,228.61400,101.39600,127.21800,94.28900,94.28900,32.92900,-0.26400,32.66500,1.12700,31.53800,31.53800,31.53800,34.05100,32.92900,72.38700,74.42200,0.44000,0.42000,2.51020,,55.64750,14.40380,14.40380,14.28830,13.79530,0.54480,0.85330,11.67890,7.70620,11.92600,12.07200,7.51500,11.92600,3.63560,0.4457,0.4389
2021-03-31,178.90700,82.24200,96.66500,75.45000,75.45000,21.21500,-0.23300,20.98200,-1.27000,22.25200,22.25200,22.25200,22.36400,21.21500,71.78200,74.03300,0.31000,0.30000,2.50920,,54.03090,11.85810,11.85810,11.72790,12.43780,0.49720,0.81870,8.14210,11.05360,9.77200,9.91420,6.18430,9.77200,3.15550,0.44860,0.43860
