Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,140.75400,61.96200,78.79200,62.17900,62.17900,16.61300,-0.69400,15.91900,-3.04100,18.96000,18.96000,18.96000,17.79400,16.61300,19.86100,72.05800,0.26000,0.26000,2.62020,,55.97850,11.80290,11.80290,11.30980,13.47030,0.46040,0.65040,9.19360,9.78940,9.47700,9.63600,6.20110,9.47700,2.80210,-0.0308,-0.0376
2020-09-30,151.03600,67.56900,83.46700,61.67200,61.67200,21.79500,-0.25300,21.54200,2.10400,19.43800,19.43800,19.43800,23.04500,21.79500,69.87200,72.28100,0.28000,0.27000,2.22780,0.08580,55.26300,14.43030,14.43030,14.26280,12.86980,0.51840,0.91820,21.04450,4.27670,11.11340,11.33090,6.67210,11.11340,2.49130,0.191,0.1847
2020-06-30,142.78400,70.71300,72.07100,53.26700,53.26700,18.80400,-0.17400,18.63000,4.39400,14.23600,14.23600,14.23600,20.00900,18.80400,69.41500,71.65900,0.21000,0.20000,1.98450,0.15850,50.47550,13.16950,13.16950,13.04770,9.97030,0.52450,1.09620,29.44610,3.05640,9.40060,9.61190,5.22930,9.40060,2.17900,0.7512,0.7397
2020-03-31,146.07500,75.12500,70.95000,67.09600,67.09600,3.85400,0.12700,3.98100,-0.17500,4.15600,4.15600,4.15600,5.04500,3.85400,69.32000,71.90300,0.06000,0.06000,1.84170,0.22040,48.57090,2.63840,2.63840,2.72530,2.84510,0.56290,0.74110,36.63780,2.45650,3.05330,3.13300,1.60160,3.05330,1.96180,0.11240,0.10470
2019-12-31,147.55600,69.45300,78.10290,67.46700,67.46700,10.63590,-0.26400,10.35800,1.95300,8.40500,8.40500,8.40500,11.87190,10.63590,7.71900,7.71900,0.26000,0.28000,1.96350,,52.93110,7.20810,7.20810,7.01970,5.69610,0.63520,0.66620,26.77000,3.36200,6.42760,6.60430,3.61830,6.42760,1.89300,5.5286,4.0728
2019-09-30,154.19700,71.51900,82.67800,69.84500,69.84500,12.83300,-0.00700,12.84000,3.28100,9.55900,9.55900,9.55900,13.96500,12.83300,68.87100,72.65800,0.14000,0.13000,1.84970,,53.61840,8.32250,8.32250,8.32700,6.19920,0.69540,0.68940,27.47140,3.27610,7.91370,8.07170,4.31110,7.91370,1.75390,-0.0246,0.0167
2019-06-30,161.89700,71.47900,90.41800,72.69000,72.69000,17.72800,-0.44400,17.28400,4.54300,12.74100,12.74100,-28.07500,18.61700,17.72800,49.02500,49.02500,-0.57000,-0.57000,1.74750,,55.84910,10.95020,10.95020,10.67590,-17.34130,0.75100,0.69710,17.01490,5.28950,11.45130,11.70850,5.91050,11.45130,1.61560,0.1074,0.0197
2019-03-31,137.34300,66.58900,70.75400,63.85300,63.85300,6.90100,-0.21600,6.68500,1.72300,4.96200,4.96200,4.96200,7.59600,6.90100,41.93600,44.82100,0.08000,0.07000,,,51.51630,5.02470,5.02470,4.86740,3.61290,,,,,,,,,,0.35530,0.24400
2018-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-0.6259,-0.5887
2018-09-30,125.90900,59.52400,66.38500,56.86800,56.86800,9.51700,-0.15500,9.36200,2.22200,7.14000,7.14000,7.14000,10.26700,9.51700,41.93600,44.79800,0.11000,0.10000,,,52.72460,7.55860,7.55860,7.43550,5.67080,,,,,,,,,,0.0486,0.0357
2018-06-30,131.80200,58.47000,73.33200,59.23800,59.23800,14.09400,-0.12300,13.97100,3.50400,10.46700,10.46700,10.46700,14.09400,14.09400,41.93600,44.39400,0.16000,0.15000,,,55.63800,10.69330,10.69330,10.60000,7.94150,,,,,,,,,,0.5773,0.553
2017-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
