,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-24,2024-09-30,$0.30,$0.24
1,2024-07-25,2024-06-30,$0.24,$0.28
2,2024-04-25,2024-03-31,$0.22,$0.28
3,2024-02-15,2023-12-31,$0.22,$0.22
4,2023-10-24,2023-09-30,$0.22,$0.23
5,2023-07-27,2023-06-30,$0.23,$-1.88
6,2023-04-24,2023-03-31,$0.21,$0.13
7,2023-02-14,2022-12-31,$0.26,$0.23
8,2022-10-26,2022-09-30,$0.22,$0.21
9,2022-07-28,2022-06-30,$0.25,$0.15
10,2022-04-28,2022-03-31,$0.21,$0.15
11,2022-02-14,2021-12-31,$0.19,$0.25
12,2021-10-28,2021-09-30,$0.24,$0.21
13,2021-07-29,2021-06-30,$-0.18,$0.38
14,2021-04-29,2021-03-31,--,$1.27
15,2021-02-16,2020-12-31,--,$0.34
16,2020-11-02,2020-09-30,$0.60,$0.14
17,2020-07-30,2020-06-30,$-0.65,$0.07
18,2020-05-11,2020-03-31,$0.13,$0.89
19,2020-02-27,2019-12-31,$0.74,$0.82
20,2019-11-08,2019-09-30,$0.83,$0.50
21,2019-07-30,2019-06-30,$0.82,$0.86
22,2019-05-07,2019-03-31,$0.80,$0.97
23,2019-02-20,2018-12-31,$0.54,$0.57
