Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,34.09800,34.55500,-0.45700,7.00600,12.29200,19.29800,-19.75500,-2.14100,-21.89600,,-21.89600,-21.89600,-1.04000,-22.93600,-15.89200,-19.75500,5.54400,5.54400,-4.14000,-4.14000,2.21270,0.75730,3.34840,-1.34030,-57.93600,-57.93600,-64.21490,-67.26500,0.24790,3.34090,4.09190,21.99450,-81.57690,-99.37820,-15.91950,-19.80030,4.81020,-2.5373,-2.5516
2024-06-30,33.77300,34.59700,-0.82400,7.45600,10.15500,17.61100,-18.43500,0.45800,-17.97700,0.00600,-17.98300,-17.98300,-1.71700,-19.70000,-14.60000,-18.43500,5.49600,5.49600,-3.58000,-3.58000,2.38010,0.63620,1.87500,-2.43980,-54.58500,-54.58500,-53.22890,-58.33060,0.19710,2.05620,3.50340,25.68920,-36.88590,-41.05150,-10.49750,-13.42000,8.01200,-2.0604,-2.0688
2024-03-31,21.13300,15.89500,5.23800,6.94100,14.82800,21.76900,-16.53100,-9.78300,-26.31400,0.00000,-26.31400,-26.31400,5.03100,-21.28300,-6.11400,-16.53100,5.46250,5.46250,-3.84620,-3.84620,2.44220,0.53510,1.24200,24.78590,-78.22370,-78.22370,-124.51620,-100.70980,0.11410,1.06180,3.62180,24.84980,-39.13090,-42.33340,-14.20180,-18.19020,11.09920,-2.75420,-2.82910
2023-12-31,377.72100,361.66400,16.05700,6.79000,35.60300,51.91000,-35.85300,-14.62700,-50.48000,-0.07500,-50.40500,-50.40500,12.55800,-37.84700,-18.98800,-35.85300,5.37470,5.37470,-6.75940,-6.75940,1.67550,0.47840,1.60200,4.25100,-9.49190,-9.49190,-13.36440,-10.01980,1.37470,24.33810,55.46560,1.62260,-58.58120,-62.36930,-18.34480,-30.55310,14.45130,0.1287,4.6367
2023-09-30,23.46400,21.80800,1.65600,10.52600,13.72300,24.24900,-22.59300,5.04700,-17.54600,0.00600,-17.55200,-17.55200,-0.01800,-17.57000,-14.82700,-22.59300,5.37800,5.37800,-3.27000,-3.27000,2.25710,0.55290,1.56470,7.05760,-96.28790,-96.28790,-74.77840,-74.88070,0.06660,0.71690,0.62480,144.04070,-14.56910,-15.54830,-4.97900,-6.51360,20.25370,-5.48,-6.0663
2023-06-30,23.48400,22.21400,1.27000,10.31200,6.51000,26.08200,-24.81200,-11.83100,-36.64300,-0.13800,-36.50500,-36.50500,-20.33600,-56.84100,-17.17900,-24.81200,5.36400,5.36400,-10.60000,-10.60000,3.81750,0.56980,1.36820,5.40790,-105.65490,-105.65490,-156.03390,-242.04140,0.05990,0.52060,0.64420,139.71390,-26.72340,-28.33600,-9.30540,-11.49640,23.02210,-1.2117,-2.0077
2023-03-31,48.66700,44.02400,4.64300,12.64200,13.22700,25.86900,-21.22600,14.45600,-6.77000,0.01500,-6.78500,-6.78500,3.73100,-3.05400,-13.94500,-21.22600,5.35140,5.35140,-0.69930,-0.69930,4.17330,0.47980,0.95200,9.54030,-43.61480,-43.61480,-13.91090,-6.27530,0.10840,0.80710,1.67900,53.60390,-3.48590,-4.05200,-1.51140,-1.81330,32.80440,-7.04350,-7.54430
2022-12-31,99.18000,98.39100,0.78900,11.76100,21.58600,33.34700,-32.55800,1.82400,-30.73400,0.02900,-30.76300,-30.76300,-22.84300,-53.60600,-22.97800,-32.55800,5.14420,5.14420,-10.48950,-10.48950,3.25050,0.48200,0.95920,0.79550,-32.82720,-32.82720,-30.98810,-54.04920,0.19800,1.58410,3.46890,25.94460,-15.86520,-18.47350,-6.14130,-8.21830,32.80520,-6.0582,-7.0393
2022-09-30,122.29600,116.36500,5.93100,11.43800,18.91200,30.35000,-24.41900,-1.98300,-26.40200,0.01300,-26.41500,-26.41500,-3.75400,-30.16900,-16.25100,-24.41900,5.32240,5.32240,-5.59440,-5.59440,4.53920,0.30550,0.45300,4.84970,-19.96710,-19.96710,-21.58860,-24.66880,0.23020,2.73320,3.20040,28.12170,-10.91070,-13.21050,-4.97200,-7.57730,41.00580,-1.0287,-2.1901
2022-06-30,93.63100,87.88900,5.74200,12.00600,20.28100,32.28700,-26.54500,1.50300,-25.04200,0.05600,-25.09800,-25.09800,-2.45600,-27.55400,-18.03900,-26.54500,5.30620,5.30620,-5.24480,-5.24480,3.92000,0.23680,0.40610,6.13260,-28.35070,-28.35070,-26.74540,-29.42830,0.16860,1.84000,2.54760,35.32770,-9.33080,-11.08990,-4.51990,-7.12130,45.74010,0.504,0.1727
2022-03-31,66.12600,75.06100,-8.93500,12.29500,20.25500,32.55000,-41.48500,24.02200,-17.46300,-0.03900,-17.42400,-17.42400,0.84800,-16.57600,-33.17400,-41.48500,4.59630,4.59630,-3.49650,-3.49650,4.49730,0.20500,0.30620,-13.51210,-62.73630,-62.73630,-26.40870,-25.06730,0.11620,1.37220,1.89920,47.38860,-5.93670,-6.96090,-3.06210,-4.71950,50.04180,-11.57270,-12.30370
2021-12-31,-12.54900,-5.70000,-6.84900,14.17100,14.37700,28.54800,-35.39700,-2.75000,-38.14700,0.01300,-38.16000,-38.16000,,-42.20700,-30.98000,-35.39700,3.48460,3.48460,-10.13990,-10.13990,3.95300,0.23450,0.33380,54.57810,282.07030,282.07030,303.98430,336.33760,-0.02350,-0.15400,-0.56710,-158.69950,-15.17620,-17.66260,-7.13410,-11.61710,49.36780,-12.1185,-13.3197
2021-09-30,32.00000,31.59100,0.40900,10.45800,28.07600,38.53400,-38.12500,4.06900,-34.05600,0.21800,-34.27400,-34.27400,,-34.27400,-34.57100,-38.12500,3.39510,3.39510,-10.13990,-10.13990,6.02100,0.03110,0.03860,1.27810,-119.14060,-119.14060,-106.42500,-107.10620,0.07500,1.40890,2.75980,32.61090,-11.82080,-12.98360,-8.03160,-11.45280,56.93620,-6.5451,-7.6172
2021-06-30,39.69200,39.72200,-0.03000,8.81800,15.76100,24.57900,-24.60900,-2.81000,-27.41900,,-27.41900,-27.41900,,-27.41900,-21.30900,-24.60900,3.12370,3.12370,-8.74130,-8.74130,0.94420,,,-0.07560,-61.99990,-61.99990,-69.07940,-69.07940,0.09780,,,,-548.37980,-548.38000,-6.75630,-548.37980,11.59630,-6.2733,-8.6283
2021-03-31,31.80200,31.23300,0.56900,7.12700,13.73300,20.86000,-20.29100,-2.05600,-22.34700,,-22.34700,-22.34700,,-22.34700,-17.35600,-20.29100,3.11050,3.11050,-7.34270,-7.34270,2.43880,,,1.78920,-63.80420,-63.80420,-70.26920,-70.26920,0.07820,,,,-446.93980,-446.94000,-5.49280,-446.93980,11.87910,-8.85500,-13.26370
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,13.8744,16.4935
2020-09-30,28.20200,26.89500,1.30700,6.75800,9.17000,15.92800,-14.62100,-2.32000,-16.94100,0.00000,-16.94100,-16.94100,,-16.94100,-14.62100,-14.62100,2.59550,2.59550,-6.64340,-6.64340,0.09500,,7.73200,4.63440,-51.84380,-51.84380,-60.07020,-60.07020,56.97370,,,,-87324.73000,-89163.19000,-3422.42400,-87324.73000,,-13.8744,-16.4935
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
