Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2576.00000,1470.00000,1106.00000,189.00000,1160.00000,-54.00000,-1566.00000,-1620.00000,-288.00000,-1332.00000,-1332.00000,,-1332.00000,1026.00000,-54.00000,307.00000,307.00000,-4.34000,-4.34000,1.56870,0.96140,24.89870,42.93480,-2.09630,-2.09630,-62.88820,-51.70810,0.11210,,1.92240,46.81680,-195.59470,41.37930,-5.79660,-7.55230,2.22180,2.9023,1.3455
2024-06-30,2353.00000,1440.00000,913.00000,243.00000,1319.00000,-406.00000,-67.00000,-473.00000,392.00000,-865.00000,-865.00000,,-865.00000,774.00000,-406.00000,306.00000,306.00000,-2.82000,-2.82000,1.41280,0.89870,8.87080,38.80150,-17.25460,-17.25460,-20.10200,-36.76160,0.09340,,1.85710,48.46150,-44.17770,44.49590,-3.43460,-4.47560,6.38950,1.7804,-4.9965
2024-03-31,2080.00000,1366.00000,714.00000,162.00000,1163.00000,-449.00000,-132.00000,-581.00000,-395.00000,-186.00000,-186.00000,,-186.00000,671.00000,-449.00000,305.00000,305.00000,-0.61000,-0.61000,1.32590,0.84850,5.59890,34.32690,-21.58650,-21.58650,-27.93270,-8.94230,0.08560,,1.71480,52.48560,-6.61450,17.00180,-0.76510,-1.00240,9.20100,1.21310,-1.08520
2023-12-31,2184.00000,1388.00000,796.00000,247.00000,1124.00000,-328.00000,-165.00000,-493.00000,-145.00000,-348.00000,-348.00000,,-348.00000,670.00000,-328.00000,313.00000,326.00000,-1.10000,-0.58000,1.81780,0.83540,5.07470,36.44690,-15.01830,-15.01830,-22.57330,-15.93410,0.08880,,1.83380,49.07970,-11.25490,42.69940,-1.41430,-1.85270,10.13180,1.748,1.9672
2023-09-30,2703.00000,1499.00000,1204.00000,209.00000,743.00000,461.00000,98.00000,559.00000,-70.00000,629.00000,629.00000,,629.00000,1115.00000,461.00000,311.00000,327.00000,2.02000,0.92000,1.73490,0.82530,4.72360,44.54310,17.05510,17.05510,20.68070,23.27040,0.10580,,1.92110,46.84800,18.55460,-117.57010,2.46150,3.24180,10.97810,2.4791,1.7416
2023-06-30,2437.00000,1347.00000,1090.00000,285.00000,646.00000,444.00000,-286.00000,158.00000,19.00000,139.00000,139.00000,,139.00000,909.00000,444.00000,314.00000,315.00000,0.44000,0.44000,1.63420,0.85370,5.83660,44.72710,18.21910,18.21910,6.48340,5.70370,0.09340,,1.88620,47.71440,4.89610,-12.77570,0.53270,0.71620,9.10830,1.622,-5.5934
2023-03-31,2047.00000,1221.00000,826.00000,221.00000,637.00000,189.00000,-127.00000,62.00000,-134.00000,196.00000,196.00000,,196.00000,704.00000,189.00000,321.00000,323.00000,0.61000,0.61000,1.79000,0.84180,5.32230,40.35170,9.23300,9.23300,3.02880,9.57500,0.08620,,1.97970,45.46170,7.06560,-17.01390,0.82530,1.11760,8.72470,1.73990,-2.86690
2022-12-31,2035.00000,1274.00000,761.00000,221.00000,618.00000,143.00000,-16.00000,127.00000,11.00000,116.00000,116.00000,,116.00000,493.00000,143.00000,379.00000,403.00000,0.46000,0.08000,2.04090,0.83980,5.24120,37.39560,7.02700,7.02700,6.24080,5.70020,0.09050,,2.08930,43.07620,4.38560,-9.02020,0.51560,0.70270,8.17660,0.3321,-1.005
2022-09-30,2496.00000,1282.00000,1214.00000,246.00000,576.00000,638.00000,9.00000,647.00000,70.00000,577.00000,577.00000,,577.00000,1053.00000,638.00000,355.00000,379.00000,1.62000,1.33000,1.97010,0.82570,4.73600,48.63780,25.56090,25.56090,25.92150,23.11700,0.11510,,2.37040,37.96880,20.89820,-49.52790,2.65970,3.64340,8.09150,2.8313,1.3341
2022-06-30,2344.00000,1199.00000,1145.00000,257.00000,399.00000,746.00000,373.00000,1119.00000,179.00000,940.00000,940.00000,,940.00000,961.00000,746.00000,398.00000,424.00000,2.36000,1.13000,1.89860,0.83070,4.90730,48.84810,31.82590,31.82590,47.73890,40.10240,0.10620,,2.40410,37.43600,34.44490,-77.81460,4.25990,5.83090,7.40800,1.7873,-2.5425
2022-03-31,1810.00000,1053.00000,757.00000,235.00000,209.00000,548.00000,8.00000,556.00000,130.00000,426.00000,426.00000,,426.00000,572.00000,548.00000,432.00000,461.00000,0.99000,0.82000,2.36020,0.81720,4.47150,41.82320,30.27620,30.27620,30.71820,23.53590,0.08640,,2.26250,39.77900,15.76610,-34.21690,2.03430,2.88150,6.50680,1.34710,-2.00000
