Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.04260,0.32730,0.71530,1.52370,1.53530,-0.81990,-0.06800,-0.88790,,-0.88790,-0.88790,-0.88790,-0.78470,-0.81990,1.95160,1.95160,-0.45000,-0.45000,0.59420,-0.94890,68.60820,-78.63910,-78.63910,-85.16240,-85.16240,0.18340,0.09430,13.03120,6.90650,35.98000,35.98000,-15.62080,35.98000,-1.26450,-0.1238,-0.1238
2024-06-30,1.12830,0.38160,0.74670,2.02750,2.03960,-1.29280,-0.00860,-1.30150,0.00000,-1.30150,-1.30150,-1.30150,-1.28080,-1.29280,1.95160,1.95160,-0.67000,-0.67000,0.70190,-1.30720,66.18190,-114.58000,-114.58000,-115.34380,-115.34380,0.17950,0.10040,12.51500,7.19140,82.37350,82.37350,-20.70440,82.37350,-0.80950,-0.4494,-0.4494
2024-03-31,2.23930,0.67350,1.56580,3.29140,3.30400,-1.73820,-0.03120,-1.76940,0.00000,-1.76940,-1.76940,-1.76940,-1.72560,-1.73820,1.89080,1.89080,-0.94000,-0.94000,0.86160,-2.88220,69.92190,-77.62280,-77.62280,-79.01610,-79.01610,0.33130,0.16110,21.56910,4.17260,443.77300,443.76930,-26.17450,443.76950,-0.20430,-0.25560,-0.25560
2023-12-31,3.37310,3.91900,-0.54580,3.51280,3.52530,-4.07110,0.07100,-4.00010,,-4.00010,-4.00010,-4.00010,-4.05860,-4.07110,1.64020,1.64020,-2.26000,-2.26000,1.13730,0.81980,-16.18200,-120.69250,-120.69250,-118.58650,-118.58650,0.47400,0.80730,15.93070,5.64950,-385.79860,-385.79890,-56.20470,-385.79880,0.55370,0.0909,0.0919
2023-09-30,3.38920,1.31770,2.07150,3.96280,3.97530,-1.90380,-0.02210,-1.92600,,-1.92600,-1.92600,-1.92600,-1.89130,-1.90380,1.60450,1.60450,-1.20000,-1.20000,1.88760,0.17430,61.12090,-56.17380,-56.17380,-56.82640,-56.82640,0.31210,0.15050,22.97770,3.91680,-39.49380,-39.49380,-17.73450,-39.49380,2.60450,-0.0505,-0.0495
2023-06-30,3.44890,1.37260,2.07640,4.06870,4.08110,-2.00480,-0.02440,-2.02920,0.00000,-2.02920,-2.02920,-2.02920,-1.99240,-2.00480,1.54620,1.54620,-1.31000,-1.31000,1.81640,0.38470,60.20310,-58.12860,-58.12860,-58.83660,-58.83660,0.28050,0.14070,22.05250,4.08120,-38.08290,-38.08290,-16.50570,-38.08290,3.42890,-0.0674,-0.0676
2023-03-31,4.02950,1.61920,2.41030,4.32490,4.33560,-1.92530,-0.02520,-1.95050,0.00000,-1.95050,-1.95050,-1.95050,-1.91460,-1.92530,1.53760,1.53760,-1.27000,-1.27000,2.12040,0.29010,59.81550,-47.78090,-47.78090,-48.40610,-48.40610,0.28890,0.14570,20.90870,4.30440,-27.60140,-27.60140,-13.98580,-27.60140,4.59590,-0.16950,-0.21850
2022-12-31,4.74390,1.95050,2.79340,4.55250,4.56040,-1.76700,-0.02720,-1.79420,,-1.79420,-1.79420,-1.79420,-1.75910,-1.76700,1.53250,1.53250,-1.12000,-1.12000,2.30560,0.23430,58.88460,-37.24880,-37.24880,-37.82140,-37.82140,0.29380,0.15450,14.09900,6.38340,-20.50560,-20.50560,-11.11070,-20.50560,5.68900,0.2391,0.2351
2022-09-30,3.63350,1.44230,2.19120,4.60000,4.60760,-2.41640,-0.02190,-2.43830,0.00000,-2.43830,-2.43830,-2.43830,-2.40880,-2.41640,1.53760,1.53760,-1.60000,-1.60000,2.59330,0.20000,60.30630,-66.50520,-66.50520,-67.10750,-67.10750,0.20810,0.10090,15.84310,5.68070,-23.79330,-23.79330,-13.96220,-23.79330,6.66490,-1.434,-1.4414
2022-06-30,3.77470,1.47340,2.30130,3.85880,3.86540,-1.56410,-0.00790,-1.57210,0.00000,-1.57210,-1.57210,-1.57210,-1.55750,-1.56410,1.52730,1.52730,-1.05000,-1.05000,3.24220,0.16560,60.96660,-41.43780,-41.43780,-41.64780,-41.64780,0.19960,0.11510,22.05140,4.08140,-12.69610,-12.69610,-8.31150,-12.69610,8.05300,-1.6787,-1.6881
