Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,14.20700,0.94400,13.26300,11.41200,11.41200,1.85100,,1.85100,0.17300,1.67800,1.67800,1.67800,5.23800,5.23800,0.32000,0.32000,0.04150,14.26150,12.92860,0.00970,1.38890,1.41140,0.12540,1.38890,23.05690,1.0667,0.9932
2021-09-30,14.42100,0.93900,13.48200,11.28800,11.28800,2.19400,,2.19400,0.28600,1.90800,1.90800,1.90800,5.24500,5.24500,0.36000,0.36000,0.04470,16.72000,14.54050,0.01000,1.57990,1.60560,0.14550,1.57990,23.02080,0.3199,0.2495
2021-06-30,13.39700,0.75300,12.64400,10.53500,10.53500,2.10900,,2.10900,0.26700,1.84200,1.84200,1.84200,5.23700,5.23700,0.35000,0.35000,0.12970,16.67990,14.56820,0.00990,1.53590,1.56130,0.14450,1.53590,22.86520,0.3218,0.2067
2021-03-31,15.11200,0.82200,14.29000,10.70800,10.70800,3.58200,,3.58200,0.57000,3.01200,3.01200,3.01200,5.22500,5.22500,0.58000,0.58000,0.14580,25.33240,21.30130,0.01120,2.55420,2.59730,0.23950,2.55420,22.56900,2.71620,2.69210
2020-12-31,14.24300,1.08000,13.16300,12.70700,12.70700,0.45600,,0.45600,-0.08900,0.54500,0.54500,0.54500,5.21600,5.21600,0.10000,0.10000,0.30020,3.49080,4.17210,0.01070,0.46520,0.47320,0.04440,0.46520,22.42440,0.1354,0.1037
2020-09-30,13.39400,1.26900,12.12500,10.96400,10.96400,1.16100,,1.16100,0.06100,1.10000,1.10000,1.10000,5.22100,5.22200,0.21000,0.21000,0.70260,9.81820,9.30230,0.00940,0.94120,0.95740,0.08760,0.94120,22.38130,-1.6806,-1.5253
2020-06-30,13.80600,1.37500,12.43100,9.50400,9.50400,2.92700,,2.92700,0.43300,2.49400,2.49400,2.49400,5.22000,5.22000,0.48000,0.48000,0.75350,24.12830,20.55890,0.00990,2.15240,2.19010,0.20420,2.15240,22.19290,0.1458,0.3382
2020-03-31,13.26400,1.56800,11.69600,10.33000,10.33000,1.36600,,1.36600,0.11600,1.25000,1.25000,1.25000,5.20000,5.20100,0.24000,0.24000,0.42540,11.98670,10.96880,0.01070,1.13590,1.15700,0.11730,1.13590,21.15820,-0.25610,-0.32690
2019-12-31,13.37500,1.64700,11.72800,9.44800,9.44800,2.28000,,2.28000,0.30500,1.97500,1.97500,1.97500,5.19700,5.19700,0.38000,0.38000,0.44150,18.35310,15.89790,0.01180,1.79940,1.83310,0.18730,1.79940,21.10690,0.8547,0.7609
2019-09-30,13.94500,1.65600,12.28900,9.69600,9.69600,2.59300,,2.59300,0.36100,2.23200,2.23200,2.23200,5.19900,5.19900,0.43000,0.43000,0.64850,21.10020,18.16260,0.01170,2.04650,2.08520,0.21250,2.04650,20.97770,0.5876,0.469
2019-06-30,13.70600,1.60200,12.10400,10.29500,10.29500,1.80900,,1.80900,0.18300,1.62600,1.62600,1.62600,5.20200,5.20200,0.31000,0.31000,0.63310,15.98480,14.36780,0.01100,1.51360,1.54280,0.15800,1.51360,20.64670,0.6191,0.5846
2019-03-31,13.29200,1.51700,11.77500,9.51700,9.51700,2.25800,,2.25800,0.23100,2.02700,2.02700,2.02700,5.18500,5.18500,0.39000,0.39000,0.75840,19.55150,17.55130,0.01120,1.93010,1.96850,0.19740,1.93010,20.18820,0.31880,0.22280
2018-12-31,13.38200,1.44800,11.93400,10.82800,10.82800,1.10600,,1.48300,0.09500,1.38800,1.38800,1.38800,5.14100,5.14100,0.27000,0.27000,0.84090,13.57810,12.70830,0.01050,1.36070,1.38870,0.13370,1.36070,19.67710,0.9328,0.9246
2018-09-30,13.18700,1.29900,11.88800,10.17600,10.17600,1.71200,,1.71200,0.11500,1.59700,1.59700,1.59700,5.18200,5.18200,0.31000,0.31000,0.78450,15.36940,14.33700,0.01090,1.60380,1.63720,0.15570,1.60380,19.21190,0.6121,0.5886
2018-06-30,13.01800,1.16800,11.85000,10.79300,10.79300,1.05700,,1.05700,0.06500,0.99200,0.99200,0.99200,5.17700,5.17700,0.19000,0.19000,0.86660,9.37470,8.79820,0.01090,0.99910,1.01560,0.09610,0.99910,19.16480,0.2292,0.2056
2018-03-31,11.94100,1.05400,10.88700,9.94100,9.94100,0.94600,,0.94600,0.00400,0.94200,0.94200,0.94200,5.02000,5.02000,0.19000,0.19000,1.11730,9.12950,9.09090,0.01040,0.99160,0.99810,0.09480,0.99160,18.92010,0.59000,0.55240
2017-12-31,11.47900,0.91400,10.56500,13.54500,13.54500,-2.98000,,-2.98000,-0.09100,-2.88900,-2.88900,-2.88900,4.99100,4.99100,-0.58000,-0.58000,1.01870,-31.94000,-30.96460,0.00950,-2.99730,-3.01670,-0.29420,-2.99730,19.20080,0.5009,0.4788
2017-09-30,11.72200,0.83700,10.88500,10.18400,10.18400,0.70100,,0.70100,-0.05600,0.75700,0.75700,0.75700,4.99400,5.00400,0.15000,0.15000,0.70550,7.29450,7.87720,0.01010,0.77530,0.77530,0.07930,0.77530,19.14530,0.6597,0.6466
2017-06-30,12.15200,0.67300,11.47900,10.27000,10.27000,1.20900,,1.20900,0.04800,1.16100,1.16100,1.16100,4.98400,4.99700,0.23000,0.23000,0.75560,11.53740,11.07930,0.01100,1.19800,1.19800,0.12190,1.19800,19.44380,0.0445,0.0058
2017-03-31,10.88800,0.58800,10.30000,9.35600,9.35600,0.94400,,0.94400,0.00200,0.94200,0.94200,0.94200,4.97700,4.99200,0.19000,0.19000,0.29570,9.78240,9.76170,0.01050,0.99030,0.99030,0.10210,0.99030,19.11210,0.68590,0.63580
2016-12-31,10.77800,0.64000,10.13800,9.29500,9.29500,0.84300,,0.94200,0.04700,0.89500,0.89500,0.89500,4.95900,4.96100,0.18000,0.18000,0.19900,9.90740,9.41310,0.01050,0.95220,0.95220,0.09910,0.95220,18.94580,0.5389,0.5025
2016-09-30,10.76300,0.63300,10.13000,8.58900,8.58900,1.54100,,1.54100,0.21200,1.32900,1.32900,1.32900,4.95900,4.95900,0.27000,0.27000,0.39640,15.06350,12.99120,0.01130,1.37770,1.37770,0.14670,1.37770,19.45290,0.6231,0.5759
2016-06-30,10.72100,0.58200,10.13900,9.73500,9.73500,0.40400,,0.40400,-0.14800,0.55200,0.55200,0.55200,4.95900,4.95900,0.11000,0.11000,0.71780,4.54490,6.20990,0.00990,0.57540,0.57540,0.06150,0.57540,19.34520,0.3344,0.3027
2016-03-31,11.03000,0.71900,10.31100,9.14200,9.14200,1.16900,-0.09900,1.07000,0.04900,1.02100,1.02100,1.02100,4.95900,4.95900,0.21000,0.21000,0.33730,10.53050,10.04820,0.01190,1.08370,1.08370,0.11920,1.08370,18.99900,0.24780,0.17300
2015-12-31,10.90900,0.90600,10.00300,10.16700,10.16700,-0.16400,,0.07400,-0.23600,0.31000,0.31000,0.31000,4.95900,4.95900,0.06000,0.06000,0.54680,0.80190,3.35930,0.01030,0.33270,0.33270,0.03460,0.33270,18.78930,0.1529,-0.2372
2015-09-30,10.83200,0.91500,9.91700,8.93500,8.93500,0.98200,-0.16600,0.81600,-0.02400,0.84000,0.84000,0.84000,4.95900,4.95900,0.17000,0.17000,0.56410,8.18700,8.42780,0.01130,0.92470,0.92470,0.09560,0.92470,18.31900,0.6308,0.878
2015-06-30,10.90900,0.91800,9.99100,8.51600,8.51600,1.47500,-0.00300,1.47200,0.19300,1.27900,1.27900,1.27900,4.95900,4.95900,0.26000,0.26000,0.81350,14.77020,12.83360,0.01120,1.42760,1.42760,0.14310,1.42760,18.06570,0.2345,0.2194
2015-03-31,10.78100,0.89300,9.88800,8.49300,8.49300,1.39500,-0.06900,1.32600,0.12100,1.20500,1.20500,1.20500,4.95900,4.95900,0.24000,0.24000,0.73670,13.79380,12.53510,0.01080,1.34580,1.34580,0.13570,1.34580,18.05570,0.56140,0.36520
2014-12-31,10.89400,0.90500,9.98900,8.08300,8.08300,1.90600,-0.44100,1.46500,0.11900,1.34600,1.34600,1.34600,4.95900,4.95900,0.27000,0.27000,0.76630,14.37830,13.21030,0.01160,1.52100,1.52100,0.15360,1.52100,17.84570,0.516,0.12
2014-09-30,10.72200,0.95100,9.77100,8.79400,8.79400,0.97700,-0.37400,0.60300,-0.08900,0.69200,0.69200,0.69200,4.95900,4.95900,0.14000,0.14000,0.69670,6.46930,7.42410,0.01080,0.79610,0.79610,0.08000,0.79610,17.52930,0.6143,0.8645
2014-06-30,10.68900,0.96200,9.72700,8.59300,8.59300,1.13400,0.02600,1.16000,0.05900,1.10100,1.10100,1.10100,4.95900,4.95900,0.22000,0.22000,0.65230,12.04940,11.43660,0.01120,1.28040,1.28040,0.12790,1.28040,17.33960,0.3144,0.1387
2014-03-31,10.62800,1.03100,9.59700,8.43000,8.43000,1.16700,-0.08300,1.08400,0.10700,0.97700,0.97700,0.97700,4.95900,4.95900,0.20000,0.20000,0.73650,11.59730,10.45260,0.01070,1.17540,1.17540,0.11230,1.17540,16.76120,0.57890,0.13290
2013-12-31,10.63300,1.10400,9.52900,8.47700,8.47700,1.05200,-1.07600,-0.02400,-0.23500,0.21100,0.21100,0.21100,4.95900,4.95900,0.04000,0.04000,0.70070,-0.26580,2.33690,0.01040,0.26130,0.26130,0.02440,0.26130,16.28570,0.3071,-0.2871
2013-09-30,10.46000,1.14400,9.31600,8.01200,8.01200,1.30400,-0.06500,1.23900,0.20300,1.03600,1.03600,1.03600,4.95900,4.95900,0.21000,0.21000,0.77890,13.74220,11.49070,0.01030,1.29250,1.29250,0.11820,1.29250,16.16390,0.4644,-0.2319
2013-06-30,10.76100,1.17700,9.58400,8.27200,8.27200,1.31200,-0.07800,1.23400,0.21900,1.01500,1.01500,1.01500,4.95900,4.95900,0.21000,0.21000,0.61880,13.29170,10.93280,0.01070,1.23030,1.23030,0.11710,1.23030,16.63590,0.4086,-0.269
2013-03-31,10.74200,1.25500,9.48700,8.29900,8.29900,1.18800,-0.12600,1.06200,0.16100,0.90100,0.90100,0.90100,4.95900,4.95900,0.18000,0.18000,0.59640,11.43530,9.70170,0.01040,1.02120,1.02120,0.10110,1.02120,17.79130,0.53740,0.31090
2012-12-31,11.59260,1.35060,10.24200,8.34430,8.34430,1.89780,-0.04040,1.85730,0.46100,1.39630,1.39630,1.39630,4.95900,4.95900,0.27000,0.27000,0.69680,18.96790,14.25960,0.01080,1.56360,1.56360,0.15390,1.56360,18.00770,0.3534,-0.5303
2012-09-30,12.06390,1.41410,10.64980,9.40230,9.40230,1.24750,-0.10000,1.14750,0.07330,1.07420,1.07420,1.07420,4.95900,4.95900,0.22000,0.22000,0.70290,11.59150,10.85060,0.01110,1.18830,1.18830,0.12100,1.18830,18.22860,0.5043,0.3212
2012-06-30,12.19250,1.49840,10.69410,9.56660,9.56660,1.12750,-0.38010,0.74740,0.10920,0.63820,0.63820,0.63820,4.95900,4.95900,0.13000,0.13000,0.67440,7.71000,6.58350,0.01110,0.73030,0.73030,0.07320,0.73030,17.62250,0.6114,0.5762
2012-03-31,11.69010,1.51090,10.17920,8.49290,8.49290,1.68630,-0.25660,1.42970,0.35140,1.07830,1.07830,1.07830,4.95900,4.95900,0.22000,0.22000,0.86930,14.32700,10.80550,0.01150,1.25430,1.25430,0.12400,1.25430,17.33580,0.50210,0.76760
2011-12-31,11.98230,1.56170,10.42060,8.68750,8.68750,1.73320,-0.58720,1.14590,0.27920,0.86680,0.86680,0.86680,4.95200,4.95200,0.17000,0.17000,0.83250,11.91110,9.00950,0.01130,1.00950,1.00950,0.10200,1.00950,17.31500,0.4712,0.6652
2011-09-30,12.19270,1.61900,10.57360,8.77030,8.77030,1.80330,-0.36820,1.43510,0.39180,1.04330,1.04330,1.04330,4.95800,4.95800,0.21000,0.21000,0.88360,14.38920,10.46040,0.01170,1.22250,1.22250,0.12240,1.22250,17.20960,0.3646,0.2638
2011-06-30,12.10190,1.68960,10.41220,8.73010,8.73020,1.68210,-0.26860,1.41350,0.37820,1.03530,1.03530,1.03530,4.95500,4.95500,0.21000,0.21000,0.79000,14.26020,10.44430,0.01190,1.23120,1.23120,0.12440,1.23120,16.96970,0.4661,0.368
2011-03-31,12.17020,1.84460,10.32550,9.77810,9.77820,0.54740,-0.18900,0.35840,0.01380,0.34470,0.34470,0.34470,4.93700,4.93700,0.07000,0.07000,1.15250,4.20440,4.04310,0.00990,0.42330,0.42330,0.04000,0.42330,16.43880,0.59470,0.58180
2010-12-31,12.90410,2.07030,10.83380,9.22940,9.22940,1.60430,-1.01220,0.59210,0.14210,0.45000,0.45000,0.45000,4.92800,4.93200,0.08000,0.09000,1.54960,6.21060,4.72030,0.01080,0.55590,0.55590,0.05070,0.55590,16.39700,-0.1505,-0.1448
2010-09-30,13.56560,2.25280,11.31280,9.42140,9.42150,1.89140,-0.48080,1.41060,0.37610,1.03450,1.03450,1.03450,4.93100,4.93300,0.21000,0.21000,1.65320,14.37470,10.54240,0.01070,1.24450,1.24450,0.11260,1.24450,16.83780,0.206,0.2033
2010-06-30,13.34900,2.69510,10.65390,9.28030,9.28020,1.37370,0.00480,1.37850,0.37040,1.00810,1.00810,1.00810,4.92600,4.93200,0.21000,0.20000,1.73150,14.73680,10.77720,0.01030,1.22950,1.22950,0.11050,1.22950,16.64530,-0.185,-0.1102
2010-03-31,13.71330,2.96390,10.74950,12.48090,12.48080,-1.73140,0.04630,-1.68510,-0.73950,-0.94560,-0.94560,-0.94560,4.92000,4.93400,-0.19000,-0.19000,2.27090,-27.85590,-15.63150,0.00640,-1.17450,-1.17450,-0.09930,-1.17450,16.34470,0.70390,0.73640
2009-12-31,13.97020,3.27870,10.69140,9.72500,9.72500,0.96640,-0.62180,0.34470,-0.03190,0.37650,0.37650,0.37650,4.90800,4.93500,0.07000,0.07000,2.14980,3.90950,4.27100,0.00960,0.46140,0.46140,0.04090,0.46140,16.59710,0.0917,0.0261
2009-09-30,13.47500,3.42590,10.04910,8.52530,8.52530,1.52380,0.08300,1.60680,0.44910,1.15770,1.15770,1.15770,4.90900,4.93500,0.24000,0.24000,1.95610,17.75640,12.79310,0.01040,1.40360,1.40360,0.13280,1.40360,16.80170,0.1084,-0.0327
2009-06-30,13.49450,3.70290,9.79160,10.81700,10.81700,-1.02540,-0.07390,-1.09930,-0.47730,-0.62190,-0.62190,-0.62190,4.90800,4.94100,-0.13000,-0.13000,1.74570,-16.18560,-9.15720,0.00800,-0.76120,-0.76120,-0.07290,-0.76120,16.64300,-1.1938,-0.9221
2009-03-31,13.36040,3.91550,9.44490,8.33680,8.33680,1.10810,-0.06730,1.04080,0.27110,0.76970,0.76970,0.76970,4.90700,4.93300,0.16000,0.16000,1.81220,12.32440,9.11450,0.00960,0.93190,0.93190,0.08740,0.93190,16.82890,0.40160,0.19230
