Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1444.00000,1166.00000,278.00000,80.00000,-45.00000,272.00000,6.00000,-36.00000,-30.00000,-25.00000,-5.00000,-5.00000,-10.00000,153.00000,6.00000,124.00000,124.00000,-0.08000,-0.08000,0.31290,0.45540,0.41550,0.41550,-2.07760,-0.69250,0.01720,-0.11170,0.16380,-0.00590,-0.07680,35.48940,17.9705,17.9089
2024-06-30,1172.00000,628.00000,544.00000,69.00000,-46.00000,262.00000,282.00000,-28.00000,254.00000,50.00000,204.00000,204.00000,198.00000,429.00000,282.00000,124.00000,131.00000,1.60000,1.55000,0.34980,0.53800,24.06140,24.06140,21.67240,16.89420,0.01490,5.38540,-6.41310,0.25980,3.50150,30.03870,7.9634,7.9256
2024-03-31,1569.00000,1150.00000,419.00000,66.00000,-58.00000,247.00000,172.00000,-30.00000,142.00000,26.00000,116.00000,116.00000,111.00000,295.00000,172.00000,124.00000,130.00000,0.90000,0.88000,0.32190,0.47460,10.96240,10.96240,9.05040,7.07460,0.02110,3.14960,-3.93750,0.15580,2.13590,29.19560,11.80000,11.74620
2023-12-31,1612.00000,1747.00000,-135.00000,65.00000,-39.00000,214.00000,-349.00000,-26.00000,-375.00000,-76.00000,-299.00000,-299.00000,-299.00000,-239.00000,-349.00000,124.00000,124.00000,-2.42000,-2.40000,0.36110,0.56530,-21.65010,-21.65010,-23.26300,-18.54840,0.02300,-9.63580,10.48020,-0.42590,-6.15610,24.56230,18.1524,18.1027
2023-09-30,851.00000,243.00000,608.00000,58.00000,-38.00000,204.00000,404.00000,-24.00000,380.00000,74.00000,306.00000,306.00000,306.00000,512.00000,404.00000,124.00000,125.00000,2.47000,2.45000,0.39810,0.66150,47.47360,47.47360,44.65340,35.95770,0.01340,12.90050,-9.04790,0.48100,7.76450,18.90090,6.36,6.304
2023-06-30,1168.00000,787.00000,381.00000,56.00000,-33.00000,193.00000,188.00000,-25.00000,163.00000,33.00000,130.00000,130.00000,130.00000,292.00000,188.00000,125.00000,125.00000,1.04000,1.04000,0.38420,0.62390,16.09590,16.09590,13.95550,11.13010,0.01870,5.16280,-4.21800,0.20770,3.17930,20.04920,11.04,10.976
2023-03-31,869.00000,871.00000,-2.00000,53.00000,-36.00000,179.00000,-181.00000,-22.00000,-203.00000,-8.00000,-195.00000,-195.00000,-195.00000,-91.00000,-181.00000,125.00000,125.00000,-1.56000,-1.56000,0.38750,0.63260,-20.82850,-20.82850,-23.36020,-22.43960,0.01460,-7.84710,6.63040,-0.32820,-4.80650,19.66310,11.49600,11.44800
2022-12-31,623.00000,735.00000,-112.00000,72.00000,,158.00000,-270.00000,-6.00000,-272.00000,-96.00000,-176.00000,-100.00000,-100.00000,-179.00000,-270.00000,125.00000,125.00000,-0.80000,-0.80000,0.31660,0.46320,-43.33870,-43.33870,-43.65970,-16.05140,0.01140,-4.15800,3.60620,-0.18310,-2.84170,19.02540,10.264,10.224
2022-09-30,902.00000,502.00000,400.00000,46.00000,-28.00000,156.00000,244.00000,-6.00000,238.00000,51.00000,187.00000,187.00000,187.00000,326.00000,244.00000,125.00000,125.00000,1.50000,1.50000,,,27.05100,27.05100,26.38580,20.73170,,,,,,,8.3003,8.2712
2022-06-30,70.00000,-566.00000,636.00000,34.00000,-31.00000,145.00000,491.00000,-9.00000,482.00000,97.00000,385.00000,385.00000,385.00000,571.00000,491.00000,107.00000,107.00000,3.60000,3.60000,,,701.42850,701.42850,688.57140,550.00000,,,,,,,2.7751,2.693
2022-03-31,750.00000,273.00000,477.00000,30.00000,-18.00000,124.00000,353.00000,-8.00000,345.00000,106.00000,239.00000,239.00000,239.00000,429.00000,353.00000,105.00000,105.00000,2.28000,2.28000,,,47.06670,47.06670,46.00000,31.86670,,,,,,,4.02860,3.92380
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
