Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,13.05750,1.88850,11.16900,7.53380,7.53380,3.63520,3.63520,0.61760,3.01760,3.01760,3.01760,11.04800,11.47400,0.27000,0.26000,1.15670,33.14040,27.51020,0.00870,1.91780,1.93720,0.24020,1.91780,12.78170,0.33820,0.33260
2021-12-31,13.13280,1.93610,11.19670,7.94800,7.94800,3.24870,3.24870,0.52990,2.71880,2.71880,2.71880,11.35600,11.63200,0.24000,0.23000,0.99730,29.01500,24.28210,0.00880,1.50640,1.52030,0.21450,1.50640,14.55500,-1.1197,-1.1528
2021-09-30,13.04540,1.94240,11.10300,7.34430,7.34430,3.75870,3.75870,0.67640,3.08230,3.08230,3.08230,11.17300,11.47300,0.28000,0.27000,1.13080,35.44930,29.06990,0.00860,1.72540,1.74240,0.25040,1.72540,14.36920,0.5031,0.4971
2021-06-30,12.75230,1.92200,10.83030,7.40950,7.40950,3.42080,3.42080,0.63950,2.78130,2.78130,2.78130,11.47000,11.73000,0.24000,0.24000,1.03520,33.21100,27.00250,0.00870,1.52340,1.53960,0.23400,1.52340,14.39250,-0.0074,-0.008
2021-03-31,12.41100,1.88120,10.52980,7.37770,7.37770,3.15220,3.15220,0.58970,2.56250,2.56250,2.56250,11.68700,11.86400,0.22000,0.22000,0.89700,31.11760,25.29650,0.00890,1.35210,1.36400,0.22460,1.35210,14.52150,-0.20530,-0.21280
2020-12-31,12.94270,2.04580,10.89700,7.79260,7.79260,3.10430,3.10430,0.57650,2.52780,2.52780,2.52780,12.26400,12.28600,0.21000,0.21000,0.88210,31.17740,25.38700,0.00920,1.31170,1.32340,0.23310,1.31170,14.60610,0.7328,0.6971
2020-09-30,12.73850,2.30820,10.43030,7.28520,7.28520,3.14510,3.14510,0.61350,2.53160,2.53160,2.53160,12.28100,12.28100,0.21000,0.21000,0.91820,34.44680,27.72710,0.00870,1.32080,1.33120,0.24000,1.32080,14.80680,0.019,-0.0289
2020-06-30,12.58110,2.47460,10.10650,6.96770,6.96770,3.13880,3.13880,0.63260,2.50620,2.50620,2.50620,12.48100,12.48100,0.20000,0.20000,0.91770,35.72260,28.52320,0.00770,1.27780,1.28700,0.21980,1.27780,14.49960,0.2147,0.1604
2020-03-31,11.40460,2.56400,8.84060,5.73360,5.73370,3.10690,3.10690,0.65480,2.45210,2.45210,2.45210,12.46700,12.46700,0.20000,0.20000,0.94200,35.99930,28.41240,0.00860,1.26930,1.27530,0.24340,1.26930,14.28230,0.38260,0.36990
2019-12-31,11.50380,2.70550,8.79830,26.01440,26.01440,-17.21610,-17.21610,-4.67460,-12.54150,-12.54150,-12.54150,11.09000,11.09000,-1.01000,-1.01000,0.82010,-217.56070,-158.48750,0.00800,-6.67860,-6.71550,-1.27190,-6.67860,13.88240,0.3558,0.3309
2019-09-30,11.95420,2.89800,9.05620,13.20480,13.20470,-4.14850,-4.14850,-0.89820,-3.25030,-3.25030,-3.25030,12.47400,12.47400,-0.26000,-0.26000,0.70380,-49.67570,-38.92040,0.00870,-1.62230,-1.63220,-0.33990,-1.62230,14.81140,0.5547,0.5086
2019-06-30,11.29840,2.91600,8.38240,8.08900,8.08900,0.29340,0.29340,-0.04170,0.33510,0.33510,0.33510,,,,0.00000,1.72610,3.71550,4.24350,0.00730,0.36820,0.37320,0.03090,0.36820,,-0.1332,-0.1179
2019-03-31,10.66140,2.63700,8.02440,6.33000,6.33000,1.69430,1.69430,0.32210,1.37220,1.37220,1.37220,12.47400,12.47400,0.00000,0.00000,1.62810,22.59320,18.29810,0.00850,1.53970,1.56110,0.15540,1.53970,,0.13320,0.11790
2018-12-31,11.01600,2.32400,8.69200,7.76190,7.76190,0.93010,1.72700,0.25600,1.47100,1.47100,1.47100,,,,0.00000,1.58530,18.46470,15.72760,0.01100,1.71340,1.73820,0.17310,1.71340,,0,0
2018-09-30,9.97770,2.03140,7.94630,5.93150,5.93150,2.01480,2.01480,0.39470,1.62010,1.62010,1.62010,,,,0.00000,,26.87710,21.61190,,,,,,,0,0
2018-06-30,9.49680,1.78470,7.71210,5.99850,5.99850,1.71360,1.71360,0.33870,1.37490,1.37490,1.37490,,,,0.00000,,23.59690,18.93300,,,,,,,0,0
2018-03-31,9.00170,1.61190,7.38980,5.88950,5.88960,1.50030,1.50030,0.28790,1.21240,1.21240,1.21240,,,,0.00000,,21.61850,17.47000,,,,,,,0.00000,
2017-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
