Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,621.40100,540.70800,80.69300,67.06000,-0.20000,96.96100,-16.26800,-7.48800,-23.75600,-0.61900,-23.13700,-23.13700,,-31.23100,15.60300,-16.26800,114.86200,114.86200,-0.27000,-0.27000,1.03880,0.32850,0.48920,12.98570,-2.61800,-2.61800,-3.82300,-5.02590,0.24840,1.52340,59.07810,-2.22750,3.80370,-0.92480,-1.26740,10.65840,0.1622,0.1076
2024-06-30,647.14500,540.30200,106.84300,69.18500,,99.05500,7.78800,-6.43000,1.35800,-0.23800,1.59600,1.59600,,-6.38300,39.65500,7.78800,114.68800,114.68800,-0.06000,-0.06000,1.07780,0.32600,0.48360,16.50990,1.20340,1.20340,0.20980,-0.98630,0.26150,1.73160,51.97480,0.15140,-0.27060,0.06450,0.08690,10.79170,0.1865,0.1248
2024-03-31,639.65300,535.54700,104.10600,79.10400,-8.90800,117.51500,-13.40900,-3.30600,-16.71500,0.56500,-17.28000,-17.28000,,-25.22500,18.18100,-13.40900,114.14100,114.14100,-0.22000,-0.22000,1.01550,0.32720,0.48640,16.27540,-2.09630,-2.09630,-2.61310,-3.94350,0.24200,1.49540,60.18340,-1.64900,2.79320,-0.65360,-0.94570,10.72080,0.04300,-0.00380
2023-12-31,556.05500,454.42810,101.62690,81.42800,-11.94700,122.97690,-21.35000,-26.71700,-48.06700,-14.65600,-33.41100,-33.41100,,-41.39500,12.09100,-21.35010,111.25100,111.25100,-0.37000,-0.37000,1.01400,0.32390,0.47910,18.27640,-3.83960,-3.83960,-8.64430,-7.44440,0.20750,1.24470,72.30830,-3.12920,5.36790,-1.24650,-1.81270,10.94180,0.8078,0.7515
2023-09-30,511.01500,386.58500,124.43000,96.56700,-13.39700,142.36790,-17.93790,-12.93600,-30.87400,-5.55000,-25.32400,-25.32400,,-33.19600,17.79610,-17.93790,112.28200,112.28200,-0.30000,-0.30000,1.03820,0.32050,0.47250,24.34960,-3.51030,-3.51030,-6.04170,-6.49610,0.19140,1.29620,69.43220,-2.31040,4.06150,-0.94860,-1.35300,11.22890,0.5396,0.4804
2023-06-30,469.13600,351.93800,117.19800,90.38900,-16.24300,138.76600,-21.56800,-13.72500,-35.29300,-0.97000,-34.32300,-34.32300,,-41.41100,14.95200,-21.56800,111.27800,111.27800,-0.37000,-0.37000,1.06620,0.33330,0.50000,24.98170,-4.59740,-4.59740,-7.52300,-8.82710,0.17720,1.35870,66.23850,-3.13960,5.25270,-1.29680,-1.80740,11.35010,0.0082,-0.0507
2023-03-31,427.69000,310.47500,117.21500,89.72600,-8.56900,127.57000,-10.35500,-77.81600,-88.17100,-68.18900,-19.98200,-19.98200,,-26.25800,22.12100,-10.35500,107.78300,107.78300,-0.24000,-0.24000,1.04000,0.32850,0.48920,27.40650,-2.42110,-2.42110,-20.61560,-6.13950,0.16520,1.62770,55.29420,-1.78130,3.06740,-0.77170,-1.03820,11.64150,-0.07400,-0.15800
2022-12-31,382.43200,299.36790,83.06410,82.86100,17.70000,84.94210,-1.87800,-8.34900,-10.22700,1.12200,-11.34900,-11.34900,,-11.34900,26.73100,-1.87800,93.69900,93.69900,-0.11000,-0.11000,1.10290,0.32460,0.48050,21.71990,-0.49110,-0.49110,-2.67420,-2.96760,0.21040,1.50160,59.93630,-1.32050,3.70710,-0.62450,-0.89190,8.26660,0.3525,0.2212
2022-09-30,352.58500,266.61700,85.96800,68.52100,12.70000,73.01700,12.95100,-56.34400,-43.39300,-45.51600,2.12300,2.12300,,2.12300,32.41200,12.95100,95.28600,99.30800,0.02000,0.02000,1.03080,0.32510,0.48170,24.38220,3.67320,3.67320,-12.30710,0.60210,0.20040,1.87910,47.89480,0.24800,-0.66750,0.12070,0.16740,8.59400,0.0102,-0.0709
2022-06-30,319.93900,249.70500,70.23400,58.95500,-0.80000,74.86700,-4.63300,0.32400,-4.30900,-0.18400,-4.12500,-4.12500,-0.46300,-4.58800,12.51600,-4.63300,90.07100,90.07100,-0.05000,-0.05000,1.23420,0.31590,0.46180,21.95230,-1.44810,-1.44810,-1.34680,-1.43400,0.24540,2.69930,33.34150,-0.67280,5.28940,-0.31640,-0.46030,6.80310,0.1557,0.0538
2022-03-31,297.05700,219.73900,77.31800,58.93200,-6.07800,80.11600,-2.79800,-1.35000,-4.14800,1.20200,-5.35000,-5.35000,,-5.35000,24.53600,-2.79800,89.50900,89.50900,-0.06000,-0.06000,1.21160,0.31620,0.46240,26.02800,-0.94190,-0.94190,-1.39640,-1.80100,0.22180,1.65700,54.31380,-0.87530,6.12980,-0.39950,-0.59860,6.78740,-0.64170,-0.73680
2021-12-31,248.35800,164.48000,83.87790,66.91700,-14.10000,96.09200,-12.21410,14.81400,2.60000,-0.45300,3.05300,3.05300,-8.70000,-5.64700,10.45990,-12.21410,86.06700,86.06700,-0.06000,-0.06000,1.17610,0.23720,0.31090,33.77300,-4.91790,-4.91790,1.04690,-2.27370,0.17500,1.90160,47.32830,0.44010,-24.52600,0.21510,0.33570,7.77430,0.7755,0.6919
2021-09-30,222.47100,163.12600,59.34500,51.29200,0.22500,65.92600,-6.58100,-6.22500,-12.80600,0.23400,-13.04000,-13.04000,,-13.04000,14.45700,-6.58100,85.80000,85.80000,-0.15000,-0.15000,1.30230,0.25790,0.39140,26.67540,-2.95810,-2.95810,-5.75630,-5.86140,0.17750,1.26960,70.88720,-2.14660,-97.27690,-1.04030,-1.59310,7.07050,0.5221,0.4501
2021-06-30,222.05700,172.11300,49.94400,42.69900,,57.61500,-7.67100,-1.34500,-9.01600,0.09100,-9.10700,-9.10700,,-9.10700,16.96800,-7.67100,85.44800,85.44800,-0.11000,-0.11000,1.25360,0.25170,0.37970,22.49150,-3.45450,-3.45450,-4.06020,-4.10120,0.17170,0.91570,98.28760,-1.48280,-69.32900,-0.70410,-1.10960,7.17030,-0.2786,-0.3431
2021-03-31,215.07100,157.83200,57.23900,58.59100,0.59400,73.18400,-15.94500,5.36600,-10.57900,0.61100,-11.19000,-11.19000,1.38300,-9.80700,6.82700,-15.94500,84.67000,84.67000,-0.12000,-0.12000,1.22630,0.24670,0.37050,26.61400,-7.41380,-7.41380,-4.91880,-4.55990,0.16470,1.16190,77.45940,-1.81270,-126.35560,-0.85710,-1.36560,7.24180,-0.56880,-0.63900
2020-12-31,246.53590,174.83300,71.70290,58.66300,6.18600,67.18200,4.52100,-14.39500,-9.87400,0.76300,-10.63700,-10.63700,-3.16600,-14.62500,29.33100,4.52100,84.92800,84.92800,-0.19000,-0.19000,1.35790,0.29830,0.46790,29.08420,1.83380,1.83380,-4.00510,-5.93220,0.17970,1.98720,45.29060,-1.71680,-190.66200,-0.77550,-1.20470,7.34510,-0.1514,-0.2212
