Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,314.38400,73.76600,240.61800,73.28200,198.69600,271.97790,-31.35980,5.99700,-25.36300,71.75500,-97.11800,-97.11800,-97.11800,-0.95680,-31.35990,44.18200,44.18200,-2.21000,-2.19000,1.47820,,,76.53630,-9.97500,-9.97500,-8.06750,-30.89150,0.09390,0.95710,94.03100,-4.09810,-18.75940,-2.90040,-4.09810,47.94550,1.7849,1.6815
2024-09-30,240.10200,47.18500,192.91700,59.30600,144.70100,204.00700,-11.09000,23.44200,12.35200,1.24200,11.11000,11.11000,11.11000,-6.40000,-11.09000,43.31040,48.26090,0.26000,0.24000,1.72980,,0.43510,80.34790,-4.61890,-4.61890,5.14450,4.62720,0.09750,1.44500,62.28240,0.90290,1.04580,0.45130,0.90290,28.23990,0.8329,0.7905
2024-06-30,224.70600,45.01800,179.68800,56.55600,147.10800,203.66400,-23.97600,13.34700,-10.62900,2.29400,-12.92300,-12.92300,-12.92300,-19.19800,-23.97600,42.94800,42.94800,-0.30000,-0.30000,1.40050,,0.65430,79.96580,-10.67000,-10.67000,-4.73020,-5.75110,0.10600,1.44000,62.50130,-1.47360,-1.82770,-0.60940,-1.47360,,1.1928,1.1274
2024-03-31,221.55000,42.40800,179.14200,53.91400,131.60600,185.52000,-6.37800,14.05200,7.67400,2.20400,5.47000,5.47000,5.47000,-1.60600,-6.37800,42.43100,47.73700,0.13000,0.13000,1.13630,,0.68470,80.85850,-2.87880,-2.87880,3.46380,2.46900,0.10820,1.59030,56.59420,0.65360,0.82220,0.26720,0.65360,,1.43780,1.39870
2023-12-31,223.10400,39.65300,183.45100,53.79200,134.37000,188.16200,-4.71100,19.30200,14.59100,5.68000,8.91100,8.91100,8.91100,0.19300,-4.71100,41.65800,41.65800,0.22000,0.22000,1.07720,,0.72240,82.22670,-2.11160,-2.11160,6.54000,3.99410,0.11030,1.19640,75.22270,1.12470,1.43990,0.44070,1.12470,18.75110,1.1271,1.1098
2023-09-30,191.23600,41.73900,149.49700,51.73300,123.50100,175.23400,-25.73700,12.42400,-13.31300,1.29600,-14.60900,-14.60900,-14.60900,-18.67800,-25.73700,41.89940,41.89940,-0.35000,-0.35000,2.21980,0.44240,0.79340,78.17410,-13.45820,-13.45820,-6.96160,-7.63930,0.10250,1.60730,55.99610,-2.02780,-2.67980,-0.78340,-1.13070,,0.3434,0.3266
2023-06-30,175.84300,38.76700,137.07600,53.66400,123.31000,176.97400,-39.89800,11.88200,-28.01600,-2.23800,-25.77800,-25.77800,-25.77800,-34.80900,-39.89800,41.59900,41.59900,-0.62000,-0.62000,2.25130,0.45210,0.82500,77.95360,-22.68960,-22.68960,-15.93240,-14.65970,0.09620,1.66680,53.99450,-3.72570,-5.00710,-1.41000,-2.04140,,-0.2627,-0.3043
2023-03-31,161.70500,35.97200,125.73300,52.25600,119.60300,171.85900,-46.12600,9.60600,-36.52000,-1.49200,-35.02800,-35.02800,-35.02800,-40.93200,-46.12600,41.16800,41.16800,-0.85000,-0.85000,2.31060,0.45660,0.84020,77.75460,-28.52480,-28.52480,-22.58430,-21.66170,0.08950,1.84740,48.71590,-5.16240,-7.01100,-1.93950,-2.80540,,0.14140,0.09830
2022-12-31,169.15100,34.82800,134.32310,51.47700,112.91500,164.39200,-30.06900,9.16300,-20.90600,1.29800,-22.20400,-22.20400,-22.20400,-25.00300,-30.06900,40.58300,40.58300,-0.54000,-0.54000,2.42570,0.45640,0.83960,79.41010,-17.77640,-17.77640,-12.35940,-13.12670,0.09300,1.40010,64.28300,-3.27420,-4.46410,-1.22040,-1.77990,16.52840,0.5095,0.416
2022-09-30,152.67000,32.46500,120.20500,48.43700,111.03600,159.47300,-39.26800,3.64100,-35.62700,-2.90200,-32.72500,-32.72500,-32.72500,-34.36800,-39.26800,40.83500,40.83500,-0.80000,-0.80000,2.66380,0.46420,0.86630,78.73520,-25.72080,-25.72080,-23.33600,-21.43510,0.08750,1.70880,52.67010,-4.98620,-6.92680,-1.87490,-2.67160,,0.4505,0.3382
