Date,revenue,gross-profit,operating-income,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2023-12-31,868.26300,868.26300,868.26300,868.26300,868.26300,758.01800,758.01800,868.26300,868.26300,47.16500,47.51400,16.07000,15.95000,0.47710,0.64690,2.18540,100.00000,100.00000,100.00000,100.00000,87.30280,0.24990,4.56480,19.71600,126.67200,130.90520,21.81960,44.72680,8.6318,1.6339
2022-12-31,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0.0,0.0
