Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.17300,0.17300,7.85500,5.54400,-13.22600,-0.78000,-14.00600,,-14.00600,-14.00600,-14.00600,-13.05700,-13.22600,70.97580,70.97580,-0.20000,-0.20000,5.66010,0.15280,0.19760,100.00000,-7645.08700,-7645.08700,-8095.95400,-8095.95400,0.00170,,,-18.35890,-18.35890,-13.64390,-15.55320,1.07440,-0.2128,-0.2128
2024-06-30,0.16900,0.16900,12.58200,8.10400,-20.51700,29.03800,8.52100,,8.52100,8.52100,8.52100,-20.36900,-20.51700,70.91650,71.20080,0.12000,0.12000,5.72910,0.13690,0.17310,100.00000,-12140.24000,-12140.24000,5042.01200,5042.01200,0.00140,,,9.58460,9.58460,7.21550,8.27270,1.25260,-0.1986,-0.1991
2024-03-31,0.14800,0.14800,10.39700,7.16800,-17.41700,5.72300,-11.69400,,-11.69400,-11.69400,-11.69400,-17.28100,-17.41700,70.71690,70.71690,-0.17000,-0.17000,10.46500,0.15560,0.20050,100.00000,-11768.24000,-11768.24000,-7901.35100,-7901.35100,0.00110,,,-14.93890,-14.93870,-8.88510,-12.61370,1.10590,-0.23600,-0.23620
2023-12-31,0.14170,0.14170,10.64090,7.68830,-18.18750,2.86650,-15.32200,,-15.32200,-15.32200,-15.32200,-17.01890,-18.18750,70.58060,70.58060,-0.21000,-0.21000,9.55270,0.14390,0.18230,100.00000,-12835.64000,-12835.64000,-10813.34000,-10813.34000,0.00100,,,-17.45140,-17.45160,-10.63830,-14.94050,1.24200,-0.169,-0.1692
2023-09-30,0.10900,0.10900,5.33300,6.80500,-12.02900,0.77600,-11.25300,,-11.25300,-11.25300,-11.25300,-11.88300,-12.02900,70.61860,70.61860,-0.16000,-0.16000,10.58620,0.12950,0.16090,100.00000,-11035.78000,-11035.78000,-10323.85000,-10323.85000,0.00090,,,-11.10950,-11.10950,-9.00030,-9.67040,1.43310,-0.1419,-0.142
2023-06-30,0.07500,0.07500,5.99900,8.24800,-14.17200,1.76400,-12.40800,,-12.40800,-12.40800,-12.40800,-14.03500,-14.17200,70.53420,70.53420,-0.18000,-0.18000,10.07450,0.12210,0.14760,100.00000,-18896.00000,-18896.00000,-16544.00000,-16544.00000,0.00060,,,-11.20880,-11.20880,-9.10810,-9.84070,1.56790,-0.1659,-0.166
2023-03-31,0.06600,0.06600,6.61500,8.34400,-14.89300,1.53600,-13.35600,,-13.35600,-13.35600,-13.35600,-14.74800,-14.89300,70.49070,70.49070,-0.19000,-0.19000,17.78300,0.11490,0.13640,100.00000,-22565.15000,-22565.15000,-20236.36000,-20236.36000,0.00050,,,-11.04280,-11.04280,-9.31600,-9.77420,1.71580,-0.17180,-0.17200
2022-12-31,0.04630,0.04630,5.55620,6.66300,-12.17290,0.61810,-11.55480,,-11.50480,-11.50480,-11.50480,-11.73300,-12.17290,70.42480,70.42480,-0.16000,-0.16000,18.79140,0.10790,0.12500,100.00000,-26302.74000,-26302.74000,-24967.12000,-24859.09000,0.00030,,,-8.69780,-8.69780,-7.40970,-7.75910,1.87710,-0.1303,-0.1321
2022-09-30,0.01110,0.01110,5.18330,7.63170,-12.80390,0.83610,-11.96780,,-11.96780,-11.96780,-11.96780,-12.38850,-12.80390,70.43060,70.43060,-0.17000,-0.17000,20.86930,0.10260,0.11440,100.00000,-115329.30000,-115329.30000,-107798.30000,-107798.30000,0.00010,,,-8.42500,-8.42500,-7.25180,-7.56020,2.01580,-0.1798,-0.1799
2022-06-30,,,6.04670,8.25760,-14.30430,-0.28410,-14.58840,,-14.58840,-14.58840,-14.58840,-13.85180,-14.30430,70.39150,70.39150,-0.21000,-0.21000,16.93700,0.09500,0.10490,,,,,,,,,-9.58830,-9.58830,-8.22670,-8.67770,2.16060,-0.1886,-0.2034
