Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.50520,4.95990,3.54530,3.35310,-2.03140,7.98190,-4.43660,-0.36110,-4.79770,-4.79770,-4.79770,-4.79770,-2.06530,-4.43660,18.36310,18.36310,-0.26000,-0.26000,1.52050,0.08020,0.14410,41.68370,-52.16340,-52.16340,-56.40870,-56.40870,0.12220,2.31200,4.48910,20.04860,-9.35690,-9.58390,-6.89560,-8.60660,2.29120,1.9074,1.8392
2024-06-30,7.88190,5.59800,2.28390,6.95340,-1.79510,11.24510,-8.96120,16.28450,7.32330,7.32330,7.32330,-43.80730,-4.73000,-8.96120,5.22950,5.19540,-8.38300,-8.43000,2.09810,0.07880,0.13960,28.97600,-113.69310,-113.69310,92.91320,-555.79580,0.10560,4.98310,9.72930,9.25050,13.06060,13.38680,9.81450,12.03130,4.39750,22.0531,21.5603
2024-03-31,8.50480,5.24050,3.26430,3.39170,-0.60160,6.07600,-2.81170,-5.25080,-8.06250,-8.06250,-8.06250,-33.46080,1.09520,-2.81170,0.13980,0.13980,-58.20900,-58.20900,0.09770,0.74090,4.81570,38.38150,-33.06050,-33.06050,-94.79980,-393.43510,0.18770,13.09410,9.01650,9.98170,-143.67800,-196.95790,-17.79840,-37.22110,19.09360,-24.76410,-24.76410
2023-12-31,9.02630,5.49930,3.52700,3.76380,0.26780,5.53080,-2.00380,-2.14950,-4.15320,-4.15320,-4.15320,-4.15320,1.84910,-2.00380,0.08750,0.08750,-36.95070,-36.95070,0.11560,1.19330,-9.06570,39.07440,-22.19900,-22.19900,-46.01240,-46.01240,0.19450,27.43800,13.96370,6.44530,93.24450,67.81950,-8.94860,-18.02040,-39.41720,8.4047,6.1853
2023-09-30,8.18190,5.25100,2.93090,2.81650,-11.39420,16.41650,-13.48560,-3.00650,-16.49200,-16.49200,-16.49200,-23.15320,-7.98570,-13.48560,0.08810,0.08810,-262.70000,-262.70000,0.13710,1.01060,-124.63140,35.82210,-164.82090,-164.82090,-201.56590,-282.97870,0.17020,35.79390,16.59190,5.42430,5351.12900,774.34840,-34.31260,-56.57340,-2.89650,-43.4024,-50.2859
2023-06-30,9.41630,6.11740,3.29890,2.43550,-0.56940,5.38920,-2.09030,-0.17480,-2.26510,-2.26510,-2.26510,-2.26510,1.13500,-2.09030,0.07500,0.07500,-30.20000,-30.20000,0.05620,0.50500,1.57590,35.03350,-22.19860,-22.19860,-24.05480,-24.05480,0.22230,51.14520,41.56230,2.16540,-25.03700,-32.02210,-5.34630,-12.39450,120.01360,16.7656,15.2324
2023-03-31,9.04340,4.31680,4.72660,3.11850,-1.25070,6.66180,-1.93520,-2.09050,-4.02570,-4.02570,-4.02570,-4.02570,1.84130,-1.93520,0.07510,0.07510,-53.73140,-53.73140,0.05260,0.46290,1.18210,52.26570,-21.39870,-21.39870,-44.51500,-44.51500,0.20650,8.74780,25.15380,3.57800,-35.58790,-43.82070,-9.19030,-19.11500,150.06150,-2.71590,-12.20090
2022-12-31,6.00580,4.37990,1.62590,2.95020,-3.11750,8.05320,-6.42730,-0.72780,-7.15510,-7.15510,-7.15510,-7.15510,-3.08530,-6.42730,0.04410,0.04410,55.22390,55.22390,0.06520,0.31340,0.59760,27.07290,-107.01810,-107.01810,-119.13680,-119.13680,0.14480,23.09500,27.90080,3.22570,-46.65110,-54.78430,-17.25450,-32.02980,208.82950,-23.7286,-95.1982
2022-09-30,7.34720,4.86230,2.48490,2.89000,-0.92680,5.77910,-3.29420,-5.28340,-8.57750,-8.57750,-8.57750,-37.39360,-0.94290,-3.29420,0.05830,0.05830,-641.79110,-641.79110,0.21990,0.13170,0.29770,33.82080,-44.83550,-44.83550,-116.74530,-508.94840,0.18260,6.77510,10.92260,8.23980,-38.13470,-48.83550,-21.32340,-33.11110,313.39790,-60.7796,-10.1943
2022-06-30,10.70420,6.63840,4.06580,2.16710,-1.03360,5.02950,-0.96380,-13.17140,-14.13520,-14.13520,-14.13520,-14.13520,13.93460,-0.96380,0.02240,0.02240,-631.34330,-631.34330,0.03430,-0.05330,-3.00290,37.98300,-9.00360,-9.00360,-132.05290,-132.05290,0.27770,13.19350,129.08230,0.69720,109.58390,78.61910,-36.66780,115.42650,-576.41080,22.898,-40.7964
