Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,136.02600,51.07000,84.95600,28.63600,78.68600,6.27000,-36.74800,-30.47800,0.83100,-31.30900,-31.30900,-26.98000,58.83700,6.27000,85.29200,85.29200,-0.32000,-0.32000,0.58060,1.38410,4.60940,4.60940,-22.40600,-19.83440,0.02620,-1.65160,-1.69550,-0.60410,-0.69280,22.45130,0.3542,-0.4168
2024-06-30,135.32000,50.65300,84.66700,36.47500,87.78100,-3.11400,-29.70300,-32.81700,0.59700,-33.41400,-33.41400,-24.37300,50.66500,-3.11400,91.03000,91.03000,-0.27000,-0.27000,0.56420,1.29460,-2.30120,-2.30120,-24.25140,-18.01140,0.02540,-1.64230,-1.68570,-0.62750,-0.71570,23.30400,0.2682,-0.46
2024-03-31,145.18400,49.07400,96.11000,38.81400,95.66900,0.44100,-44.09900,-43.65800,-1.46800,-42.19000,-42.19000,-32.27600,61.65700,0.44100,92.63500,92.63500,-0.36000,-0.36000,0.53830,1.16590,0.30380,0.30380,-30.07080,-22.23110,0.02690,-1.94120,-1.99110,-0.78050,-0.89630,23.66990,0.39990,-0.11810
2023-12-31,147.57900,48.54400,99.03500,35.08600,92.36700,6.66800,-45.30000,-38.63200,-0.96800,-37.66400,-37.66400,-32.59700,65.16100,6.66800,105.09500,105.09500,-0.29000,-0.29000,0.53220,1.13780,4.51820,4.51820,-26.17720,-22.08780,0.02670,-1.67260,-1.71570,-0.68250,-0.78240,23.87740,0.6122,-0.1844
2023-09-30,151.56200,52.00100,99.56100,34.52700,84.79200,14.76900,-80.79300,-66.02400,0.07700,-66.10100,-66.10100,-58.00700,66.72000,14.76900,101.44500,101.44500,-0.58000,-0.58000,0.51330,1.05450,9.74450,9.74450,-43.56240,-38.27280,0.02670,-2.74840,-2.91810,-1.16660,-1.33780,24.61280,0.3173,-0.5595
2023-06-30,152.09500,50.33600,101.75900,40.69000,89.90800,11.85100,-23.49400,-11.64300,0.61100,-12.25400,-12.25400,-10.54500,62.66100,11.85100,109.69500,109.69500,-0.10000,-0.10000,0.48780,0.95250,7.79180,7.79180,-7.65510,-6.93320,0.02630,-0.47290,-0.50080,-0.21190,-0.24220,24.64340,0.4415,-0.3739
2023-03-31,152.96200,50.83600,102.12600,42.76900,96.20000,5.92600,18.36800,24.29400,-0.01600,24.31000,24.31000,21.17100,61.05100,5.92600,114.05200,114.05200,0.19000,0.19000,0.46170,0.85770,3.87420,3.87420,15.88240,13.84070,0.02620,0.88750,0.93870,0.41660,0.47780,24.11490,0.37380,-0.31300
2022-12-31,150.74000,51.83200,98.90800,39.61900,95.79300,3.11490,-25.30100,-22.18600,-1.33600,-20.85000,-20.85000,-18.57900,61.46490,3.11490,119.00500,119.00500,-0.14970,-0.14970,0.47310,0.89800,2.06640,2.06640,-14.71810,-12.32520,0.02550,-0.76820,-0.78800,-0.35320,-0.40470,23.80530,0.356,-0.476
2022-09-30,147.61400,51.11800,96.49600,35.59600,85.65200,10.84400,-32.25900,-21.41500,0.16600,-21.58100,-21.58100,-19.29300,63.56300,10.84400,114.36000,114.36000,-0.17000,-0.17000,0.46150,0.85710,7.34620,7.34620,-14.50740,-13.06990,0.02500,-0.77440,-0.82030,-0.36600,-0.41700,24.49610,0.2527,-0.6049
2022-06-30,145.50500,50.39100,95.11400,42.48900,91.96800,3.14600,141.25300,144.39900,2.90500,141.49400,141.49400,123.27500,55.34200,3.14600,121.31600,121.31600,1.02000,1.02000,0.41600,0.71220,2.16210,2.16210,99.23990,84.72220,0.02610,5.01180,5.30860,2.53580,2.92710,24.36700,0.3379,-0.3022
