Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-06-30,33.54500,33.54500,20.61530,-0.84970,12.08000,6.51960,18.59960,4.44200,14.15760,14.15760,13.19520,12.36730,12.08000,3.47800,3.47800,3.79000,3.79000,5.20950,100.00000,36.01130,36.01130,55.44670,39.33570,0.10960,1.51030,59.59030,6.50340,6.50340,4.62440,6.50340,63.22820,3.6858,3.6739
2019-03-31,32.57940,32.57940,18.17240,-3.27330,11.13370,14.28490,25.41860,5.86270,19.55590,19.55590,16.93260,11.41630,11.13370,3.49400,3.49700,4.85000,4.84000,5.16080,100.00000,34.17410,34.17410,78.02050,51.97350,0.11040,1.87220,48.07280,9.29410,9.29410,6.62560,9.29410,60.20340,4.59760,4.57160
2018-12-31,34.44640,34.44640,15.92410,1.26480,19.78710,-13.48900,6.29810,4.22320,2.07490,2.07490,4.80790,20.07820,19.78710,3.51250,3.51450,1.38000,1.37000,2.37540,100.00000,57.44310,57.44310,18.28380,13.95780,0.10580,1.69770,53.01360,1.06090,1.06090,0.63700,1.06090,55.89480,5.2775,5.2531
2018-09-30,37.47170,37.47170,19.68570,-0.87010,16.91580,5.21030,22.12620,5.72680,16.39940,16.39940,15.20810,17.20960,16.91580,3.53060,3.53230,4.31000,4.31000,3.39660,100.00000,45.14310,45.14310,59.04780,40.58550,0.10830,1.93490,46.51350,7.32140,7.32140,4.73770,7.32140,63.38180,4.8112,4.7818
2018-06-30,35.92770,35.92770,18.69670,-0.88150,16.34950,3.56570,19.91520,5.01720,14.89800,14.89800,14.37040,16.63820,16.34950,3.51870,3.51980,4.08000,4.08000,2.85660,100.00000,45.50680,45.50680,55.43130,39.99800,0.11310,1.72030,52.31590,7.19440,7.19440,4.68860,7.19440,58.61280,3.306,3.1788
2018-03-31,37.78200,37.78200,18.56060,-1.01740,18.20400,-1.55970,16.64420,3.70210,12.94210,12.94210,12.98950,18.48980,18.20400,3.48790,3.49190,3.72000,3.72000,3.11240,100.00000,48.18150,48.18150,44.05330,34.38000,0.13380,1.97010,45.68360,6.77980,6.77980,4.58420,6.77980,54.24630,-5.39060,-5.43210
2017-12-31,37.75340,37.75340,15.89720,-3.54550,18.31080,4.43890,22.74970,10.39860,12.35110,12.35110,11.89480,18.53930,18.31080,3.44900,3.45200,3.42000,3.44000,2.61850,100.00000,48.50090,48.50090,60.25860,31.50650,0.15080,1.96430,45.81900,7.16240,7.16240,4.93280,7.16240,49.69560,5.9173,5.7439
2017-09-30,36.77160,36.77160,18.76440,-1.11990,16.88730,2.76770,19.65510,6.49700,13.15810,13.15810,12.69890,17.11430,16.88730,3.45420,3.46140,3.68000,3.67000,3.49000,100.00000,45.92490,45.92490,53.45180,34.53440,0.14410,2.07620,43.34910,7.12490,7.12490,5.15640,7.12490,53.23690,5.4375,5.3279
2017-06-30,35.54250,35.54250,18.54710,-1.02870,15.96680,3.02470,18.99150,6.02450,12.96700,12.96700,12.63840,16.18170,15.96680,3.44380,3.44910,3.67000,3.66000,4.04720,100.00000,44.92290,44.92290,53.43310,35.55860,0.15460,1.99920,45.01710,7.59590,7.59590,5.64060,7.59590,49.36680,4.1823,4.1643
2017-03-31,35.13410,35.13410,18.29700,-1.00060,15.83650,3.78620,19.62270,6.49730,13.12550,13.12550,12.75690,16.05430,15.83650,3.42890,3.43530,3.72000,3.71000,4.25940,100.00000,45.07450,45.07450,55.85090,36.30910,0.16660,1.86340,48.29830,8.35610,8.35610,6.22400,8.35610,45.62170,2.11060,2.09100
2016-12-31,40.03890,40.03890,19.49380,-1.01880,19.52640,2.52210,22.04850,8.17030,13.87820,13.87820,13.64510,19.74220,19.52640,3.40740,3.41340,4.01000,3.99000,2.39690,100.00000,48.76850,48.76850,55.06770,34.07970,0.20050,2.15200,41.82100,9.96820,9.96820,6.94890,9.96820,40.80430,3.4954,3.4528
2016-09-30,32.93720,32.93720,16.76070,-1.03800,15.13860,6.23110,21.36970,7.70070,13.66900,13.66900,13.42660,15.30050,15.13860,3.41300,3.42000,3.93000,3.93000,3.61060,100.00000,45.96190,45.96190,64.88010,40.76410,0.17870,1.88430,47.76220,9.50670,9.50670,7.41590,9.50670,42.12770,-2.7618,-2.7882
2016-06-30,32.66940,32.66940,17.01830,-0.95190,14.69930,0.69270,15.39190,5.62480,9.76710,9.76710,9.71460,14.87120,14.69930,3.41080,3.41520,2.85000,2.84000,5.11140,100.00000,44.99390,44.99390,47.11410,29.73590,0.19880,1.93930,46.40760,7.59410,7.59410,5.94200,7.59410,37.55180,6.3332,6.2917
2016-03-31,30.45750,30.45750,15.87700,-0.87610,13.70440,0.74720,14.45170,5.17180,9.27990,9.27990,9.26570,13.86680,13.70440,3.38870,3.39340,2.73000,2.73000,7.05890,100.00000,44.99530,44.99530,47.44860,30.42160,0.21240,1.82230,49.38900,7.93280,7.93280,6.47050,7.93280,34.31530,-1.18650,-1.21790
2015-12-31,32.30150,32.30150,14.13820,-0.90070,17.26260,0.97350,18.23620,6.58090,11.65530,11.65530,11.65530,17.43470,17.26260,3.27790,3.35980,3.52000,3.42000,2.62640,100.00000,53.44230,53.44230,56.45620,36.08290,0.22250,1.73860,51.76660,11.06720,11.06720,8.02780,11.06720,30.84770,4.8847,4.7927
2015-09-30,31.42390,31.42390,16.43830,-0.84460,14.14100,-3.51210,10.62890,3.90040,6.72850,6.72850,6.72850,14.31570,14.14100,3.30000,3.38000,2.04000,1.99000,2.74120,100.00000,45.00080,45.00080,33.82420,21.41190,0.21580,1.84970,48.65650,6.22740,6.22740,4.62040,6.22740,34.88710,5.5179,5.3629
2015-06-30,31.38220,31.38220,16.41140,-0.84870,14.12210,0.45730,14.57940,5.40130,9.17810,9.17810,9.17810,14.29470,14.12210,3.28800,3.36700,2.79000,2.73000,3.27060,100.00000,45.00030,45.00030,46.45770,29.24630,0.24390,1.74150,51.67850,9.24330,9.24330,7.13280,9.24330,29.23880,4.4391,4.3959
2015-03-31,29.31840,29.31840,15.38800,-0.73640,13.19400,1.34470,14.53870,5.02610,9.51260,9.51260,9.51260,13.30050,13.19400,3.21800,3.29600,2.96000,2.89000,4.07670,100.00000,45.00250,45.00250,49.58900,32.44590,0.26540,1.75290,51.34240,10.80010,10.80010,8.61010,10.80010,26.03570,0.64480,0.47340
2014-12-31,28.47100,28.47100,9.49940,-0.74030,18.23130,2.07330,20.30450,7.75180,12.55270,12.55270,12.55270,18.31650,18.23130,3.19600,3.26600,3.91000,3.83000,1.95580,100.00000,64.03450,64.03460,71.31660,44.08960,0.26430,1.72400,52.20310,16.89030,16.89030,11.65430,16.89030,22.39880,5.2963,5.042
2014-09-30,27.45850,27.45850,15.73720,-0.73780,10.98350,-1.00590,9.97760,3.62700,6.35060,6.35060,6.35060,11.05400,10.98350,3.20600,3.28100,1.98000,1.94000,2.38310,100.00000,40.00040,40.00040,36.33700,23.12790,0.26540,1.78870,50.31640,8.68640,8.68640,6.13880,8.68640,22.06080,4.7984,4.6165
2014-06-30,25.44020,25.44020,15.03230,-0.73430,9.67360,1.32190,10.99550,4.06750,6.92800,6.92800,6.92800,9.74370,9.67360,3.19820,3.26830,2.17000,2.12000,2.51110,100.00000,38.02490,38.02490,43.22100,27.23260,0.29110,1.75690,51.22800,10.68430,10.68430,7.92810,10.68430,19.61390,4.9139,4.9069
2014-03-31,23.18910,23.18910,13.94520,-0.67210,8.57180,0.51650,9.08830,3.33870,5.74960,5.74960,5.74960,8.64790,8.57180,3.16590,3.23090,1.82000,1.78000,2.81390,100.00000,36.96470,36.96470,39.19220,24.79440,0.32790,1.73100,51.99400,10.22660,10.22660,8.13060,10.22660,17.05770,-1.95900,-1.97650
2013-12-31,22.32270,22.32270,12.43540,-0.45430,9.43300,1.48330,10.91630,4.16550,6.75080,6.75080,6.75080,9.50380,9.43300,3.14200,3.19400,2.23000,2.15000,1.63440,100.00000,42.25740,42.25740,48.90230,30.24190,0.29620,1.71680,52.42220,15.02080,15.02080,8.95890,15.02080,13.79470,4.1342,4.0954
2013-09-30,20.81950,20.81950,12.87550,-0.47440,7.46960,0.91360,8.38320,3.02140,5.36170,5.36170,5.36170,7.53930,7.46960,3.16000,3.21180,1.70000,1.67000,1.99930,100.00000,35.87790,35.87790,40.26590,25.75340,0.31460,1.83600,49.01870,11.72510,11.72510,8.10130,11.72510,14.01000,4.4238,4.4011
2013-06-30,19.91410,19.91410,12.34230,-0.42010,7.15170,0.72870,7.88040,3.16890,4.71150,4.71150,4.71150,7.23700,7.15170,3.24820,3.24820,1.45000,1.45000,1.99910,100.00000,35.91270,35.91270,39.57200,23.65930,0.37620,1.71240,52.55940,11.97980,11.97980,8.90010,11.97980,12.05830,2.9462,2.9387
2013-03-31,18.37540,18.37540,11.34020,-0.40760,6.62760,1.82470,8.45230,3.12150,5.33070,5.33070,5.33070,6.70780,6.62760,3.19750,3.19750,1.67000,1.67000,2.54300,100.00000,36.06790,36.06790,45.99780,29.01020,0.44710,1.59520,56.42000,16.07650,16.07650,12.96920,16.07650,10.22570,-0.67730,-0.77280
2012-12-31,17.02260,17.02260,10.69570,0.22030,6.54720,0.23020,6.77740,1.95280,4.82470,4.82470,4.82470,6.61800,6.54720,3.11130,3.11130,1.53000,1.53000,1.02980,100.00000,38.46180,38.46180,39.81420,28.34260,0.41280,1.63070,55.18970,22.19690,22.19690,11.70010,22.19690,6.85670,3.0911,3.08
2012-09-30,16.85960,16.85960,10.23160,-0.59780,6.03020,0.62060,6.65080,2.48400,4.16680,4.16680,4.16680,6.10320,6.03020,3.15360,3.15360,1.32000,1.32000,2.33100,100.00000,35.76730,35.76730,39.44830,24.71460,0.30020,1.56660,57.45010,10.18730,10.18730,7.42010,10.18730,12.93950,2.7717,2.7295
2012-06-30,16.16090,16.16090,9.81010,-0.52020,5.83050,-0.46840,5.36210,2.03400,3.32810,3.32810,3.32810,5.90740,5.83050,3.10120,3.10120,1.07000,1.07000,2.39120,100.00000,36.07810,36.07810,33.17950,20.59360,0.36310,1.63740,54.96510,9.83180,9.83180,7.47750,9.83180,10.73910,2.9382,2.9324
2012-03-31,16.61420,16.61420,9.93450,-0.65920,6.02050,1.27170,7.29230,2.68090,4.61140,4.61140,4.61140,6.10580,6.02050,3.03080,3.03080,1.52000,1.52000,3.19370,100.00000,36.23730,36.23730,43.89180,27.75550,0.46260,1.52620,58.96850,15.80470,15.80470,12.83940,15.80470,9.42360,-0.91150,-0.92370
2011-12-31,15.24810,15.24810,8.45190,-0.47820,6.31800,0.78140,7.09930,2.64620,4.45310,4.45310,4.45310,6.40090,6.31800,2.95180,2.95180,1.48000,1.48000,1.34510,100.00000,41.43440,41.43440,46.55870,29.20440,0.40420,1.48100,60.76910,24.67050,24.67050,11.80560,24.67050,6.02520,2.2167,2.2068
2011-09-30,15.36990,15.36990,9.29630,-0.63000,5.44360,-1.30920,4.13440,1.59520,2.53920,2.53920,2.53920,5.52520,5.44360,3.00550,3.00550,0.84000,0.84000,1.85490,100.00000,35.41720,35.41720,26.89940,16.52080,0.34210,1.78530,50.41060,9.24980,9.24980,5.65120,9.24980,9.16580,3.2183,3.1713
2011-06-30,16.82750,16.82750,10.28510,-0.69140,5.85100,0.09040,5.94140,2.21250,3.72890,3.72890,3.72890,5.93490,5.85100,2.96700,2.96700,1.26000,1.26000,1.95420,100.00000,34.77070,34.77070,35.30770,22.15950,0.44980,1.71670,52.42540,15.04320,15.04320,9.96830,15.04320,8.25470,3.0219,2.9953
2011-03-31,16.44980,16.44980,10.41160,-0.58960,5.44850,0.37080,5.81930,2.18760,3.63170,3.63170,3.63170,5.53100,5.44850,2.83790,2.83790,1.28000,1.28000,1.88180,100.00000,33.12230,33.12230,35.37630,22.07780,0.59150,1.71970,52.33360,18.59780,18.59780,13.05810,18.59780,6.73600,-0.76340,-0.76560
2010-12-31,15.51600,15.51600,8.52530,-0.74690,6.24380,0.97410,7.21780,2.75400,4.46390,4.46390,4.46390,6.32720,6.24380,2.76670,2.76790,1.60000,1.60000,0.72420,100.00000,40.24100,40.24100,46.51880,28.76940,0.54320,1.78450,50.43570,59.53200,59.53200,15.62650,59.53200,2.68180,4.1492,4.1459
2010-09-30,14.04300,14.04300,9.09550,-0.74850,4.19900,1.16990,5.36890,1.93050,3.43840,3.43840,3.43840,4.28000,4.19900,2.77900,2.77900,1.24000,1.24000,0.73620,100.00000,29.90120,29.90120,38.23220,24.48480,0.26090,1.68850,53.30080,149.80570,149.80580,6.38800,149.80580,0.82270,2.7812,2.7809
2010-06-30,13.75420,13.75420,8.90130,-0.75110,4.10190,-1.18370,2.91820,1.08840,1.82990,1.82990,1.82990,3.60080,4.10190,2.77400,2.77400,0.66000,0.66000,2.53100,100.00000,29.82290,29.82290,21.21680,13.30400,0.30510,1.75540,51.27090,5.33030,5.33030,4.05940,5.33030,12.36210,2.7374,2.723
2010-03-31,13.39090,13.39090,8.73140,-0.73090,3.92860,0.24490,4.17350,1.50320,2.67030,2.67030,2.67030,4.59190,3.92860,2.71900,2.72100,0.98000,0.98000,3.08520,100.00000,29.33790,29.33790,31.16680,19.94130,0.35180,1.67300,53.79480,8.42870,8.42870,7.01620,8.42870,11.44560,-0.28540,-0.29000
2009-12-31,13.71440,13.71440,8.08900,-1.02080,4.60470,0.88130,5.48600,1.98280,3.50320,3.50320,3.50320,3.44420,4.60470,2.58300,2.58800,1.37000,1.37000,1.27720,100.00000,33.57550,33.57550,40.00160,25.54360,0.33860,1.35200,66.56930,15.24390,15.24390,8.64880,15.24390,8.58130,2.4183,2.4049
2009-09-30,11.37160,11.37160,7.71130,-0.81180,2.84860,2.06430,4.91290,1.70890,3.20390,3.20390,3.20390,3.32460,2.84860,2.60700,2.61200,1.23000,1.23000,2.95700,100.00000,25.04980,25.04980,43.20270,28.17460,0.19890,1.47050,61.20180,7.10330,7.10330,5.60500,7.10330,17.26830,2.3538,2.2601
2009-06-30,9.59280,9.59280,6.26790,-0.79360,2.53130,4.03190,6.56320,2.24770,4.31550,4.31550,4.31550,2.98050,2.53130,2.59800,2.60300,1.66000,1.66000,3.75390,100.00000,26.38780,26.38780,68.41810,44.98670,0.20300,1.75690,51.22570,10.44600,10.44610,9.13370,10.44610,15.87710,1.7238,1.6722
2009-03-31,8.88350,8.88350,5.92990,-0.82590,2.12780,-1.57890,0.54890,0.19750,0.35140,0.35140,0.35140,2.63150,2.12780,2.50800,2.51600,0.14000,0.14000,5.67640,100.00000,23.95190,23.95190,6.17890,3.95530,0.22710,1.90790,47.17160,0.96720,0.96720,0.89810,0.96720,14.00520,0.07220,-0.00280
