Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,72.60000,23.10000,49.50000,40.80000,-6.30000,54.20000,-4.70000,-10.10000,-14.80000,-3.70000,-11.10000,-11.10000,-11.10000,9.80000,-4.70000,203.89300,203.89300,-0.05000,-0.05000,1.26690,0.50470,1.02990,68.18180,-6.47380,-6.47380,-20.38570,-15.28930,0.06850,0.84030,107.10740,-2.83810,3.22210,-1.04740,-1.40560,1.92450,0.0188,0.0191
2024-06-30,86.00000,33.10000,52.90000,39.50000,,46.50000,6.40000,-9.90000,-3.50000,-0.70000,-2.80000,-2.80000,-4.80000,14.50000,6.40000,155.91500,155.91500,-0.03000,-0.03000,1.33550,0.49440,0.98820,61.51160,7.44190,7.44190,-4.06980,-5.58140,0.08090,0.91590,98.26740,-0.68690,0.84520,-0.26350,-0.34730,1.99880,-0.0023,-0.0009
2024-03-31,134.40000,47.50000,86.90000,55.50000,,62.60000,24.30000,-9.80000,14.50000,3.50000,11.00000,11.00000,0.10000,32.50000,24.30000,63.03900,65.20500,0.00000,0.00000,1.31930,0.49390,0.98630,64.65770,18.08040,18.08040,10.78870,0.07440,0.12440,1.09180,82.43300,-12.12790,-3.31130,1.01810,1.36270,6.47870,0.11200,0.10740
2023-12-31,101.50000,35.70000,65.80000,36.10000,,45.90000,19.90000,-8.50000,11.40000,29.30000,-17.90000,-17.90000,-28.70000,30.80000,19.90000,63.95900,63.95900,-0.45000,-0.45000,1.35120,0.49630,0.99580,64.82760,19.60590,19.60590,11.23150,-28.27590,0.09630,1.19130,75.54680,19.35140,5.51790,-1.69850,-2.22830,6.43090,0.2416,0.2401
2023-09-30,75.30000,25.90000,49.40000,41.60000,,50.40000,-1.00000,-10.60000,-11.60000,-22.30000,10.70000,10.70000,,8.80000,-1.00000,63.58600,63.58600,,0.00000,1.41810,0.48160,0.93900,65.60430,-1.32800,-1.32800,-15.40510,,0.06970,0.95800,93.94420,-16.28610,-3.48080,0.98980,1.29230,6.82460,0.1308,0.1309
2023-06-30,86.50000,32.80000,53.70000,41.80000,,54.70000,-1.00000,-11.50000,-12.50000,-4.40000,-8.10000,-8.10000,-18.50000,12.40000,-1.00000,62.86800,62.86800,-0.29000,-0.29000,1.39470,0.48400,0.94780,62.08090,-1.15610,-1.15610,-14.45090,-21.38730,0.08060,0.93820,95.93060,12.00000,2.55760,-0.75500,-0.98280,6.76460,0.1254,0.1219
2023-03-31,122.30000,43.20000,79.10000,48.80000,,62.30000,16.80000,-7.00000,9.80000,2.70000,7.10000,7.10000,-3.00000,30.70000,16.80000,67.28000,67.28000,-0.04000,-0.04000,1.44610,0.48970,0.95970,64.67700,13.73670,13.73670,8.01310,-2.45300,0.11110,1.16700,77.12180,-13.94890,-2.21460,0.64520,0.83940,6.86770,0.13230,0.12780
2022-12-31,93.60000,33.20000,60.40000,17.40000,,33.90000,26.50000,-7.20000,19.30000,-3.10000,22.40000,22.40000,11.20000,43.70000,26.50000,69.00200,69.14800,0.15000,0.16000,1.49320,0.48510,0.94220,64.52990,28.31200,28.31200,20.61970,11.96580,0.08520,1.24970,72.01920,-67.67380,-7.20260,2.03930,2.62540,6.49970,-0.3624,-0.3666
2022-09-30,213.40000,22.70000,190.70000,48.70000,,63.40000,127.30000,-6.10000,121.20000,28.20000,93.00000,93.00000,28.40000,142.40000,127.30000,68.43300,68.64300,0.42000,0.41000,1.54190,0.54940,1.23300,89.36270,59.65320,59.65320,56.79480,13.30830,0.17060,2.57730,34.92030,-201.73550,-26.88640,7.43520,10.06600,6.00860,2.2473,2.2411
2022-06-30,79.50000,26.40000,53.10000,32.30000,,46.30000,6.80000,-4.60000,2.20000,2.90000,-0.70000,-0.70000,-10.30000,21.10000,6.80000,69.81600,69.81600,-0.15000,-0.15000,1.27950,0.60820,1.56970,66.79250,8.55350,8.55350,2.76730,-12.95600,0.07130,0.99750,90.22640,0.56090,0.16040,-0.06280,-0.08370,4.69320,0.1778,0.1764
2022-03-31,122.20000,34.20000,88.00000,46.60000,-1.60000,68.80000,19.20000,-3.90000,15.30000,-0.80000,16.10000,16.10000,2.50000,41.70000,19.20000,70.17100,70.28000,0.04000,0.04000,1.39520,0.60690,1.56120,72.01310,15.71200,15.71200,12.52050,2.04580,0.10970,1.41760,63.48610,-14.26040,-3.92780,1.44540,1.91670,4.70840,0.46960,0.45530
