,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-01,2024-09-30,$2.68,$2.93
1,2024-07-31,2024-06-30,$2.55,$2.63
2,2024-05-07,2024-03-31,$2.10,$2.21
3,2024-02-06,2023-12-31,$3.56,$3.62
4,2023-11-07,2023-09-30,$2.56,$2.84
5,2023-08-02,2023-06-30,$2.59,$2.80
6,2023-05-09,2023-03-31,$2.60,$2.49
7,2023-02-15,2022-12-31,$3.74,$3.84
8,2022-11-01,2022-09-30,$2.57,$2.64
9,2022-08-02,2022-06-30,$2.63,$2.75
10,2022-05-03,2022-03-31,$2.32,$2.80
11,2022-02-01,2021-12-31,$3.47,$3.67
12,2021-11-02,2021-09-30,$2.34,$2.66
13,2021-08-03,2021-06-30,$2.24,$2.60
14,2021-05-05,2021-03-31,$1.57,$2.29
15,2021-02-02,2020-12-31,$2.87,$3.65
16,2020-10-27,2020-09-30,$1.91,$2.16
17,2020-07-28,2020-06-30,$1.53,$2.10
18,2020-04-28,2020-03-31,$1.42,$1.15
19,2020-02-04,2019-12-31,$3.02,$3.20
20,2019-10-29,2019-09-30,$2.13,$2.13
21,2019-07-30,2019-06-30,$2.11,$2.14
22,2019-04-23,2019-03-31,$1.73,$1.60
23,2019-01-23,2018-12-31,$2.65,$2.87
24,2018-10-23,2018-09-30,$1.90,$1.92
25,2018-07-24,2018-06-30,$1.92,$1.95
26,2018-04-24,2018-03-31,$1.55,$1.59
27,2018-01-23,2017-12-31,$2.44,$2.51
28,2017-10-24,2017-09-30,$1.74,$1.77
29,2017-07-25,2017-06-30,$1.72,$1.76
30,2017-04-25,2017-03-31,$1.33,$1.46
31,2017-01-24,2016-12-31,$2.12,$2.21
32,2016-10-25,2016-09-30,$1.57,$1.57
33,2016-07-26,2016-06-30,$1.45,$1.58
34,2016-04-26,2016-03-31,$1.23,$1.26
35,2016-01-26,2015-12-31,$1.95,$1.96
36,2015-10-27,2015-09-30,$1.39,$1.42
37,2015-07-28,2015-06-30,$1.27,$1.32
38,2015-04-28,2015-03-31,$1.02,$1.21
39,2015-01-26,2014-12-31,$1.89,$1.99
