Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,516.40000,516.40000,317.80000,-11.60000,176.40000,40.70000,217.10000,31.30000,185.80000,185.80000,123.60000,187.00000,176.40000,30.10000,35.00000,4.11000,3.78000,0.45230,,0.61290,100.00000,34.15960,34.15960,42.04110,23.93490,0.05800,1.12970,79.66500,4.34720,-285.40660,2.08690,4.34720,141.99330,7.6875,7.6671
2024-06-30,500.30000,500.30000,304.70000,-10.80000,174.40000,3.90000,178.30000,43.30000,135.00000,135.00000,76.00000,184.70000,174.40000,31.50000,35.30000,2.42000,2.26000,0.41820,,0.59240,100.00000,34.85910,34.85910,35.63860,15.19090,0.05660,1.09430,82.24670,3.16700,-275.51020,1.52630,3.16700,140.22040,7.6555,7.6352
2024-03-31,499.90000,499.90000,332.10000,-9.00000,148.50000,105.60000,254.10000,55.40000,198.70000,198.70000,149.80000,158.80000,148.50000,32.80000,40.10000,4.56000,4.14000,0.41760,,0.55850,100.00000,29.70600,29.70600,50.83020,29.96600,0.05540,0.95090,94.64490,4.39550,99.00360,2.20180,4.39550,139.09230,5.21700,5.19200
2023-12-31,502.70010,502.70010,329.30000,-9.70000,149.90000,124.10000,274.00000,29.80000,244.20000,244.20000,196.10000,163.70000,149.89990,35.10000,42.20000,5.73000,5.22000,0.37330,,0.55520,100.00000,29.81900,29.81900,54.50570,39.00940,0.05550,1.36460,65.95580,5.34340,104.31460,2.69550,5.34340,137.65360,6.4461,6.3044
2023-09-30,525.20000,525.20000,302.90000,-7.90000,198.90000,164.80000,363.70000,77.70000,286.00000,286.00000,217.00000,214.40000,198.90000,34.90000,43.40000,6.22000,5.48000,0.45010,,0.56830,100.00000,37.87130,37.87130,69.24980,41.31760,0.05830,1.22450,73.49770,6.40650,196.29420,3.17650,6.40650,130.53220,6.5403,6.4832
2023-06-30,512.50000,512.50000,314.10000,-13.80000,168.80000,51.40000,220.20000,32.80000,187.40000,187.40000,125.30000,184.60010,168.80000,35.90000,42.10000,3.49000,3.25000,0.40540,,0.58060,100.00000,32.93660,32.93660,42.96590,24.44880,0.05720,1.05210,85.53950,4.28990,-121.45110,2.09010,4.28990,123.40110,1.8469,1.7995
2023-03-31,517.40000,517.40000,319.40000,-14.40000,167.40000,66.10000,233.50000,45.00000,188.50000,188.50000,134.50000,183.60000,167.40000,35.90000,39.90000,3.74000,3.47000,0.39020,,0.60100,100.00000,32.35410,32.35410,45.12950,25.99540,0.05820,1.26630,71.07460,4.46750,-63.76860,2.11900,4.46750,116.88090,5.88470,5.83710
2022-12-31,539.60020,539.60020,384.30000,-22.40000,116.90020,942.00010,1058.90000,227.80000,831.10000,831.10000,777.90000,133.00020,116.90020,38.50000,49.00000,20.31000,16.43000,0.22490,,0.60720,100.00000,21.66420,21.66420,196.23790,144.16230,0.06080,1.70760,52.70570,19.90370,-238.06930,9.35820,19.90370,116.63690,3.1935,3.17
2022-09-30,578.60000,578.60000,367.00000,-11.90000,181.50000,19.60000,201.10000,36.80000,164.30000,164.30000,112.60000,199.70000,181.50000,38.20000,43.50000,2.95000,2.80000,0.32240,,0.69340,100.00000,31.36880,31.36880,34.75630,19.46080,0.06860,1.53190,58.75040,4.49470,-19.63900,1.94890,4.49470,96.70370,6.949,6.8769
2022-06-30,604.10000,604.10000,361.30000,5.20000,230.80000,-18.80000,212.00000,38.00000,174.00000,174.00000,109.40000,247.90000,230.80000,38.70000,44.50000,2.83000,2.68000,0.32630,,0.69550,100.00000,38.20560,38.20560,35.09350,18.10960,0.07130,1.51330,59.47360,4.77520,-18.88430,2.05460,4.77520,94.89060,8.2903,8.2321
2022-03-31,607.30000,607.30000,344.40000,-5.60000,241.30000,33.10000,274.40000,55.70000,218.70000,218.70000,146.00000,257.30000,241.30000,39.70000,46.90000,3.68000,3.44000,0.30890,,0.71740,100.00000,39.73320,39.73320,45.18360,24.04080,0.07090,1.30380,69.03010,6.08650,-21.15500,2.55170,6.08650,92.13330,3.09170,3.01280
2021-12-31,691.79990,691.79990,391.69990,-32.80000,252.70000,115.40000,368.09990,84.70000,283.39990,283.39990,178.40000,267.20000,252.69990,41.50000,44.80000,4.39000,4.19820,0.40480,,0.67120,100.00000,36.52790,36.52790,53.20900,25.78780,0.07790,1.65030,54.53600,7.63760,-29.98940,3.19270,7.63760,92.30350,7.852,7.7751
2021-09-30,575.20000,575.20000,339.30000,-14.60000,208.40000,44.90000,253.30000,44.90000,208.40000,208.40000,128.40000,221.40000,208.40000,41.10000,44.30000,3.12000,3.00000,0.50930,,0.77880,100.00000,36.23090,36.23090,44.03690,22.32270,0.07090,1.16790,77.06020,6.51350,-43.67140,2.57040,6.51350,78.41910,7.9031,7.8396
