,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2022-03-08,2020-12-31,--,$-19.60
1,2020-11-27,2020-09-30,$6.60,$4.60
2,2020-09-02,2020-06-30,--,$-4.90
3,2020-06-05,2020-03-31,--,$-7.30
4,2020-04-03,2019-12-31,--,$6.20
5,2019-12-06,2019-09-30,--,$0.70
6,2019-08-16,2019-06-30,--,$1.90
7,2019-05-23,2019-03-31,--,$3.30
8,2019-02-15,2018-12-31,--,$14.20
9,2018-11-13,2018-09-30,--,$3.10
10,2018-08-15,2018-06-30,--,$-1.10
11,2018-05-30,2018-03-31,--,$-1.60
12,2018-02-09,2017-12-31,--,$4.70
13,2017-11-10,2017-09-30,--,$2.20
14,2017-08-11,2017-06-30,--,$1.40
15,2017-05-18,2017-03-31,--,$1.10
16,2017-02-14,2016-12-31,--,$1.80
17,2016-11-14,2016-09-30,--,$4.10
18,2016-08-12,2016-06-30,--,$3.90
19,2016-05-10,2016-03-31,--,$0.90
20,2016-03-01,2015-12-31,--,$2.60
21,2015-11-13,2015-09-30,--,$3.10
22,2015-08-12,2015-06-30,--,$2.70
23,2015-05-15,2015-03-31,--,$0.60
24,2015-02-27,2014-12-31,--,$3.40
