Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,218.56400,7.26300,211.30100,11.20900,6.82700,67.75100,143.55000,-45.64600,97.90400,,97.90400,,97.90400,,97.90400,209.58400,143.55000,184.00700,184.56100,0.53000,0.53000,0.50020,1.00080,65.67870,65.67870,44.79420,44.79420,0.02450,2.24090,2.24090,1.09710,1.12000,23.29770,1.1034,0.5381
2024-06-30,216.81300,6.75800,210.05500,11.78900,16.50400,57.78800,152.26700,-45.60100,106.66600,,106.66600,,106.66600,,106.66600,217.89000,152.26700,182.43900,182.80700,0.58000,0.58000,0.51100,1.04480,70.22960,70.22960,49.19720,49.19720,0.02480,2.54270,2.54270,1.22220,1.24350,22.84000,0.6556,0.4317
2024-03-31,215.40700,7.15400,208.25300,12.58400,3.26700,69.93200,138.32100,-43.95000,94.37100,,94.37100,,94.37100,,94.21800,201.53000,138.32100,181.79400,182.21300,0.52000,0.52000,0.51010,1.04100,64.21380,64.21380,43.81060,43.73950,0.02470,2.26050,2.26050,1.08400,1.10750,22.76990,1.04670,0.51180
2023-12-31,216.23100,8.23700,207.99400,10.53000,2.30300,68.30600,139.68800,-43.00600,96.68200,,96.68200,,96.68200,,96.81400,202.34800,139.68800,181.20000,181.69000,0.53000,0.53000,0.51190,1.04880,64.60130,64.60130,44.71240,44.77340,0.02500,2.32550,2.32550,1.11620,1.13500,22.78370,0.6697,-0.6752
2023-09-30,205.13200,6.45900,198.67300,10.22500,18.74200,51.00600,147.66700,-40.88000,106.78700,,106.78700,,106.78700,,106.78700,209.60400,147.66700,181.39800,181.72100,0.59000,0.59000,0.50410,1.01660,71.98630,71.98630,52.05770,52.05770,0.02400,2.56820,2.56820,1.24730,1.27350,22.79140,1.0531,0.2401
2023-06-30,202.64000,6.83600,195.80400,10.74000,13.53500,57.08000,138.72400,-40.02000,98.70400,,98.70400,,98.70400,,98.70400,200.85400,138.72400,181.09200,181.62800,0.54000,0.54000,0.49540,0.98180,68.45840,68.45840,48.70900,48.70900,0.02430,2.37830,2.37830,1.18270,1.20010,22.75250,0.6512,-0.1501
2023-03-31,204.10800,6.84600,197.26200,12.25100,3.16200,68.23700,129.02500,-38.85800,90.16700,,90.16700,,90.16700,,90.03500,190.39000,129.02500,180.84600,181.43400,0.50000,0.50000,0.48920,0.95760,63.21410,63.21410,44.17610,44.11150,0.02480,2.18060,2.18060,1.09450,1.11390,22.70820,0.99660,0.21620
2022-12-31,198.51990,7.03500,191.48490,10.78900,4.92400,63.18700,128.29790,-37.63600,90.66200,,90.66200,,90.66200,,90.66200,187.83200,128.29800,176.40400,177.06800,0.51000,0.51000,0.48710,0.94970,64.62720,64.62730,45.66900,45.66900,0.02440,2.19870,2.19870,1.11300,1.12770,22.72840,0.6431,-0.7774
2022-09-30,193.47100,5.87500,187.59600,10.12400,4.26600,62.24600,125.35000,-36.92900,88.42100,,88.42100,,88.42100,,88.42100,183.92000,125.35000,176.90100,177.36800,0.50000,0.50000,0.48650,0.94750,64.79010,64.79010,45.70250,45.70250,0.02430,2.20670,2.20670,1.11200,1.13310,22.41850,1.051,-0.0359
2022-06-30,190.78300,6.17300,184.61000,9.74000,-6.57400,73.75800,110.85200,-36.68700,74.16500,,74.16500,,74.16500,,74.17100,170.46600,110.85200,174.95700,175.10800,0.42000,0.42000,0.49170,0.96750,58.10370,58.10370,38.87400,38.87720,0.02440,1.89410,1.89410,0.95030,0.96270,22.16980,0.6326,-0.1604
2022-03-31,190.27900,7.19800,183.08100,11.04200,-1.32200,65.04400,118.03700,-36.66400,81.37300,,81.37300,,81.37300,,81.37200,172.86500,118.03700,174.77200,174.91100,0.46000,0.46000,0.49020,0.96140,62.03370,62.03370,42.76510,42.76460,0.02450,2.08770,2.08770,1.04700,1.06440,22.17020,0.93960,-0.14200
2021-12-31,187.26100,7.52000,179.74100,9.94700,-2.20800,65.54400,114.19700,-36.62700,77.57000,,77.57000,,77.57000,,65.12900,169.72100,114.19700,174.71100,174.81900,0.37000,0.37000,0.48990,0.96020,60.98280,60.98280,41.42350,34.77980,0.02420,1.98810,1.98810,1.00080,1.01420,22.21450,0.6582,0.3885
2021-09-30,180.35700,6.52100,173.83600,11.07700,4.60600,57.44700,116.38900,-33.45700,82.93200,,82.93200,,82.93200,,78.44800,169.41600,116.38900,174.62900,174.73900,0.45000,0.45000,0.46790,0.87920,64.53260,64.53260,45.98210,43.49600,0.02220,2.11820,1.94670,1.01970,1.03590,24.25830,0.9865,-0.252
2021-06-30,179.01100,6.61900,172.39200,11.86800,-3.57600,66.31900,106.07300,-33.05200,73.02100,,73.02100,,73.02100,,68.53800,158.88600,106.07300,174.61100,174.72700,0.39000,0.39000,0.43660,0.77510,59.25500,59.25500,40.79130,38.28700,0.02330,1.86000,1.70970,0.95130,0.96320,24.32180,0.6843,0.2374
