Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,,
2021-12-31,,0.35540,-59.56040,-78.64210,-99.11870,-99.60740,-99.60740,-99.60740,-59.56040,-20.47670,25.34400,25.34400,-3.85350,-3.85350,4.17710,0.07760,-86.89340,-105.43220,-55.67360,-86.89250,2.34870,-0.6928,-0.7663
2021-07-31,,-1.36640,-1.36640,-3.23390,-4.60020,-4.60020,-4.60020,-4.60020,-1.36640,-1.36640,3.59380,3.59380,-0.26000,-0.26000,0.60300,,72.77570,72.77600,-3.18170,72.77570,-1.72990,-0.1617,-0.1617
2021-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,0.1135,0.1135
2021-04-30,,-0.19940,-0.19940,0.75630,0.55690,0.55690,0.55690,0.55690,-0.19940,-0.19940,3.59380,3.59380,0.03000,0.03000,8.44750,,-32.43000,-32.43000,0.38450,-32.43000,-0.47000,-0.105,-0.105
2021-01-31,,-0.01410,-0.01410,-0.02210,-0.03620,-0.03620,-0.03620,-0.03620,-0.01410,-0.01410,3.14970,3.14970,-0.01000,-0.01000,38.88510,,1.59960,1.59960,-0.02500,1.59960,-0.61890,-0.00850,-0.00850
2020-12-31,0.01410,,-0.01410,-0.02210,-0.03620,-0.03620,-0.03620,-0.03620,-0.01410,-0.01410,,,,0.00000,38.85860,,-1.31570,1.60060,-0.02500,1.60060,,0,0
