Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.87230,0.52550,0.34680,0.94880,1.94900,0.12610,3.07200,-2.72530,0.03050,-2.69480,-2.69480,-2.69480,-2.68560,-2.48360,-2.72530,3.81100,3.81100,-0.70000,-0.70000,1.14090,,0.51860,39.75770,-312.42710,-312.42710,-308.93490,-307.88410,0.07440,0.71130,0.71100,126.58920,-45.29650,-173.95340,-22.98160,-45.29650,1.35890,-0.62640,-0.62640
2024-06-30,1.15260,-0.08770,1.24030,0.75010,2.67060,,4.05200,-2.81170,0.01640,-2.79540,-2.79540,-2.79540,-2.78420,-2.76280,-2.81170,1.59270,1.59270,9.60000,9.60000,1.56570,,0.36680,107.61190,-243.94560,-243.94560,-242.52650,-241.56240,0.08360,-0.11280,1.20690,74.57340,-34.15980,-73.34660,-20.28730,-34.15980,2.36780,-2.823,-2.9359
2024-03-31,0.82380,0.64530,0.17850,0.47130,2.42580,0.08380,3.13220,-2.95370,-0.03300,-2.98680,-2.98680,-2.98680,-2.97770,-2.50740,-2.95370,2.07990,2.07990,-1.43000,-1.43000,2.01890,0.01350,0.25530,21.66650,-358.55000,-358.55000,-362.55940,-361.45510,0.04830,0.73510,1.07810,83.47960,-27.15790,-46.63580,-17.52900,-26.79150,3.77410,1.2161,1.2497
2023-12-31,0.76410,0.56480,0.19920,0.34850,1.70500,0.15320,2.19060,-1.99140,0.01500,-1.97640,-1.97640,-1.97640,-1.96960,-1.75990,-1.99140,0.94970,0.94970,-2.07000,-2.07000,0.56810,0.06820,0.96170,26.07740,-260.62740,-260.62740,-258.66750,-257.78520,0.08660,0.59960,1.38420,65.02090,-62.65810,115.98030,-22.39020,-58.38300,2.13700,2.3525,2.2928
2023-09-30,0.79610,0.56380,0.23230,0.10390,2.45710,0.10990,2.75870,-2.52640,0.09390,-2.43240,-2.43240,-2.43240,-2.42520,-2.27880,-2.52640,0.19420,0.19420,-12.48000,-12.48000,0.39320,0.19850,2.33630,29.18390,-317.34510,-317.34510,-305.54480,-304.63790,0.09150,0.58420,0.70630,127.42070,-196.70900,66.90600,-27.95730,-157.66380,6.37380,-6.75510,-6.75510
2023-06-30,1.18080,0.39360,0.78720,0.12710,2.43220,,3.48970,-2.70250,0.03110,-2.67140,-2.67140,-2.67140,-2.65890,-2.62250,-2.70250,0.08370,0.08370,-33.32220,-33.32220,0.65650,0.09850,0.83920,66.66900,-228.87700,-228.87700,-226.24260,-225.18670,0.11400,0.40160,1.48970,60.41490,-72.45430,170.32540,-25.79900,-65.31740,18.98560,-14.5963,-15.1626
2023-03-31,0.45710,0.42400,0.03300,0.29990,1.89880,0.11770,6.57650,-6.54340,0.19140,-6.35200,-6.35200,-6.35200,-6.34390,-1.99980,-6.54340,0.09240,0.09240,-68.67000,-68.67000,1.25090,0.16610,0.46970,7.23080,-1431.63400,-1431.63400,-1389.76200,-1387.98700,0.04280,0.57590,0.52260,172.20010,-107.63460,-1005.68400,-59.53880,-89.36680,42.22590,-17.0516,-15.8544
2022-12-31,0.35670,0.11260,0.24400,0.00120,2.24530,0.26960,2.37500,-2.13100,1.70390,-0.42710,-0.42710,-0.42710,-0.42060,-2.13100,-2.13100,0.07570,0.07570,-5.56000,-5.56000,1.32480,0.11920,0.39250,68.42120,-597.44680,-597.44680,-119.73540,-117.92120,0.01980,0.16790,0.15690,573.67220,-4.17160,-64.66480,-2.36630,-3.66540,134.21030,-25.9186,-24.9206
2022-09-30,,,,0.07930,1.45040,0.31130,,-1.21840,0.00430,-1.21410,-1.21410,-1.21410,-1.20830,-1.21840,-1.21840,0.06200,0.06200,-19.44780,-19.44780,3.48190,,0.19610,,,,,,,,,,-23.36500,-23.36500,-11.94990,-23.36500,83.78580,-30.55630,-38.21890
2022-06-30,,,,0.69260,1.46230,0.06690,,-2.08810,-0.00010,-2.08820,-2.08820,-2.08820,-2.07820,-2.08810,-2.08810,0.06110,0.06110,-34.69390,-34.69390,2.33070,,0.43330,,,,,,,,,,-31.90120,-31.90120,-16.90540,-31.90120,105.61920,-28.6532,-32.0249
2022-03-31,,,,0.41330,1.12200,0.19250,,-1.34280,-0.00130,-1.34410,-1.34410,-1.34410,-1.33520,-1.34280,-1.34280,0.06210,0.06210,-21.48860,-21.48860,2.90270,,0.38800,,,,,,,,,,-15.44360,-15.44360,-9.36090,-15.44360,140.34070,-4.6835,-7.539
2021-12-31,,,,2.64120,1.00320,0.17780,,-3.46660,0.00280,-3.46380,-3.46380,-3.46380,-3.46000,-3.46660,-3.46660,0.06200,0.06200,-55.82230,-55.82230,3.51290,,0.34070,,,,,,,,,,-34.48360,-34.48360,-22.73450,-34.48360,162.04550,-23.0821,-23.0821
2021-09-30,,,,0.10680,1.33250,,,-1.43930,0.00150,-1.43780,-1.43780,-1.43780,-1.43270,-1.43930,-1.43930,0.05830,0.05830,-24.00960,-24.00960,5.59920,,0.13550,,,,,,,,,,-10.64960,-10.64960,-7.52500,-10.64960,217.80610,1.42220,1.42220
