Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,4.51100,,4.51100,29.86400,4.61700,,-29.97000,1.19300,-28.77700,-0.16600,-28.61100,-28.61100,-28.61100,-29.97900,-29.97000,42.66900,42.66900,-0.61000,-0.61000,3.86200,,100.00000,-664.37610,-664.37610,-637.92960,-634.24980,0.01940,,2.52430,35.65290,-15.32350,-15.32350,-12.28160,-15.32350,3.99640,-0.8063,-0.8063
2019-09-30,5.78500,,5.78500,35.99200,4.22600,,-34.43300,1.26100,-33.17200,-0.33000,-32.84200,-32.84200,-32.84200,-34.59600,-34.43300,44.51700,44.51700,-0.74000,-0.74000,4.21260,,100.00000,-595.21180,-595.21180,-573.41410,-567.70960,0.02190,,3.18380,28.26790,-15.49930,-15.49930,-12.44980,-15.49930,4.53990,-0.437,-0.4369
2019-06-30,5.20800,,5.20800,24.35600,4.99400,,-24.14200,0.94700,-23.19500,-0.23500,-22.96000,-22.96000,-22.96000,-24.26900,-24.14200,39.81800,39.81800,-0.58000,-0.58000,3.10670,,100.00000,-463.55610,-463.55610,-445.37250,-440.86020,0.03480,,3.27750,27.45970,-23.06490,-23.06490,-15.34340,-23.06500,2.48690,-0.6206,-0.6208
2019-03-31,4.38200,,4.38200,23.60800,3.90800,,-23.13400,1.08900,-22.04500,-0.08500,-21.96000,-21.96000,-21.96000,-23.41700,-23.13400,39.55200,39.55200,-0.56000,-0.56000,3.39960,,100.00000,-527.93240,-527.93240,-503.08080,-501.14100,0.02570,,2.47850,36.31220,-19.17540,-19.17540,-12.87320,-19.17540,2.89380,-0.69590,-0.69620
2018-12-31,5.53300,,5.53300,22.79900,4.71100,,-21.97700,1.20000,-20.77700,-0.12500,-20.65200,-20.65200,-20.65200,-22.56800,-21.97700,35.89300,35.89300,-0.52000,-0.52000,4.15700,,100.00000,-397.19860,-397.19860,-375.51060,-373.25140,0.02900,,3.47990,25.86300,-15.45460,-15.45460,-10.82260,-15.45460,3.37890,-0.6755,-0.6763
2018-09-30,5.06200,,5.06200,22.30300,3.22700,,-20.46800,1.00200,-19.46600,-0.06600,-19.40000,-19.40000,-19.40000,-21.00700,-20.46800,38.03400,38.03400,-0.51000,-0.51000,4.88810,0.19560,100.00000,-404.34610,-404.34610,-384.55160,-383.24770,0.02380,,6.91530,13.01460,-12.97400,-12.97400,-9.12070,-12.97400,3.79610,-0.6227,-0.6234
2018-06-30,2.87400,,2.87400,17.00200,3.68500,,-17.81300,0.46700,-17.34600,-0.15200,-17.19400,-17.19400,-17.19400,-18.04100,-17.81300,33.31580,33.31580,-0.52000,-0.52000,3.97800,,100.00000,-619.79820,-619.79820,-603.54910,-598.26030,0.02050,,4.87950,18.44470,-23.52890,-23.52890,-12.29080,-23.52890,2.14560,1.242,1.2414
2018-03-31,,,,13.42700,3.69700,,-17.12400,0.31100,-16.81300,-0.04600,-16.76700,-16.76700,-16.76700,-17.21600,-17.12400,32.68200,32.68200,-0.51000,-0.51000,11.46370,,,,,,,,,,,-23.25420,-23.25420,-20.79370,-23.25420,2.20500,-0.56510,-0.56510
2017-12-31,,,,11.57600,2.99500,,-14.57100,0.36800,-14.20300,-0.02600,-14.17700,-14.17700,-14.17700,-14.67200,-14.57100,31.20300,31.20300,-0.38000,-0.38000,11.17540,,,,,,,,,,,-16.33670,-16.33670,-14.61490,-16.33670,2.65690,-0.4251,-0.4251
2017-09-30,,,,9.15100,3.80500,,-12.95600,0.36700,-12.58900,-0.14500,-12.44400,-12.44400,-12.44400,-13.02400,-12.95600,32.59200,32.59200,-0.38000,-0.38000,14.57320,,,,,,,,,,,-12.56030,-12.56030,-11.51720,-12.56030,3.03830,-0.291,-0.291
2017-06-30,,,,6.96100,2.67200,,-9.63300,0.33100,-9.30200,-0.00200,-9.30000,-9.30000,-9.30000,-9.66900,-9.63300,32.24000,32.24000,-0.29000,-0.29000,16.10640,,,,,,,,,,,-8.51490,-8.51490,-7.88320,-8.51490,3.35370,-0.2485,-0.2488
2017-03-31,0.91100,,0.91100,20.83600,2.40000,,-22.32500,0.09000,-22.23500,-0.03100,-22.20400,-22.20400,-22.20400,-22.20700,-22.32500,27.30000,27.30000,-0.81000,-0.81000,3.27930,,100.00000,-2450.60400,-2450.60400,-2440.72500,-2437.32200,0.02100,,0.59080,152.33810,-75.86180,-75.86180,-51.28060,-75.86180,1.07120,-0.79250,-0.79280
2016-12-31,0.00000,,0.00000,20.27600,2.03900,,-22.31500,0.15500,-22.16000,-0.18900,-21.97100,-21.97100,-21.97100,-22.23100,-22.31500,27.27900,27.27900,-0.81000,-0.81000,5.32780,,,,,,,0.00000,,0.00000,,-43.31400,-43.31400,-34.42220,-43.31400,1.85830,-0.4836,-0.4862
2016-09-30,,,,9.67100,2.10200,,-11.77300,0.17600,-11.59700,-0.05500,-11.54200,-11.54200,-11.54200,-11.73300,-11.77300,27.28300,27.28300,-0.42000,-0.42000,11.28470,,,,,,,,,,,-16.07480,-16.07480,-14.40010,-16.07480,2.63170,-0.4729,-0.4908
2016-06-30,0.07900,,0.07900,10.76000,2.64500,,-13.32600,0.17200,-13.15400,-0.07900,-13.07500,-13.07500,-13.07500,-12.86600,-13.32600,27.28300,27.28300,-0.48000,-0.48000,10.91370,,100.00000,-16868.35000,-16868.35000,-16650.63000,-16550.63000,0.00090,,0.08050,1117.59500,-15.83160,-15.83160,-14.20500,-15.83160,3.02710,-0.4197,-0.4252
2016-03-31,0.00700,,0.00700,8.54600,2.44700,,-10.98600,0.14900,-10.83700,-0.14500,-10.69200,-10.69200,-10.69200,-10.32300,-10.98600,27.26000,27.26000,-0.39000,-0.39000,16.33670,,100.00000,-156942.90000,-156942.90000,-154814.30000,-152742.90000,0.00010,,0.01070,8447.14300,-11.26340,-11.26340,-10.48100,-11.26340,3.47930,-0.36070,-0.36100
2015-12-31,0.00000,,0.00000,7.56800,2.16100,,-9.72900,0.05200,-9.67700,-0.14700,-9.53000,-9.53000,-9.53000,-9.48800,-9.72900,24.62000,24.62000,-0.35000,-0.35000,20.67840,,,,,,,0.00000,,0.00000,,-9.07240,-9.07240,-8.59360,-9.07240,3.85410,-0.1948,-0.1951
2015-09-30,2.44000,,2.44000,5.58400,1.86500,,-5.00900,0.02200,-4.98700,-0.20000,-4.78700,-4.78700,-4.78700,-4.81500,-5.00900,25.54500,25.54500,-0.19000,-0.19000,34.28570,,100.00000,-205.28690,-205.28690,-204.38520,-196.18850,0.02070,,0.94100,95.64340,-4.20420,-4.20420,-4.06030,-4.20420,4.18120,-0.2617,-0.2617
2015-06-30,0.87400,,0.87400,4.68400,1.92200,,-5.73200,0.01300,-5.71900,-0.03500,-5.68400,-5.68400,-5.68400,-5.53900,-5.73200,22.82900,22.82900,-0.25000,-0.25000,13.59400,,100.00000,-655.83520,-655.83520,-654.34780,-650.34320,0.01880,,3.49600,25.74370,-13.38360,-13.38360,-12.23920,-13.38360,1.85970,-0.1861,-0.1863
2015-03-31,0.48900,,0.48900,3.38500,1.82200,,-4.71800,0.01400,-4.70400,-0.01500,-4.68900,-4.68900,-4.68900,-4.52500,-4.71800,22.80800,22.80800,-0.21000,-0.21000,14.31490,,100.00000,-964.82620,-964.82620,-961.96320,-958.89580,0.00950,,2.27440,39.57060,-9.88740,-9.88740,-9.07770,-9.88740,2.07770,-0.22980,-0.23010
2014-12-31,0.91400,,0.91400,3.45900,1.79100,,-4.33600,0.02200,-4.31400,-0.14200,-4.17200,-4.17200,-4.17200,-4.14300,-4.33600,20.96600,20.96600,-0.18000,-0.18000,15.64160,,100.00000,-474.39820,-474.39820,-471.99110,-456.45520,0.01630,,4.57000,19.69370,-8.07560,-8.07560,-7.45880,-8.07560,2.26570,-0.3212,-0.322
2014-09-30,1.12500,,1.12500,6.20800,1.52000,,-6.60300,0.02600,-6.57700,-0.03200,-6.54500,-6.54500,-6.54500,-6.40600,-6.60300,22.71300,22.71300,-0.29000,-0.29000,9.75050,,100.00000,-586.93330,-586.93330,-584.62230,-581.77780,0.01800,,12.64050,7.12000,-11.82800,-11.82800,-10.49350,-11.82800,2.42920,-0.1961,-0.197
2014-06-30,0.96000,,0.96000,3.20000,1.47200,,-3.71200,0.05600,-3.65600,-0.01100,-3.64500,-3.64500,-3.64500,-3.51600,-3.71200,22.60800,22.60800,-0.16000,-0.16000,11.58180,,100.00000,-386.66670,-386.66670,-380.83330,-379.68750,0.01410,,1.78770,50.34380,-5.92030,-5.92030,-5.34500,-5.92030,2.71970,-0.1267,-0.127
2014-03-31,0.17800,,0.17800,2.20100,1.39800,,-3.42100,0.02200,-3.39900,-0.01600,-3.38300,-3.38300,-3.38300,-3.22400,-3.42100,15.65400,15.65400,-0.22000,-0.22000,11.85920,,100.00000,-1921.91000,-1921.91000,-1909.55100,-1900.56200,0.00250,,3.86960,23.25840,-5.22650,-5.22650,-4.72780,-5.22650,2.86510,-0.19750,-0.19750
2013-12-31,0.97300,,0.97300,1.97800,1.10000,,-2.10500,0.00900,-2.09600,-0.00300,-2.09300,-2.09300,1.77600,-1.90800,-2.10500,4.13300,4.13300,0.47000,0.48000,2.67960,,100.00000,-216.34110,-216.34110,-215.41610,182.52810,0.05380,,15.95080,5.64230,3.87060,-18.18260,-11.57440,-18.18260,2.68450,-1.1562,-1.1565
2013-09-30,1.01800,,1.01800,3.76400,0.79500,,-3.54100,-1.03400,-4.57500,,-4.57500,-4.57500,-4.57500,-3.30500,-3.54100,4.28800,4.28800,-1.07000,-1.07000,2.52190,0.02290,100.00000,-347.83890,-347.83890,-449.41060,-449.41060,0.04610,,17.55170,5.12770,8.79890,-33.66200,-20.73140,-33.66200,3.16950,1.1311,1.1302
2013-06-30,9.97300,,9.97300,2.02100,1.03300,,6.91900,-1.60200,5.31700,-0.02000,5.33700,5.33700,1.46800,7.17500,6.91900,4.28800,15.97200,0.34000,0.33000,,,100.00000,69.37730,69.37730,53.31400,14.71970,,,,,,,,,,1.2067,1.2067
2013-03-31,,,,0.92200,0.58800,,-1.51000,-1.12900,-2.63900,-0.00700,-2.63200,-2.63200,-1.74100,-1.29300,-1.51000,3.65900,3.65900,-0.48000,-0.48000,,,,,,,,,,,,,,,,,-0.49710,-0.49710
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2012-09-30,,,,0.00000,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
