,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,$-0.18,$-0.14
1,2024-08-08,2024-06-30,$-0.18,$-0.19
2,2024-05-09,2024-03-31,$-0.18,$-0.18
3,2024-02-20,2023-12-31,$-0.15,$-0.16
4,2023-11-07,2023-09-30,$-0.15,$-0.15
5,2023-08-08,2023-06-30,$-0.15,$-0.17
6,2023-05-09,2023-03-31,$-0.23,$-0.23
7,2023-02-15,2022-12-31,$-0.21,$-0.21
8,2022-11-02,2022-09-30,$-0.21,$-0.20
9,2022-08-03,2022-06-30,$-0.22,$-0.22
10,2022-05-04,2022-03-31,$-0.10,$-0.07
11,2022-02-16,2021-12-31,$-0.23,$-0.20
12,2021-11-09,2021-09-30,$-0.60,$-0.51
